#Read position (bp)	Clipping profile
0.0	5.599315502598555
1.0	3.8942631645662513
2.0	2.330890447058196
3.0	2.1448152324022125
4.0	1.9659652680948154
5.0	1.8407275953859805
6.0	1.710442921856549
7.0	1.592560594031663
8.0	1.4633933992034212
9.0	1.3918080471809515
10.0	1.3251262584144479
11.0	1.2598254731771754
12.0	1.2025772061031015
13.0	1.1492251035752648
14.0	1.0991620577619736
15.0	1.0522379595839644
16.0	1.0025785404060283
17.0	0.9604145679193546
18.0	0.9186141929802324
19.0	0.880036159609316
20.0	0.8453743053285387
21.0	0.8143017259208358
22.0	0.7859277741825728
23.0	0.7598488234783942
24.0	0.7328792255705813
25.0	0.7073406675517543
26.0	0.6769285680928141
27.0	0.6500957362349975
28.0	0.6267487707734286
29.0	0.6063406075081226
30.0	0.574564183306536
31.0	0.5541693630704979
32.0	0.5360361862953746
33.0	0.518583504012916
34.0	0.5009807126511931
35.0	0.48404507275286707
36.0	0.4681902182252437
37.0	0.4508509516915626
38.0	0.4321940610176728
39.0	0.41341708308037173
40.0	0.3940096470101607
41.0	0.38037640685564844
42.0	0.36787398843159363
43.0	0.3554649712124143
44.0	0.3373317944372911
45.0	0.32381530578887324
46.0	0.3083540706246539
47.0	0.29463410077990004
48.0	0.28055053338759495
49.0	0.27131048561955023
50.0	0.26288102687953246
51.0	0.2542280723992768
52.0	0.24682602691289005
53.0	0.23786284700215488
54.0	0.23117131782428565
55.0	0.22436970865495595
56.0	0.21684757590515777
57.0	0.20980579220900522
58.0	0.20143637710069318
59.0	0.19669626595325934
60.0	0.19100212821316825
61.0	0.18446070811456325
62.0	0.1630117885663582
63.0	0.15880206283232481
64.0	0.15590662548118298
65.0	0.1513066161410625
66.0	0.14878144785210587
67.0	0.1435643234083434
68.0	0.14130601570474546
69.0	0.14009513579868038
70.0	0.1400851285267294
71.0	0.14121928601450387
72.0	0.1424768665230067
73.0	0.14418811002661935
74.0	0.14537230387414857
75.0	0.14864468180210952
76.0	0.15278769238980325
77.0	0.1569473817640819
78.0	0.16158742019200617
79.0	0.16498322114069558
80.0	0.17008025832104662
81.0	0.1762147160269796
82.0	0.181245038060991
83.0	0.18666897945840644
84.0	0.1930536189631132
85.0	0.19951831664342753
86.0	0.20579621191399083
87.0	0.21350848283085708
88.0	0.22106397315382514
89.0	0.22894970345117452
90.0	0.237025571915592
91.0	0.24535162217878326
92.0	0.2549819535529151
93.0	0.26467232855875267
94.0	0.2748363811036019
95.0	0.2853106590789307
96.0	0.2963253297396108
97.0	0.30862760272464657
98.0	0.32120007205235807
99.0	0.33380923471055635
100.0	0.3461815585992488
101.0	0.35894750185134533
102.0	0.3718201893375853
103.0	0.38517322587747094
104.0	0.39873975088564356
105.0	0.41263985162551453
106.0	0.4277775183299864
107.0	0.44252156567105433
108.0	0.45731231361455993
109.0	0.4727568699921943
110.0	0.4894189777905278
111.0	0.5058342395474045
112.0	0.5233102721310819
113.0	0.5414801422366919
114.0	0.5597400777898607
115.0	0.5797846435076155
116.0	0.6015804818167869
117.0	0.6218852366052665
118.0	0.6425035525815426
119.0	0.6644561714846122
120.0	0.6892942204668726
121.0	0.7151296608869112
122.0	0.7408450140435383
123.0	0.7676878531733059
124.0	0.7980098871846876
125.0	0.828355271497288
126.0	0.8608922483671467
127.0	0.8940063112528438
128.0	0.9302426429872375
129.0	0.9703384459373812
130.0	1.0092934198851167
131.0	1.050890313627903
132.0	1.0979611851278597
133.0	1.1433441634254224
134.0	1.2283759531926535
135.0	1.328558752693624
136.0	1.433354904563983
137.0	1.52535842712371
138.0	1.6400817927694125
139.0	1.7960284473383992
140.0	3.301379002074841
141.0	5.053295394653448
