#Mapping quality	mapping quality
0.0	1348917.0
1.0	904638.0
2.0	169398.0
3.0	851396.0
4.0	18935.0
5.0	14875.0
6.0	12321.0
7.0	12086.0
8.0	9402.0
9.0	9218.0
10.0	8582.0
11.0	8135.0
12.0	7842.0
13.0	7234.0
14.0	6756.0
15.0	7468.0
16.0	5867.0
17.0	6726.0
18.0	5808.0
19.0	6199.0
20.0	5419.0
21.0	6113.0
22.0	6071.0
23.0	5691.0
24.0	6209.0
25.0	6233.0
26.0	5463.0
27.0	4676.0
28.0	5791.0
29.0	5631.0
30.0	4706.0
31.0	5524.0
32.0	5956.0
33.0	4745.0
34.0	5549.0
35.0	3180.0
36.0	6108.0
37.0	6991.0
38.0	4611.0
39.0	6182.0
40.0	3344.0
41.0	3105.0
42.0	6097.0
43.0	7882.0
44.0	5211.0
45.0	8059.0
46.0	3242.0
47.0	4043.0
48.0	4039.0
49.0	2212.0
50.0	1988.0
51.0	14699.0
52.0	6005.0
53.0	13435.0
54.0	2184.0
55.0	2622.0
56.0	3290.0
57.0	4385.0
58.0	3248.0
59.0	4187.0
60.0	2790.0
61.0	3061.0
62.0	2006.0
63.0	8400.0
64.0	14145.0
65.0	9458.0
66.0	16991.0
67.0	2083.0
68.0	2716.0
69.0	2725.0
70.0	3299.0
71.0	3642.0
72.0	3419.0
73.0	6343.0
74.0	4174.0
75.0	6127.0
76.0	2853.0
77.0	3437.0
78.0	3695.0
79.0	2891.0
80.0	2664.0
81.0	2589.0
82.0	2093.0
83.0	1716.0
84.0	1395.0
85.0	40754.0
86.0	12628.0
87.0	43583.0
88.0	1489.0
89.0	1839.0
90.0	2134.0
91.0	2894.0
92.0	2594.0
93.0	3320.0
94.0	3407.0
95.0	2924.0
96.0	4250.0
97.0	5910.0
98.0	2624.0
99.0	3441.0
100.0	2265.0
101.0	1960.0
102.0	12026.0
103.0	18530.0
104.0	1542.0
105.0	2346.0
106.0	3420.0
107.0	2694.0
108.0	2929.0
109.0	6137.0
110.0	4570.0
111.0	7119.0
112.0	2633.0
113.0	4210.0
114.0	4312.0
115.0	4919.0
116.0	3246.0
117.0	4535.0
118.0	2969.0
119.0	3505.0
120.0	3105.0
121.0	2582.0
122.0	2346.0
123.0	2311.0
124.0	2121.0
125.0	1813.0
126.0	1323.0
127.0	32949.0
128.0	51524.0
129.0	113301.0
130.0	1466.0
131.0	1697.0
132.0	2160.0
133.0	2600.0
134.0	2434.0
135.0	2822.0
136.0	3200.0
137.0	3485.0
138.0	3354.0
139.0	3093.0
140.0	4683.0
141.0	3403.0
142.0	4611.0
143.0	6023.0
144.0	3441.0
145.0	3861.0
146.0	7412.0
147.0	8958.0
148.0	3147.0
149.0	3539.0
150.0	4527.0
151.0	3241.0
152.0	2277.0
153.0	14510.0
154.0	25177.0
155.0	2539.0
156.0	3061.0
157.0	4024.0
158.0	4139.0
159.0	5713.0
160.0	9878.0
161.0	3016.0
162.0	4189.0
163.0	6064.0
164.0	3232.0
165.0	4251.0
166.0	3709.0
167.0	3113.0
168.0	2818.0
169.0	1972.0
170.0	41357.0
171.0	86024.0
172.0	2439.0
173.0	3173.0
174.0	3799.0
175.0	3756.0
176.0	4973.0
177.0	6154.0
178.0	4854.0
179.0	8719.0
180.0	4707.0
181.0	3247.0
182.0	8872.0
183.0	17792.0
184.0	3958.0
185.0	5841.0
186.0	7976.0
187.0	6693.0
188.0	4232.0
189.0	4490.0
190.0	3088.0
191.0	23639.0
192.0	61537.0
193.0	3759.0
194.0	4453.0
195.0	6749.0
196.0	9110.0
197.0	4622.0
198.0	7796.0
199.0	15281.0
200.0	6072.0
201.0	9361.0
202.0	5373.0
203.0	4107.0
204.0	68256.0
205.0	4181.0
206.0	5780.0
207.0	9104.0
208.0	7143.0
209.0	14506.0
210.0	9350.0
211.0	7834.0
212.0	14011.0
213.0	45323.0
214.0	8000.0
215.0	9746.0
216.0	14418.0
217.0	10062.0
218.0	13636.0
219.0	40360.0
220.0	11346.0
221.0	16267.0
222.0	11208.0
223.0	42812.0
224.0	11683.0
225.0	18264.0
226.0	13952.0
227.0	38029.0
228.0	20527.0
229.0	38827.0
230.0	14962.0
231.0	22544.0
232.0	37171.0
233.0	23781.0
234.0	41090.0
235.0	37661.0
236.0	26240.0
237.0	41697.0
238.0	43843.0
239.0	45389.0
240.0	47532.0
241.0	62498.0
242.0	55085.0
243.0	70193.0
244.0	81002.0
245.0	79743.0
246.0	98339.0
247.0	109147.0
248.0	135627.0
249.0	166146.0
250.0	198320.0
251.0	265621.0
252.0	376304.0
253.0	661863.0
254.0	1657567.0
255.0	4.05382E7
