#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	3.4140394040234316E-7
4.0	1.3656157616093727E-7
5.0	1.3383034463771853E-5
6.0	1.7916878792314972E-4
7.0	3.26518728600801E-4
8.0	1.460526057041224E-4
9.0	1.5513395051882473E-4
10.0	7.572339398123971E-4
11.0	4.941480633383515E-4
12.0	0.0012248207765874464
13.0	0.0021006584452956173
14.0	7.503375802162698E-4
15.0	6.305047971350474E-4
16.0	4.4710260035090864E-4
17.0	6.798718069172261E-4
18.0	4.163079649266172E-4
19.0	3.9732590584024696E-4
20.0	6.976930926062284E-4
21.0	0.0011323003087384113
22.0	0.001159612623970599
23.0	0.0016299989730569472
24.0	0.004216202102392777
25.0	0.005351916450535212
26.0	0.006336388853079409
27.0	0.006901753778385689
28.0	0.008366718086652144
29.0	0.010693112817341791
30.0	0.00992051570021129
31.0	0.01263351625301255
32.0	0.012361826997240366
33.0	0.012806744612372698
34.0	0.013005987951991505
35.0	0.010728413984779394
36.0	0.012180678066462879
37.0	0.010828035654588794
38.0	0.012726105001649664
39.0	0.012681176243092715
40.0	0.012915993873301446
41.0	0.01503938982102786
42.0	0.013808287211937012
43.0	0.01789243427018216
44.0	0.017316622384299568
45.0	0.020027574513458418
46.0	0.022595956357105245
47.0	0.021921547013234455
48.0	0.028141448841848587
49.0	0.026529134592904482
50.0	0.03429122630110407
51.0	0.03757443971516533
52.0	0.035692621195667615
53.0	0.04377440355365996
54.0	0.040552028321778406
55.0	0.050708727267960045
56.0	0.045163849310309416
57.0	0.05320200024471834
58.0	0.04746709685383978
59.0	0.0443832633409735
60.0	0.04852824858139834
61.0	0.03349357013474804
62.0	0.03419058041947346
63.0	0.02233170970723383
64.0	0.01767209216704649
65.0	0.013385356010566589
66.0	0.008393757278732008
67.0	0.007082288182070448
68.0	0.0040947988611857045
69.0	0.0031439888871651776
70.0	0.0013717610325366149
71.0	8.273583091710384E-4
72.0	6.937328068975613E-4
73.0	3.737007531644048E-4
74.0	2.0736875340038324E-4
75.0	7.114858117984832E-5
76.0	2.7926842324911674E-5
77.0	1.9460024602933562E-5
78.0	8.739940874299985E-6
79.0	5.3259014702765534E-6
80.0	5.462463046437491E-7
81.0	6.828078808046863E-8
82.0	6.828078808046863E-8
83.0	0.0
84.0	6.828078808046863E-8
85.0	6.828078808046863E-8
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	4.779655165632805E-7
