#Insert size (bp)	insert size
31.0	3.0
32.0	1.0
33.0	2.0
39.0	1.0
40.0	1.0
42.0	2.0
44.0	3.0
45.0	2.0
46.0	3.0
47.0	3.0
48.0	10.0
49.0	4.0
50.0	2.0
51.0	1.0
52.0	3.0
53.0	1.0
54.0	4.0
57.0	2.0
58.0	5.0
59.0	3.0
60.0	4.0
61.0	7.0
62.0	2.0
63.0	7.0
64.0	2.0
65.0	4.0
66.0	3.0
67.0	8.0
68.0	11.0
69.0	9.0
70.0	8.0
71.0	24.0
72.0	13.0
73.0	2.0
74.0	12.0
75.0	11.0
76.0	12.0
77.0	11.0
78.0	23.0
79.0	16.0
80.0	17.0
81.0	29.0
82.0	19.0
83.0	15.0
84.0	27.0
85.0	33.0
86.0	24.0
87.0	26.0
88.0	22.0
89.0	27.0
90.0	37.0
91.0	24.0
92.0	31.0
93.0	44.0
94.0	43.0
95.0	43.0
96.0	46.0
97.0	58.0
98.0	60.0
99.0	72.0
100.0	91.0
101.0	88.0
102.0	90.0
103.0	84.0
104.0	113.0
105.0	137.0
106.0	156.0
107.0	149.0
108.0	145.0
109.0	172.0
110.0	157.0
111.0	204.0
112.0	190.0
113.0	220.0
114.0	268.0
115.0	241.0
116.0	251.0
117.0	269.0
118.0	262.0
119.0	314.0
120.0	316.0
121.0	400.0
122.0	390.0
123.0	406.0
124.0	394.0
125.0	455.0
126.0	479.0
127.0	381.0
128.0	463.0
129.0	554.0
130.0	574.0
131.0	595.0
132.0	615.0
133.0	602.0
134.0	665.0
135.0	753.0
136.0	804.0
137.0	829.0
138.0	1029.0
139.0	960.0
140.0	1260.0
141.0	1635.0
142.0	20878.0
143.0	21610.0
144.0	22116.0
145.0	23152.0
146.0	23594.0
147.0	25388.0
148.0	26181.0
149.0	27180.0
150.0	28106.0
151.0	28907.0
152.0	29644.0
153.0	30584.0
154.0	31707.0
155.0	32772.0
156.0	33638.0
157.0	34291.0
158.0	36565.0
159.0	37008.0
160.0	38873.0
161.0	39315.0
162.0	40963.0
163.0	41505.0
164.0	42580.0
165.0	43819.0
166.0	44103.0
167.0	46602.0
168.0	49264.0
169.0	49652.0
170.0	50625.0
171.0	52871.0
172.0	55811.0
173.0	56284.0
174.0	57551.0
175.0	59838.0
176.0	62897.0
177.0	62172.0
178.0	62662.0
179.0	65952.0
180.0	66345.0
181.0	67837.0
182.0	69252.0
183.0	71336.0
184.0	72210.0
185.0	75210.0
186.0	76992.0
187.0	78521.0
188.0	81188.0
189.0	82322.0
190.0	85273.0
191.0	86895.0
192.0	89578.0
193.0	92280.0
194.0	95400.0
195.0	97765.0
196.0	99085.0
197.0	99184.0
198.0	104070.0
199.0	106478.0
200.0	110234.0
201.0	114075.0
202.0	115705.0
203.0	120616.0
204.0	123838.0
205.0	132405.0
206.0	129629.0
207.0	130982.0
208.0	132622.0
209.0	140276.0
210.0	137740.0
211.0	141111.0
212.0	140924.0
213.0	148884.0
214.0	151533.0
215.0	151734.0
216.0	159460.0
217.0	160326.0
218.0	163644.0
219.0	165729.0
220.0	166198.0
221.0	171063.0
222.0	175838.0
223.0	178411.0
224.0	188414.0
225.0	183294.0
226.0	191634.0
227.0	191493.0
228.0	193150.0
229.0	197571.0
230.0	197861.0
231.0	204101.0
232.0	202892.0
233.0	203743.0
234.0	205574.0
235.0	210406.0
236.0	211530.0
237.0	219403.0
238.0	217384.0
239.0	215845.0
240.0	222570.0
241.0	218079.0
242.0	226048.0
243.0	226297.0
244.0	226319.0
245.0	234695.0
246.0	236348.0
247.0	239250.0
248.0	237569.0
249.0	236328.0
250.0	243765.0
251.0	242210.0
252.0	240985.0
253.0	245665.0
254.0	243424.0
255.0	245319.0
256.0	244644.0
257.0	247743.0
258.0	254043.0
259.0	251123.0
260.0	250241.0
261.0	252031.0
262.0	250493.0
263.0	253572.0
264.0	255360.0
265.0	255798.0
266.0	255760.0
267.0	254713.0
268.0	255298.0
269.0	256414.0
270.0	256692.0
271.0	257716.0
272.0	255137.0
273.0	255775.0
274.0	254174.0
275.0	253452.0
276.0	253121.0
277.0	255766.0
278.0	254615.0
279.0	250740.0
280.0	250929.0
281.0	251137.0
282.0	252361.0
283.0	253435.0
284.0	251914.0
285.0	246451.0
286.0	246327.0
287.0	247526.0
288.0	248208.0
289.0	243467.0
290.0	248196.0
291.0	241947.0
292.0	240519.0
293.0	238307.0
294.0	241101.0
295.0	237543.0
296.0	236295.0
297.0	233125.0
298.0	235239.0
299.0	228815.0
300.0	234271.0
301.0	228233.0
302.0	226077.0
303.0	229637.0
304.0	227095.0
305.0	223543.0
306.0	224806.0
307.0	216317.0
308.0	214614.0
309.0	221327.0
310.0	216893.0
311.0	211218.0
312.0	208908.0
313.0	209068.0
314.0	209423.0
315.0	202408.0
316.0	207598.0
317.0	199639.0
318.0	203527.0
319.0	200539.0
320.0	202454.0
321.0	195780.0
322.0	197983.0
323.0	192862.0
324.0	187958.0
325.0	186580.0
326.0	190730.0
327.0	186909.0
328.0	175591.0
329.0	173598.0
330.0	178170.0
331.0	175384.0
332.0	174446.0
333.0	171242.0
334.0	168664.0
335.0	168123.0
336.0	164489.0
337.0	168511.0
338.0	162588.0
339.0	165356.0
340.0	159583.0
341.0	158023.0
342.0	154385.0
343.0	158568.0
344.0	149894.0
345.0	144830.0
346.0	143116.0
347.0	142894.0
348.0	142774.0
349.0	139848.0
350.0	137817.0
351.0	134688.0
352.0	134632.0
353.0	134393.0
354.0	131377.0
355.0	130764.0
356.0	129786.0
357.0	126545.0
358.0	125135.0
359.0	122710.0
360.0	123700.0
361.0	119541.0
362.0	117837.0
363.0	117461.0
364.0	115586.0
365.0	113095.0
366.0	111500.0
367.0	109746.0
368.0	108592.0
369.0	107792.0
370.0	106165.0
371.0	104087.0
372.0	102408.0
373.0	101557.0
374.0	100572.0
375.0	99458.0
376.0	98131.0
377.0	96235.0
378.0	94306.0
379.0	93705.0
380.0	92047.0
381.0	90504.0
382.0	89534.0
383.0	88590.0
384.0	87877.0
385.0	86831.0
386.0	86443.0
387.0	84499.0
388.0	82768.0
389.0	81317.0
390.0	80907.0
391.0	81054.0
392.0	79276.0
393.0	77906.0
394.0	75994.0
395.0	75631.0
396.0	75019.0
397.0	73801.0
398.0	73908.0
399.0	72820.0
400.0	70776.0
401.0	69356.0
402.0	68892.0
403.0	68766.0
404.0	67650.0
405.0	66354.0
406.0	64895.0
407.0	65016.0
408.0	64459.0
409.0	63888.0
410.0	62546.0
411.0	60951.0
412.0	61127.0
413.0	59845.0
414.0	60243.0
415.0	59424.0
416.0	58406.0
417.0	57047.0
418.0	55437.0
419.0	55003.0
420.0	55188.0
421.0	54106.0
422.0	53480.0
423.0	52859.0
424.0	52181.0
425.0	51482.0
426.0	51776.0
427.0	50626.0
428.0	51020.0
429.0	49421.0
430.0	49252.0
431.0	48642.0
432.0	48171.0
433.0	47886.0
434.0	46350.0
435.0	45723.0
436.0	45748.0
437.0	45594.0
438.0	44049.0
439.0	44199.0
440.0	43515.0
441.0	42422.0
442.0	42461.0
443.0	42518.0
444.0	42031.0
445.0	41054.0
446.0	41013.0
447.0	40918.0
448.0	40781.0
449.0	40905.0
450.0	41514.0
451.0	39172.0
452.0	38879.0
453.0	38265.0
454.0	37854.0
455.0	38555.0
456.0	38224.0
457.0	37637.0
458.0	36482.0
459.0	36996.0
460.0	38056.0
461.0	37366.0
462.0	37688.0
463.0	35316.0
464.0	35199.0
465.0	35161.0
466.0	35526.0
467.0	34189.0
468.0	35068.0
469.0	34037.0
470.0	33706.0
471.0	32803.0
472.0	33054.0
473.0	32894.0
474.0	32392.0
475.0	33548.0
476.0	32410.0
477.0	32711.0
478.0	31235.0
479.0	30682.0
480.0	31268.0
481.0	29932.0
482.0	29610.0
483.0	30628.0
484.0	30656.0
485.0	29721.0
486.0	30794.0
487.0	29809.0
488.0	28767.0
489.0	28313.0
490.0	28732.0
491.0	28342.0
492.0	28617.0
493.0	28833.0
494.0	27742.0
495.0	27428.0
496.0	26640.0
497.0	26227.0
498.0	26939.0
499.0	26254.0
500.0	26255.0
501.0	27006.0
502.0	26233.0
503.0	25128.0
504.0	25593.0
505.0	24490.0
506.0	26033.0
507.0	24980.0
508.0	24359.0
509.0	24176.0
510.0	23264.0
511.0	23803.0
512.0	24386.0
513.0	24893.0
514.0	23301.0
515.0	23815.0
516.0	23379.0
517.0	23614.0
518.0	23707.0
519.0	23361.0
520.0	22528.0
521.0	23368.0
522.0	22928.0
523.0	23578.0
524.0	22174.0
525.0	21271.0
526.0	21358.0
527.0	22162.0
528.0	20848.0
529.0	21678.0
530.0	22382.0
531.0	32238.0
532.0	21006.0
533.0	20176.0
534.0	19929.0
535.0	19675.0
536.0	20597.0
537.0	19522.0
538.0	19348.0
539.0	18445.0
540.0	18779.0
541.0	18334.0
542.0	18029.0
543.0	17735.0
544.0	17882.0
545.0	18231.0
546.0	17601.0
547.0	17196.0
548.0	17204.0
549.0	16856.0
550.0	16847.0
551.0	16939.0
552.0	17037.0
553.0	16551.0
554.0	16459.0
555.0	16064.0
556.0	16041.0
557.0	16043.0
558.0	15800.0
559.0	15808.0
