#Coverage (X)	Coverage
1.0	34.94197660907594
2.0	29.619892300350784
3.0	26.003308016596762
4.0	23.930424224838603
5.0	22.342817272548928
6.0	21.227220249262913
7.0	20.305936012886534
8.0	19.59095682630901
9.0	18.982249294042163
10.0	18.471289558308328
11.0	18.02356542276881
12.0	17.632172778311897
13.0	17.28377861648167
14.0	16.974783727721046
15.0	16.6931805422376
16.0	16.438251722885894
17.0	16.20779446714174
18.0	15.992636461146418
19.0	15.793110977928706
20.0	15.610009801845067
21.0	15.438861925624309
22.0	15.277582827357875
23.0	15.126605274945334
24.0	14.983505907302728
25.0	14.846806216734564
26.0	14.718962961204497
27.0	14.599437616027217
28.0	14.484294219775222
29.0	14.374447707798907
30.0	14.269445134917206
31.0	14.16714910082868
32.0	14.068219193907595
33.0	13.972336752260048
34.0	13.87955952465721
35.0	13.790117114647089
36.0	13.703827230927928
37.0	13.620193790682364
38.0	13.539348294124267
39.0	13.460055056704363
40.0	13.382703012917602
41.0	13.307717972980285
42.0	13.23420587459185
43.0	13.162214725766887
44.0	13.092194688613134
45.0	13.023024184587001
46.0	12.956423152993565
47.0	12.890563114668694
48.0	12.826196890942526
49.0	12.76346433124884
50.0	12.702126091283048
51.0	12.64261006856644
