#Read position (bp)	Clipping profile
0.0	8.478078366726715
1.0	4.568035303787223
2.0	2.129183273553663
3.0	1.875545338436348
4.0	1.6835614977819415
5.0	1.559234731021017
6.0	1.4451419593134207
7.0	1.3465297625731227
8.0	1.2761906346167835
9.0	1.2190357611829148
10.0	1.1636438109251934
11.0	1.111295539997231
12.0	1.0670928782062374
13.0	1.0232819771210542
14.0	0.9775906246479804
15.0	0.9377365066914839
16.0	0.8975087092925218
17.0	0.8599659795003075
18.0	0.8271153375461471
19.0	0.7978357451026445
20.0	0.7654130263809851
21.0	0.7382218198538419
22.0	0.7117779722116296
23.0	0.6870849935700014
24.0	0.6600956944835452
25.0	0.6363158196408447
26.0	0.6142416106403654
27.0	0.5926254603112955
28.0	0.5726305965955031
29.0	0.5552514889769687
30.0	0.5379477199557057
31.0	0.5213491202049017
32.0	0.5055822585679725
33.0	0.48845327509237874
34.0	0.46803952877575805
35.0	0.45006373946683537
36.0	0.4344776904633571
37.0	0.4215375329960454
38.0	0.4001684932660252
39.0	0.3866617895472337
40.0	0.37480650788062825
41.0	0.36346654221935815
42.0	0.3519969941707815
43.0	0.34133206234106195
44.0	0.3303296135955671
45.0	0.31813681501318636
46.0	0.30563964849782976
47.0	0.2930581027535293
48.0	0.27997329517945685
49.0	0.2709537583141416
50.0	0.2629618399156063
51.0	0.25487348811256383
52.0	0.24322011388664533
53.0	0.23437837611089024
54.0	0.22479530653798596
55.0	0.21542921212522287
56.0	0.20587929153511791
57.0	0.19968645883942038
58.0	0.19373470965499082
59.0	0.18780405527779723
60.0	0.18246706904710117
61.0	0.17550578265923672
62.0	0.17047617790540737
63.0	0.16616681014149132
64.0	0.16117035437046134
65.0	0.15646621235684385
66.0	0.15168974528984597
67.0	0.14847730750219942
68.0	0.14471941827030899
69.0	0.14046730784031905
70.0	0.12788576209601862
71.0	0.12590285021583905
72.0	0.12466729722059038
73.0	0.12233782779296302
74.0	0.12151513031076087
75.0	0.11975522067850423
76.0	0.12024944187660369
77.0	0.12113843732440457
78.0	0.12263616863815721
79.0	0.12522781638428856
80.0	0.12762961086529634
81.0	0.13073958816065395
82.0	0.1330389221493728
83.0	0.13732116801827124
84.0	0.14143465542928202
85.0	0.14546677715523987
86.0	0.14985449706031806
87.0	0.1540403095247093
88.0	0.15832556893749855
89.0	0.16293026400271798
90.0	0.16844203577908337
91.0	0.1738603876948324
92.0	0.17962529715802922
93.0	0.1854233556040254
94.0	0.1914323621223811
95.0	0.19826707966682983
96.0	0.20490893040226413
97.0	0.21210828675750573
98.0	0.21931367020052903
99.0	0.22663055476751384
100.0	0.23453809393710529
101.0	0.24284342090028901
102.0	0.2513386011285963
103.0	0.26012308157042524
104.0	0.2694047967542445
105.0	0.2785117263923944
106.0	0.28846244831998247
107.0	0.2987416465316731
108.0	0.30909618334063516
109.0	0.3192638804283644
110.0	0.3300734623648448
111.0	0.34113618198815665
112.0	0.3522169828748136
113.0	0.36403308847083804
114.0	0.3771751533788366
115.0	0.39151660875539374
116.0	0.40477017478735383
117.0	0.41823468889167337
118.0	0.4317655009615918
119.0	0.44580258840517295
120.0	0.46140069158421465
121.0	0.47702893020216475
122.0	0.4923648550627025
123.0	0.5087886692678372
124.0	0.5266107678383265
125.0	0.5454243223489056
126.0	0.5643282831762101
127.0	0.5846275148249784
128.0	0.6054480895668639
129.0	0.6281611698722035
130.0	0.6501931892582107
131.0	0.6735029512539386
132.0	0.6995761329975764
133.0	0.7242510303758595
134.0	0.7500921692399016
135.0	0.7775003509271861
136.0	0.8063550336820787
137.0	0.8400404272940045
138.0	0.8731502340227779
139.0	0.90838157565071
140.0	0.9485370479962917
141.0	0.9926703982777958
142.0	1.09856934414617
143.0	1.2180141698039164
144.0	1.3275384089729836
145.0	1.4286277387915605
146.0	1.5579931509379867
147.0	1.7653551060674029
148.0	4.084831622152706
149.0	7.797873293859525
