#Coverage (X)	Coverage
1.0	37.12684987925845
2.0	31.406077099396384
3.0	27.51673562867211
4.0	25.32386380579902
5.0	23.643119217912968
6.0	22.45586918920904
7.0	21.490509420835323
8.0	20.7302141473329
9.0	20.09318119069364
10.0	19.5551553712598
11.0	19.0816683260973
12.0	18.668494654154486
13.0	18.298766148104477
14.0	17.970240346628415
15.0	17.67273468025637
16.0	17.399313034533563
17.0	17.1503914789197
18.0	16.922918373531303
19.0	16.707553028574452
20.0	16.508694091414284
21.0	16.32161659934016
22.0	16.146628777721077
23.0	15.980083408985365
24.0	15.823756093904265
25.0	15.675709813454603
26.0	15.53292284579095
27.0	15.397707924833227
28.0	15.269179337500788
29.0	15.146868135941034
30.0	15.02920257950261
31.0	14.916108916742829
32.0	14.808127759651995
33.0	14.703366618379874
34.0	14.602269393119272
35.0	14.504781118172332
36.0	14.410363268853743
37.0	14.318379912912349
38.0	14.230408357146118
39.0	14.144989575372733
40.0	14.062045641539527
41.0	13.98190982867527
42.0	13.903520394312523
43.0	13.827399860465064
44.0	13.753873846710093
45.0	13.682462272901759
46.0	13.612510421044078
47.0	13.544465670171505
48.0	13.477361598077437
49.0	13.41213053432044
50.0	13.348103149769656
51.0	13.284948954469627
