#Mapping quality	mapping quality
0.0	1429499.0
1.0	983989.0
2.0	178660.0
3.0	986554.0
4.0	23140.0
5.0	18729.0
6.0	17143.0
7.0	14859.0
8.0	11627.0
9.0	9798.0
10.0	10160.0
11.0	9673.0
12.0	9105.0
13.0	8776.0
14.0	7575.0
15.0	8520.0
16.0	6750.0
17.0	8457.0
18.0	6328.0
19.0	7553.0
20.0	6098.0
21.0	6235.0
22.0	7063.0
23.0	6617.0
24.0	6914.0
25.0	7256.0
26.0	6202.0
27.0	5247.0
28.0	7327.0
29.0	6469.0
30.0	5939.0
31.0	6396.0
32.0	7776.0
33.0	4820.0
34.0	8154.0
35.0	3178.0
36.0	6607.0
37.0	8760.0
38.0	5237.0
39.0	6838.0
40.0	3868.0
41.0	3658.0
42.0	6503.0
43.0	9876.0
44.0	6061.0
45.0	8208.0
46.0	3506.0
47.0	4538.0
48.0	4770.0
49.0	2701.0
50.0	2451.0
51.0	18486.0
52.0	7868.0
53.0	14016.0
54.0	2703.0
55.0	3150.0
56.0	3586.0
57.0	5382.0
58.0	3897.0
59.0	4815.0
60.0	3326.0
61.0	2919.0
62.0	2246.0
63.0	8711.0
64.0	18086.0
65.0	10269.0
66.0	20328.0
67.0	2244.0
68.0	2885.0
69.0	3464.0
70.0	3599.0
71.0	4148.0
72.0	3862.0
73.0	7030.0
74.0	5265.0
75.0	5742.0
76.0	2909.0
77.0	3627.0
78.0	4312.0
79.0	2961.0
80.0	3570.0
81.0	2794.0
82.0	2382.0
83.0	1846.0
84.0	1555.0
85.0	43382.0
86.0	12500.0
87.0	49196.0
88.0	1721.0
89.0	2021.0
90.0	2778.0
91.0	2900.0
92.0	2798.0
93.0	3624.0
94.0	3704.0
95.0	3433.0
96.0	4804.0
97.0	5961.0
98.0	2563.0
99.0	3371.0
100.0	2076.0
101.0	2152.0
102.0	13957.0
103.0	21409.0
104.0	1796.0
105.0	2519.0
106.0	3414.0
107.0	2971.0
108.0	2993.0
109.0	7107.0
110.0	5208.0
111.0	9074.0
112.0	2654.0
113.0	4328.0
114.0	4262.0
115.0	4983.0
116.0	3561.0
117.0	4777.0
118.0	3162.0
119.0	4245.0
120.0	3329.0
121.0	3020.0
122.0	2479.0
123.0	2732.0
124.0	2238.0
125.0	1934.0
126.0	1622.0
127.0	35749.0
128.0	59073.0
129.0	138952.0
130.0	1568.0
131.0	2089.0
132.0	2424.0
133.0	2756.0
134.0	2829.0
135.0	3505.0
136.0	3490.0
137.0	4187.0
138.0	4636.0
139.0	4335.0
140.0	5441.0
141.0	4047.0
142.0	5281.0
143.0	6904.0
144.0	3839.0
145.0	4781.0
146.0	8054.0
147.0	10730.0
148.0	3383.0
149.0	3813.0
150.0	4753.0
151.0	3679.0
152.0	2296.0
153.0	18187.0
154.0	32029.0
155.0	2632.0
156.0	3337.0
157.0	4342.0
158.0	4539.0
159.0	6398.0
160.0	11012.0
161.0	3311.0
162.0	5192.0
163.0	6855.0
164.0	3807.0
165.0	5413.0
166.0	4187.0
167.0	3354.0
168.0	2807.0
169.0	2121.0
170.0	47500.0
171.0	96932.0
172.0	2713.0
173.0	3130.0
174.0	3888.0
175.0	4388.0
176.0	5563.0
177.0	6314.0
178.0	5354.0
179.0	9062.0
180.0	4961.0
181.0	3521.0
182.0	10895.0
183.0	20714.0
184.0	3962.0
185.0	5853.0
186.0	8230.0
187.0	7047.0
188.0	4888.0
189.0	4403.0
190.0	3417.0
191.0	27948.0
192.0	70002.0
193.0	3929.0
194.0	5112.0
195.0	7683.0
196.0	9613.0
197.0	4949.0
198.0	8445.0
199.0	18367.0
200.0	6111.0
201.0	10068.0
202.0	5681.0
203.0	4268.0
204.0	76744.0
205.0	4512.0
206.0	6566.0
207.0	10616.0
208.0	7819.0
209.0	16211.0
210.0	9911.0
211.0	7895.0
212.0	16822.0
213.0	49419.0
214.0	8592.0
215.0	10239.0
216.0	16868.0
217.0	10391.0
218.0	15265.0
219.0	45027.0
220.0	11323.0
221.0	17577.0
222.0	11231.0
223.0	47561.0
224.0	12322.0
225.0	19660.0
226.0	15729.0
227.0	41884.0
228.0	22379.0
229.0	42984.0
230.0	16817.0
231.0	24779.0
232.0	41613.0
233.0	24877.0
234.0	47476.0
235.0	44828.0
236.0	29425.0
237.0	50567.0
238.0	50634.0
239.0	51928.0
240.0	53382.0
241.0	71093.0
242.0	61252.0
243.0	79019.0
244.0	91854.0
245.0	87468.0
246.0	111443.0
247.0	122418.0
248.0	148306.0
249.0	184885.0
250.0	220851.0
251.0	297614.0
252.0	420408.0
253.0	740253.0
254.0	1505854.0
255.0	4.5543014E7
