#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	1.4146355506260222E-7
4.0	2.1219533259390333E-7
5.0	2.5817098798924906E-5
6.0	8.960301577665225E-4
7.0	0.001120249892540747
8.0	3.478588818989388E-4
9.0	5.0177122980705E-4
10.0	0.0025196781109975397
11.0	0.00124381830788793
12.0	0.0028454686783067123
13.0	0.005150405112719221
14.0	0.0016394918713980285
15.0	0.0014680380426621547
16.0	8.878960033504229E-4
17.0	0.0015834015718157065
18.0	9.590521715469119E-4
19.0	9.15835055475287E-4
20.0	0.001480133176620007
21.0	0.0019046653053628763
22.0	0.001800548128836801
23.0	0.0027740295830000986
24.0	0.005945147365060921
25.0	0.00693829225337792
26.0	0.008691662286601343
27.0	0.008979045498711018
28.0	0.009978414783450773
29.0	0.012880964006225246
30.0	0.011199811117861282
31.0	0.014072723725850137
32.0	0.014848792788923575
33.0	0.015033190532947676
34.0	0.014102360340635752
35.0	0.01089913033157572
36.0	0.011141386669620425
37.0	0.009986619669644403
38.0	0.01172761164179985
39.0	0.011850048348706533
40.0	0.012219480422752517
41.0	0.014047472481271462
42.0	0.013064725164251566
43.0	0.01679115813171063
44.0	0.016741080033218475
45.0	0.019243994712941095
46.0	0.022043629199407524
47.0	0.02137535536529179
48.0	0.027693117734387603
49.0	0.02629722610480738
50.0	0.033587338219625985
51.0	0.036576887528763966
52.0	0.034496665951568396
53.0	0.04199593193254707
54.0	0.039185192557008225
55.0	0.04875583864299104
56.0	0.043859926465829445
57.0	0.051071667771143366
58.0	0.04562772578166924
59.0	0.042316629811873986
60.0	0.046409948509387906
61.0	0.03180454376694954
62.0	0.03228382229150164
63.0	0.021127369753267046
64.0	0.016189938022694573
65.0	0.012341846397881669
66.0	0.007680268599681269
67.0	0.006514679637742957
68.0	0.0038367745404078975
69.0	0.002950434636163164
70.0	0.0013595354959291387
71.0	8.139812958302133E-4
72.0	6.643835863515113E-4
73.0	3.536588876565056E-4
74.0	2.0575874083855492E-4
75.0	6.924641020314379E-5
76.0	2.7585393237207433E-5
77.0	1.9239043488513904E-5
78.0	9.195131079069144E-6
79.0	4.526833762003271E-6
80.0	1.343903773094721E-6
81.0	2.1219533259390333E-7
82.0	0.0
83.0	0.0
84.0	1.4146355506260222E-7
85.0	0.0
86.0	7.073177753130111E-8
87.0	7.073177753130111E-8
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	6.3658599778171E-7
