#Insert size (bp)	insert size
32.0	3.0
33.0	3.0
34.0	1.0
36.0	1.0
37.0	1.0
38.0	1.0
39.0	2.0
40.0	2.0
41.0	1.0
42.0	1.0
43.0	1.0
44.0	1.0
45.0	3.0
46.0	5.0
47.0	1.0
48.0	1.0
49.0	7.0
50.0	4.0
51.0	3.0
52.0	2.0
53.0	2.0
54.0	1.0
55.0	3.0
56.0	1.0
57.0	3.0
58.0	14.0
59.0	6.0
60.0	11.0
61.0	5.0
62.0	4.0
63.0	10.0
64.0	8.0
65.0	14.0
66.0	5.0
67.0	11.0
68.0	10.0
69.0	12.0
70.0	16.0
71.0	50.0
72.0	16.0
73.0	17.0
74.0	13.0
75.0	21.0
76.0	16.0
77.0	22.0
78.0	22.0
79.0	31.0
80.0	29.0
81.0	36.0
82.0	18.0
83.0	31.0
84.0	24.0
85.0	36.0
86.0	43.0
87.0	46.0
88.0	33.0
89.0	45.0
90.0	50.0
91.0	61.0
92.0	60.0
93.0	63.0
94.0	64.0
95.0	60.0
96.0	82.0
97.0	83.0
98.0	107.0
99.0	110.0
100.0	135.0
101.0	139.0
102.0	151.0
103.0	160.0
104.0	181.0
105.0	204.0
106.0	221.0
107.0	201.0
108.0	237.0
109.0	263.0
110.0	275.0
111.0	329.0
112.0	315.0
113.0	305.0
114.0	477.0
115.0	399.0
116.0	412.0
117.0	419.0
118.0	496.0
119.0	455.0
120.0	482.0
121.0	580.0
122.0	647.0
123.0	582.0
124.0	641.0
125.0	650.0
126.0	702.0
127.0	647.0
128.0	698.0
129.0	960.0
130.0	1035.0
131.0	990.0
132.0	796.0
133.0	941.0
134.0	935.0
135.0	1133.0
136.0	1113.0
137.0	1152.0
138.0	1540.0
139.0	1403.0
140.0	1826.0
141.0	2401.0
142.0	30842.0
143.0	32220.0
144.0	33635.0
145.0	33383.0
146.0	35020.0
147.0	36872.0
148.0	37667.0
149.0	38955.0
150.0	39310.0
151.0	41476.0
152.0	42218.0
153.0	43625.0
154.0	44591.0
155.0	46281.0
156.0	47144.0
157.0	47250.0
158.0	50536.0
159.0	51495.0
160.0	53304.0
161.0	53848.0
162.0	56019.0
163.0	56867.0
164.0	56162.0
165.0	57731.0
166.0	57993.0
167.0	61605.0
168.0	64067.0
169.0	64322.0
170.0	65180.0
171.0	68122.0
172.0	71289.0
173.0	72233.0
174.0	73062.0
175.0	74882.0
176.0	78563.0
177.0	76304.0
178.0	77667.0
179.0	81973.0
180.0	80811.0
181.0	82836.0
182.0	84833.0
183.0	85391.0
184.0	86330.0
185.0	89814.0
186.0	92299.0
187.0	92138.0
188.0	95737.0
189.0	97395.0
190.0	99383.0
191.0	102907.0
192.0	105122.0
193.0	106835.0
194.0	110500.0
195.0	112428.0
196.0	115740.0
197.0	114592.0
198.0	121023.0
199.0	123599.0
200.0	126995.0
201.0	131977.0
202.0	133321.0
203.0	138647.0
204.0	141372.0
205.0	153889.0
206.0	149246.0
207.0	150719.0
208.0	152493.0
209.0	161199.0
210.0	155248.0
211.0	158916.0
212.0	158631.0
213.0	167508.0
214.0	171391.0
215.0	170181.0
216.0	176678.0
217.0	178394.0
218.0	183262.0
219.0	183784.0
220.0	182978.0
221.0	187814.0
222.0	194520.0
223.0	195827.0
224.0	207159.0
225.0	199210.0
226.0	205864.0
227.0	206837.0
228.0	209073.0
229.0	213451.0
230.0	211707.0
231.0	220784.0
232.0	218389.0
233.0	215231.0
234.0	216853.0
235.0	222905.0
236.0	224612.0
237.0	233378.0
238.0	228596.0
239.0	226214.0
240.0	233995.0
241.0	228128.0
242.0	235723.0
243.0	233504.0
244.0	237324.0
245.0	245547.0
246.0	244464.0
247.0	243425.0
248.0	242111.0
249.0	241599.0
250.0	246754.0
251.0	246553.0
252.0	244633.0
253.0	246943.0
254.0	242117.0
255.0	245695.0
256.0	244286.0
257.0	246708.0
258.0	252575.0
259.0	245708.0
260.0	243418.0
261.0	243917.0
262.0	246234.0
263.0	251059.0
264.0	250931.0
265.0	249571.0
266.0	249111.0
267.0	249626.0
268.0	247914.0
269.0	248561.0
270.0	250664.0
271.0	251599.0
272.0	248979.0
273.0	249165.0
274.0	246222.0
275.0	245874.0
276.0	243478.0
