#Insert size (bp)	insert size
35.0	1.0
36.0	1.0
37.0	1.0
39.0	1.0
40.0	1.0
41.0	2.0
42.0	1.0
43.0	2.0
44.0	3.0
45.0	1.0
46.0	4.0
47.0	2.0
48.0	7.0
49.0	3.0
50.0	4.0
51.0	5.0
52.0	3.0
53.0	2.0
54.0	1.0
55.0	2.0
56.0	8.0
57.0	10.0
58.0	7.0
59.0	2.0
60.0	5.0
61.0	7.0
62.0	7.0
63.0	10.0
64.0	13.0
65.0	11.0
66.0	7.0
67.0	7.0
68.0	8.0
69.0	9.0
70.0	10.0
71.0	34.0
72.0	7.0
73.0	18.0
74.0	14.0
75.0	8.0
76.0	17.0
77.0	15.0
78.0	14.0
79.0	25.0
80.0	33.0
81.0	32.0
82.0	35.0
83.0	35.0
84.0	27.0
85.0	21.0
86.0	30.0
87.0	36.0
88.0	45.0
89.0	42.0
90.0	53.0
91.0	57.0
92.0	69.0
93.0	48.0
94.0	82.0
95.0	52.0
96.0	66.0
97.0	89.0
98.0	94.0
99.0	115.0
100.0	98.0
101.0	115.0
102.0	124.0
103.0	151.0
104.0	143.0
105.0	191.0
106.0	187.0
107.0	204.0
108.0	194.0
109.0	230.0
110.0	279.0
111.0	234.0
112.0	269.0
113.0	295.0
114.0	347.0
115.0	385.0
116.0	361.0
117.0	379.0
118.0	398.0
119.0	415.0
120.0	466.0
121.0	571.0
122.0	553.0
123.0	522.0
124.0	592.0
125.0	655.0
126.0	677.0
127.0	630.0
128.0	731.0
129.0	808.0
130.0	782.0
131.0	909.0
132.0	808.0
133.0	870.0
134.0	960.0
135.0	1122.0
136.0	1090.0
137.0	1179.0
138.0	1337.0
139.0	1318.0
140.0	1804.0
141.0	2263.0
142.0	27645.0
143.0	29307.0
144.0	30040.0
145.0	30658.0
146.0	31916.0
147.0	34266.0
148.0	34776.0
149.0	36124.0
150.0	36733.0
151.0	38917.0
152.0	40073.0
153.0	40871.0
154.0	42101.0
155.0	44128.0
156.0	45494.0
157.0	45783.0
158.0	49044.0
159.0	50085.0
160.0	52011.0
161.0	52435.0
162.0	54522.0
163.0	55522.0
164.0	55817.0
165.0	58433.0
166.0	58680.0
167.0	61719.0
168.0	64618.0
169.0	65061.0
170.0	66124.0
171.0	68908.0
172.0	73628.0
173.0	74041.0
174.0	76092.0
175.0	78176.0
176.0	82765.0
177.0	81942.0
178.0	83425.0
179.0	87584.0
180.0	87793.0
181.0	90629.0
182.0	91458.0
183.0	94330.0
184.0	95826.0
185.0	99404.0
186.0	101263.0
187.0	102523.0
188.0	106219.0
189.0	109545.0
190.0	112701.0
191.0	115555.0
192.0	118071.0
193.0	121735.0
194.0	125236.0
195.0	128012.0
196.0	132207.0
197.0	133517.0
198.0	139658.0
199.0	142745.0
200.0	148331.0
201.0	152154.0
202.0	153677.0
203.0	159722.0
204.0	162603.0
205.0	175114.0
206.0	172113.0
207.0	173860.0
208.0	175769.0
209.0	183002.0
210.0	181720.0
211.0	185657.0
212.0	186182.0
213.0	194982.0
214.0	200685.0
215.0	200537.0
216.0	206054.0
217.0	208875.0
218.0	213778.0
219.0	215129.0
220.0	216767.0
221.0	221293.0
222.0	228216.0
223.0	230957.0
224.0	243382.0
225.0	235935.0
226.0	243986.0
227.0	241839.0
228.0	246681.0
229.0	252855.0
230.0	251441.0
231.0	261533.0
232.0	259849.0
233.0	257173.0
234.0	257600.0
235.0	264638.0
236.0	267335.0
237.0	281547.0
238.0	275464.0
239.0	272770.0
240.0	278063.0
241.0	275384.0
242.0	280247.0
243.0	281147.0
244.0	280975.0
245.0	288630.0
246.0	289094.0
247.0	290887.0
248.0	287010.0
249.0	288827.0
250.0	293815.0
251.0	297170.0
252.0	293274.0
253.0	298297.0
254.0	294996.0
255.0	296133.0
256.0	295551.0
257.0	297357.0
258.0	305050.0
259.0	298635.0
260.0	294025.0
261.0	295863.0
262.0	296025.0
263.0	300205.0
264.0	300280.0
265.0	297841.0
266.0	297051.0
267.0	297043.0
268.0	299079.0
269.0	298674.0
270.0	301165.0
271.0	301813.0
272.0	297069.0
273.0	295519.0
274.0	292459.0
275.0	292433.0
276.0	290478.0
277.0	295159.0
278.0	287749.0
279.0	284095.0
280.0	281773.0
281.0	284564.0
282.0	282364.0
283.0	284034.0
284.0	281822.0
285.0	276601.0
286.0	271373.0
287.0	272111.0
288.0	276613.0
289.0	271303.0
290.0	272932.0
291.0	265798.0
292.0	264447.0
293.0	260869.0
294.0	264102.0
295.0	262766.0
296.0	257768.0
297.0	252835.0
298.0	253422.0
299.0	248348.0
300.0	250611.0
301.0	247890.0
302.0	244397.0
303.0	247533.0
304.0	242756.0
305.0	240703.0
306.0	238257.0
307.0	233460.0
308.0	231398.0
309.0	236596.0
310.0	230678.0
311.0	226539.0
312.0	222863.0
313.0	222355.0
314.0	222699.0
315.0	214764.0
316.0	218115.0
317.0	210240.0
318.0	213229.0
319.0	212495.0
320.0	208712.0
321.0	201478.0
322.0	203632.0
323.0	198280.0
324.0	195808.0
325.0	192044.0
326.0	196023.0
327.0	190687.0
328.0	183880.0
329.0	181922.0
330.0	181278.0
331.0	179778.0
332.0	180328.0
333.0	174875.0
334.0	173417.0
335.0	170125.0
336.0	167662.0
337.0	169076.0
338.0	165310.0
339.0	166780.0
340.0	160434.0
341.0	158873.0
342.0	157474.0
343.0	157327.0
344.0	151291.0
345.0	146664.0
346.0	144803.0
347.0	145501.0
348.0	144040.0
349.0	140490.0
350.0	140349.0
351.0	138732.0
352.0	137036.0
353.0	134913.0
