#Insert size (bp)	insert size
26.0	1.0
27.0	1.0
28.0	2.0
29.0	15.0
30.0	9.0
31.0	58.0
32.0	86.0
33.0	56.0
34.0	73.0
35.0	86.0
36.0	80.0
37.0	87.0
38.0	104.0
39.0	110.0
40.0	102.0
41.0	134.0
42.0	109.0
43.0	149.0
44.0	210.0
45.0	192.0
46.0	173.0
47.0	208.0
48.0	221.0
49.0	238.0
50.0	253.0
51.0	256.0
52.0	259.0
53.0	266.0
54.0	257.0
55.0	262.0
56.0	281.0
57.0	310.0
58.0	295.0
59.0	293.0
60.0	352.0
61.0	339.0
62.0	388.0
63.0	357.0
64.0	362.0
65.0	402.0
66.0	365.0
67.0	389.0
68.0	460.0
69.0	462.0
70.0	474.0
71.0	598.0
72.0	529.0
73.0	631.0
74.0	607.0
75.0	624.0
76.0	688.0
77.0	737.0
78.0	790.0
79.0	866.0
80.0	899.0
81.0	855.0
82.0	975.0
83.0	970.0
84.0	1096.0
85.0	1230.0
86.0	1286.0
87.0	1270.0
88.0	1371.0
89.0	1517.0
90.0	1575.0
91.0	1761.0
92.0	1792.0
93.0	1889.0
94.0	2048.0
95.0	2138.0
96.0	2236.0
97.0	2439.0
98.0	2544.0
99.0	2657.0
100.0	2788.0
101.0	3023.0
102.0	3093.0
103.0	3296.0
104.0	3450.0
105.0	3711.0
106.0	3964.0
107.0	3991.0
108.0	4165.0
109.0	4394.0
110.0	4635.0
111.0	4818.0
112.0	5239.0
113.0	5233.0
114.0	5767.0
115.0	6024.0
116.0	6145.0
117.0	6308.0
118.0	6706.0
119.0	6949.0
120.0	7232.0
121.0	7463.0
122.0	8008.0
123.0	8154.0
124.0	8525.0
125.0	8919.0
126.0	9328.0
127.0	9684.0
128.0	10212.0
129.0	10394.0
130.0	10820.0
131.0	11248.0
132.0	11536.0
133.0	12593.0
134.0	12757.0
135.0	13484.0
136.0	13670.0
137.0	14399.0
138.0	14840.0
139.0	15642.0
140.0	15596.0
141.0	16649.0
142.0	17533.0
143.0	17836.0
144.0	18405.0
145.0	18840.0
