#Insert size (bp)	insert size
32.0	1.0
33.0	1.0
35.0	2.0
36.0	2.0
39.0	1.0
40.0	3.0
41.0	1.0
42.0	4.0
43.0	3.0
44.0	11.0
45.0	2.0
46.0	5.0
47.0	3.0
48.0	5.0
49.0	6.0
50.0	2.0
51.0	3.0
52.0	5.0
53.0	7.0
54.0	7.0
55.0	5.0
56.0	7.0
57.0	6.0
58.0	13.0
59.0	11.0
60.0	15.0
61.0	18.0
62.0	9.0
63.0	15.0
64.0	16.0
65.0	27.0
66.0	16.0
67.0	20.0
68.0	18.0
69.0	31.0
70.0	20.0
71.0	95.0
72.0	25.0
73.0	25.0
74.0	34.0
75.0	32.0
76.0	32.0
77.0	38.0
78.0	32.0
79.0	52.0
80.0	65.0
81.0	67.0
82.0	43.0
83.0	54.0
84.0	63.0
85.0	67.0
86.0	87.0
87.0	78.0
88.0	113.0
89.0	94.0
90.0	116.0
91.0	119.0
92.0	117.0
93.0	144.0
94.0	141.0
95.0	145.0
96.0	155.0
97.0	171.0
98.0	180.0
99.0	217.0
100.0	290.0
101.0	263.0
102.0	316.0
103.0	330.0
104.0	306.0
105.0	348.0
106.0	372.0
107.0	387.0
108.0	430.0
109.0	454.0
110.0	536.0
111.0	524.0
112.0	499.0
113.0	580.0
114.0	606.0
115.0	723.0
116.0	658.0
117.0	685.0
118.0	816.0
119.0	787.0
120.0	821.0
121.0	914.0
122.0	1026.0
123.0	966.0
124.0	1156.0
125.0	1150.0
126.0	1205.0
127.0	1116.0
128.0	1268.0
129.0	1360.0
130.0	1413.0
131.0	1480.0
132.0	1511.0
133.0	1454.0
134.0	1603.0
135.0	1937.0
136.0	1962.0
137.0	1965.0
138.0	2337.0
139.0	2408.0
140.0	3206.0
141.0	4311.0
142.0	59077.0
143.0	62248.0
144.0	62942.0
145.0	64040.0
146.0	66602.0
147.0	69364.0
148.0	70830.0
149.0	71904.0
150.0	74665.0
151.0	77592.0
152.0	77835.0
153.0	79984.0
154.0	82190.0
155.0	84859.0
156.0	85388.0
157.0	86143.0
158.0	91958.0
159.0	92893.0
160.0	95415.0
161.0	95412.0
162.0	99339.0
163.0	100259.0
164.0	100899.0
165.0	103263.0
166.0	103895.0
167.0	109505.0
168.0	113135.0
169.0	112796.0
170.0	114366.0
171.0	117713.0
172.0	124779.0
173.0	125227.0
174.0	126257.0
175.0	128522.0
176.0	135521.0
177.0	134129.0
178.0	134233.0
179.0	140927.0
180.0	140949.0
181.0	143893.0
182.0	146228.0
183.0	148388.0
184.0	149461.0
185.0	154440.0
186.0	157025.0
187.0	158889.0
188.0	162664.0
189.0	166483.0
190.0	168474.0
191.0	172965.0
192.0	176724.0
193.0	179525.0
194.0	184205.0
195.0	187031.0
196.0	190801.0
197.0	191882.0
198.0	198960.0
199.0	203404.0
200.0	209179.0
201.0	216229.0
202.0	218927.0
203.0	227609.0
204.0	228494.0
205.0	243814.0
206.0	237873.0
207.0	239785.0
208.0	243773.0
209.0	253065.0
210.0	247670.0
211.0	254607.0
212.0	253620.0
213.0	266024.0
214.0	270978.0
215.0	270253.0
216.0	278233.0
217.0	279090.0
218.0	286493.0
219.0	289293.0
220.0	287722.0
221.0	293900.0
222.0	302220.0
223.0	304448.0
224.0	319383.0
225.0	309623.0
226.0	319345.0
227.0	316650.0
228.0	320299.0
229.0	325016.0
230.0	323582.0
231.0	334454.0
232.0	331708.0
233.0	328194.0
234.0	328207.0
235.0	335831.0
236.0	338567.0
237.0	351471.0
238.0	342564.0
239.0	338225.0
240.0	347387.0
241.0	342474.0
242.0	348961.0
243.0	347461.0
244.0	349758.0
245.0	357193.0
246.0	358366.0
247.0	356702.0
248.0	356430.0
249.0	354889.0
250.0	360332.0
251.0	359634.0
252.0	357516.0
253.0	364298.0
254.0	358409.0
255.0	357568.0
256.0	357102.0
257.0	359773.0
258.0	367090.0
259.0	362826.0
260.0	356295.0
261.0	357779.0
262.0	356226.0
263.0	359881.0
264.0	361328.0
265.0	357965.0
266.0	359248.0
267.0	356515.0
268.0	355795.0
269.0	355444.0
270.0	357246.0
271.0	356387.0
272.0	352678.0
273.0	351798.0
274.0	346961.0
275.0	347545.0
276.0	343443.0
277.0	347116.0
278.0	339326.0
279.0	336080.0
280.0	333025.0
281.0	335117.0
282.0	336701.0
283.0	336610.0
284.0	332339.0
285.0	325884.0
286.0	321402.0
287.0	320327.0
288.0	323564.0
289.0	319382.0
290.0	322464.0
291.0	312589.0
292.0	310623.0
293.0	308658.0
294.0	308357.0
295.0	306272.0
296.0	302638.0
297.0	298021.0
298.0	296177.0
299.0	289787.0
300.0	292887.0
301.0	289619.0
302.0	286438.0
303.0	288759.0
304.0	283175.0
305.0	282993.0
306.0	280929.0
307.0	272808.0
308.0	270684.0
309.0	275592.0
310.0	268844.0
311.0	264438.0
312.0	259329.0
313.0	259475.0
314.0	259219.0
315.0	250504.0
316.0	251654.0
317.0	246482.0
318.0	247314.0
319.0	245678.0
320.0	241607.0
321.0	235939.0
322.0	234978.0
323.0	230910.0
324.0	227999.0
325.0	224747.0
326.0	226723.0
327.0	221556.0
328.0	214708.0
329.0	211028.0
330.0	212677.0
331.0	210338.0
332.0	209659.0
333.0	205389.0
334.0	201230.0
335.0	198241.0
336.0	195762.0
337.0	197164.0
338.0	192812.0
339.0	194198.0
340.0	187785.0
341.0	186310.0
342.0	184065.0
343.0	181312.0
344.0	176895.0
345.0	174071.0
346.0	170211.0
347.0	171165.0
348.0	170097.0
349.0	165523.0
350.0	164222.0
351.0	161372.0
352.0	160728.0
353.0	158417.0
354.0	155359.0
355.0	155743.0
356.0	152915.0
357.0	150854.0
358.0	147136.0
359.0	145481.0
360.0	145679.0
361.0	141317.0
362.0	138935.0
363.0	138894.0
364.0	137150.0
365.0	134024.0
366.0	132534.0
367.0	129043.0
368.0	129312.0
369.0	126977.0
370.0	125517.0
371.0	122095.0
372.0	121236.0
373.0	118260.0
374.0	117751.0
375.0	117370.0
376.0	114934.0
377.0	115027.0
378.0	111734.0
379.0	110096.0
380.0	108710.0
381.0	106607.0
382.0	105317.0
383.0	104357.0
384.0	103814.0
385.0	103210.0
386.0	101995.0
387.0	99677.0
388.0	97479.0
389.0	96743.0
390.0	95923.0
391.0	95757.0
392.0	93096.0
393.0	91057.0
394.0	88710.0
395.0	89569.0
396.0	88499.0
397.0	87949.0
398.0	86076.0
399.0	85947.0
400.0	83320.0
401.0	82956.0
402.0	82533.0
403.0	81344.0
404.0	80275.0
405.0	78902.0
406.0	76886.0
407.0	75906.0
408.0	76149.0
409.0	75623.0
410.0	74991.0
411.0	73181.0
412.0	72472.0
413.0	70900.0
414.0	71977.0
415.0	72171.0
416.0	68615.0
417.0	67218.0
418.0	66198.0
419.0	65775.0
420.0	65477.0
421.0	64585.0
422.0	63618.0
423.0	62122.0
424.0	62673.0
425.0	61773.0
426.0	60402.0
427.0	60223.0
428.0	59836.0
429.0	58950.0
430.0	57656.0
431.0	57729.0
432.0	56481.0
433.0	57177.0
434.0	55129.0
435.0	54118.0
436.0	55140.0
437.0	53978.0
438.0	52712.0
439.0	52732.0
440.0	52516.0
441.0	51217.0
442.0	50860.0
443.0	51065.0
444.0	51386.0
445.0	48967.0
446.0	49204.0
447.0	48786.0
448.0	49246.0
449.0	49602.0
450.0	50580.0
451.0	47660.0
452.0	46960.0
453.0	46781.0
454.0	46529.0
455.0	47517.0
456.0	45166.0
457.0	45572.0
458.0	44365.0
459.0	45638.0
460.0	46936.0
461.0	45289.0
462.0	45228.0
463.0	43347.0
464.0	43227.0
465.0	42973.0
466.0	43741.0
467.0	42444.0
468.0	43506.0
469.0	41589.0
470.0	41957.0
471.0	40349.0
472.0	40445.0
473.0	41145.0
474.0	38781.0
475.0	41022.0
476.0	40506.0
477.0	40400.0
478.0	38755.0
479.0	38135.0
480.0	38725.0
481.0	36433.0
482.0	36966.0
483.0	38044.0
484.0	38289.0
485.0	36572.0
486.0	38048.0
487.0	36775.0
488.0	35955.0
489.0	34893.0
490.0	34656.0
491.0	35409.0
492.0	35326.0
493.0	35215.0
494.0	34323.0
495.0	33826.0
496.0	33168.0
497.0	33137.0
498.0	33342.0
499.0	32639.0
500.0	32769.0
501.0	33147.0
502.0	32423.0
503.0	31514.0
504.0	32452.0
505.0	31277.0
506.0	32314.0
507.0	31121.0
508.0	30702.0
509.0	30043.0
510.0	29942.0
511.0	30034.0
512.0	29906.0
513.0	31111.0
514.0	29478.0
515.0	30282.0
516.0	29788.0
517.0	29207.0
518.0	29801.0
519.0	29246.0
520.0	28846.0
521.0	29660.0
522.0	28250.0
523.0	29561.0
524.0	27438.0
525.0	26522.0
526.0	26626.0
527.0	26717.0
528.0	25781.0
529.0	26665.0
530.0	26743.0
531.0	33945.0
532.0	26039.0
533.0	25231.0
534.0	25236.0
535.0	24591.0
536.0	25308.0
537.0	24023.0
538.0	24531.0
539.0	23641.0
540.0	23450.0
541.0	23152.0
542.0	22499.0
543.0	22871.0
544.0	22624.0
545.0	22681.0
546.0	22096.0
547.0	22012.0
548.0	21903.0
549.0	21321.0
550.0	21424.0
551.0	21112.0
552.0	21458.0
553.0	21069.0
554.0	20783.0
555.0	19953.0
556.0	20652.0
557.0	20634.0
558.0	20238.0
559.0	19845.0
560.0	20209.0
561.0	20656.0
562.0	19442.0
563.0	19215.0
564.0	19712.0
565.0	20173.0
566.0	18979.0
567.0	18941.0
568.0	19405.0
569.0	18422.0
570.0	18275.0
571.0	19231.0
572.0	18652.0
573.0	18462.0
574.0	18798.0
575.0	18439.0
576.0	18555.0
577.0	18368.0
578.0	17929.0
579.0	18008.0
580.0	17187.0
581.0	18021.0
582.0	17700.0
583.0	17277.0
584.0	17409.0
585.0	17416.0
586.0	17434.0
587.0	17416.0
588.0	17364.0
589.0	17087.0
590.0	16661.0
591.0	16872.0
592.0	17048.0
593.0	17108.0
594.0	16800.0
595.0	16958.0
596.0	16420.0
597.0	16593.0
598.0	16846.0
599.0	16410.0
600.0	16206.0
601.0	16406.0
602.0	16398.0
603.0	16503.0
604.0	16375.0
605.0	15742.0
606.0	16008.0
607.0	16113.0
608.0	16460.0
609.0	15188.0
610.0	15697.0
611.0	15762.0
612.0	15674.0
613.0	15353.0
614.0	15419.0
615.0	16072.0
616.0	15254.0
617.0	15910.0
618.0	15449.0
619.0	15972.0
620.0	15704.0
621.0	16587.0
622.0	15754.0
623.0	15008.0
624.0	15152.0
625.0	15423.0
626.0	15132.0
627.0	14696.0
628.0	15502.0
629.0	15549.0
630.0	15358.0
631.0	14971.0
632.0	14442.0
633.0	14467.0
634.0	14369.0
635.0	15145.0
636.0	14839.0
637.0	14343.0
638.0	14118.0
639.0	13917.0
640.0	14065.0
641.0	14363.0
642.0	13841.0
643.0	14754.0
644.0	14419.0
645.0	14628.0
646.0	14241.0
647.0	14586.0
648.0	14703.0
649.0	14316.0
650.0	14976.0
651.0	14476.0
652.0	13612.0
653.0	14249.0
654.0	14551.0
655.0	14353.0
656.0	14479.0
657.0	13880.0
658.0	14386.0
659.0	14520.0
660.0	14967.0
661.0	13947.0
662.0	13620.0
663.0	13954.0
664.0	14466.0
665.0	13999.0
666.0	14352.0
667.0	13468.0
668.0	13173.0
669.0	13656.0
670.0	13729.0
671.0	13490.0
672.0	13710.0
673.0	13708.0
674.0	13225.0
675.0	13227.0
676.0	14003.0
677.0	12904.0
678.0	13457.0
679.0	12662.0
680.0	13144.0
681.0	12580.0
682.0	13099.0
683.0	13499.0
684.0	13720.0
685.0	13982.0
686.0	13382.0
687.0	12798.0
688.0	13148.0
689.0	13247.0
690.0	13027.0
691.0	12514.0
692.0	12734.0
693.0	12659.0
694.0	12384.0
695.0	12443.0
696.0	12406.0
697.0	12548.0
698.0	12356.0
699.0	12738.0
700.0	12507.0
701.0	12904.0
702.0	12489.0
703.0	12381.0
704.0	12700.0
705.0	12182.0
706.0	12386.0
707.0	12516.0
708.0	12256.0
709.0	11900.0
710.0	12159.0
711.0	12224.0
712.0	11418.0
713.0	11515.0
714.0	11437.0
715.0	11702.0
716.0	11336.0
717.0	11987.0
718.0	11798.0
719.0	11198.0
720.0	12440.0
721.0	10997.0
722.0	11287.0
723.0	11064.0
724.0	11228.0
725.0	11555.0
726.0	10971.0
727.0	11297.0
728.0	11214.0
729.0	11247.0
730.0	11345.0
731.0	11042.0
732.0	11465.0
733.0	11566.0
734.0	11502.0
735.0	11576.0
736.0	11444.0
737.0	10990.0
738.0	11438.0
739.0	11643.0
740.0	11544.0
741.0	11157.0
742.0	10928.0
743.0	11341.0
744.0	11545.0
745.0	11327.0
746.0	11222.0
747.0	10514.0
748.0	10883.0
749.0	11219.0
750.0	10926.0
751.0	10907.0
752.0	10360.0
753.0	10796.0
754.0	10219.0
