#Read position (bp)	Clipping profile
0.0	5.3158861554123105
1.0	3.739475859160802
2.0	2.3134459405853893
3.0	2.1065810499666995
4.0	1.9289098193661167
5.0	1.8070399849434753
6.0	1.6846223044026472
7.0	1.570733438121491
8.0	1.4006103095937033
9.0	1.329708200248623
10.0	1.2635428180406223
11.0	1.1982589495454241
12.0	1.143970330097126
13.0	1.0924908310737687
14.0	1.0437685987275407
15.0	0.9983988239028914
16.0	0.9517642685337865
17.0	0.9119045180418464
18.0	0.8717313905522608
19.0	0.8353931858899819
20.0	0.8004865955694669
21.0	0.7700371730500021
22.0	0.7418016801110283
23.0	0.7148647853781269
24.0	0.6880067985223305
25.0	0.662639043288433
26.0	0.6361575597319666
27.0	0.6112722698037973
28.0	0.5872730026099795
29.0	0.5665089583774702
30.0	0.5412967643870084
31.0	0.5214345244642713
32.0	0.5035134183183193
33.0	0.4845755278130991
34.0	0.4659532688162991
35.0	0.44788111044846035
36.0	0.4317230317281134
37.0	0.4151140508528803
38.0	0.39639033887123093
39.0	0.37951532572461494
40.0	0.36291761740325407
41.0	0.3494063343320891
42.0	0.337552116680131
43.0	0.32603382113356305
44.0	0.31081361889537945
45.0	0.2975458229878531
46.0	0.2837189084082678
47.0	0.27172491108829494
48.0	0.25975345887606643
49.0	0.2503386218820426
50.0	0.2421705293462791
51.0	0.23385589361017764
52.0	0.22720734133638065
53.0	0.21901219467132402
54.0	0.21269280097059393
55.0	0.207692296072906
56.0	0.20164569817588207
57.0	0.19592149531960182
58.0	0.18951417569866894
59.0	0.18512915224240067
60.0	0.18006552104302867
61.0	0.1759059486642035
62.0	0.16439441664995888
63.0	0.16090894299268854
64.0	0.15913464301321137
65.0	0.1564585387239618
66.0	0.15510808677007762
67.0	0.15277466811854157
68.0	0.15156625034344653
69.0	0.15120552861953757
70.0	0.15182777359328054
71.0	0.15387261486568943
72.0	0.1557100411468507
73.0	0.15780222714552264
74.0	0.160926979078884
75.0	0.1650955695008069
76.0	0.17012087401701356
77.0	0.17572107878070015
78.0	0.18139568239994294
79.0	0.18637364218988658
80.0	0.19171683272528803
81.0	0.19849389211322757
82.0	0.20473437793685256
83.0	0.21170983427294204
84.0	0.21876870750768546
85.0	0.22676094820304332
86.0	0.23411967137078604
87.0	0.24267553975975165
88.0	0.2514252960753183
89.0	0.260583118841057
90.0	0.2700813727337348
91.0	0.27902727148667694
92.0	0.29002702955512577
93.0	0.30188575622863273
94.0	0.31389328061325217
95.0	0.3252221972547679
96.0	0.33741459152289066
97.0	0.3501322868014559
98.0	0.3627891102891115
99.0	0.37652809894849393
100.0	0.38969444187117086
101.0	0.4036431000325754
102.0	0.41749706874145387
103.0	0.43188535650387244
104.0	0.4469297069016504
105.0	0.46194023963781194
106.0	0.4787092907780296
107.0	0.494576537608475
108.0	0.5102837141739356
109.0	0.5264688470235758
110.0	0.5448183102166695
111.0	0.5628138152181777
112.0	0.5803922357264162
113.0	0.5998283731127856
114.0	0.6185317944974652
115.0	0.6392236943851928
116.0	0.6605851839729264
117.0	0.6810087970784967
118.0	0.702070436733231
119.0	0.7243450031846091
120.0	0.7493385096299512
121.0	0.7751909846803513
122.0	0.8005068861664368
123.0	0.8265261950141449
124.0	0.8565021702709794
125.0	0.885648485562823
126.0	0.9165826278987907
127.0	0.9480240351590054
128.0	0.9824008154475291
129.0	1.0209010959424871
130.0	1.0566734184003836
131.0	1.0948761034731167
132.0	1.1389337530270471
133.0	1.1808112906621027
134.0	1.2591983757782939
135.0	1.3595939950744802
136.0	1.4634525429201926
137.0	1.5569155415850036
138.0	1.6724524552422686
139.0	1.8282819854601642
140.0	3.199806851552933
141.0	4.798448878551105
