#Position (bp)	mapping quality
179658.5	153.1334713352815
538974.5	142.4291669505325
898290.5	87.07454091884344
1257606.5	116.68965717581302
1616922.5	124.37550629407028
1976238.5	139.67257226580588
2335554.5	114.39990256708344
2694870.5	146.6090028906961
3054186.5	120.29725966456027
3413502.5	157.9382841955071
3772818.5	88.69119329107558
4132134.5	148.4130920290767
4491450.5	173.96492977643635
4850766.5	140.93267650176534
5210082.5	122.3757498998278
5569398.5	114.0907990777861
5928714.5	79.23955373705293
6288030.5	53.139862717943636
6647346.5	125.42670921584774
7006662.5	152.7887858249416
7365978.5	68.5169985841306
7725294.5	147.76994021295386
8084610.5	114.00796428479732
8443926.5	87.62896306918603
8803242.5	81.07328692669118
9162558.5	147.4395408321561
9521874.5	106.62299830938521
9881190.5	183.82887582855025
1.02405065E7	161.12183050034798
1.05998225E7	136.9782115155111
1.09591385E7	145.3754195961339
1.13184545E7	161.49066015157263
1.16777705E7	139.8110648854179
1.20370865E7	116.65342083102936
1.23964025E7	26.615301676957742
1.27557185E7	110.76447425970514
1.31150345E7	148.49610747622637
1.34743505E7	138.04573144761255
1.38336665E7	175.76885447427378
1.41929825E7	93.31416461190136
1.45522985E7	76.94507315650124
1.49116145E7	73.87860426605573
1.52709305E7	163.10689543776948
1.56302465E7	102.70073477286577
1.59895625E7	39.21658787309255
1.63488785E7	81.58239369969611
1.67081945E7	94.08438384123596
1.70675105E7	125.25971877764292
1.74268265E7	128.9307350828449
1.77861425E7	10.448212787154619
1.81454585E7	105.675230903708
1.85047745E7	123.28490551112083
1.88640905E7	126.07843407105808
1.92234065E7	119.12646875131833
1.95827225E7	112.12766852250365
1.99420385E7	140.39885701856997
2.03013545E7	66.651505463123
2.06606705E7	89.27613720273403
2.10199865E7	64.22259148231029
2.13793025E7	56.8706380638046
2.17386185E7	149.94454650696343
2.20979345E7	168.09908372445483
2.24572505E7	128.04349097114394
2.28165665E7	42.51338095332837
2.31758825E7	71.99109392352216
2.34346265E7	43.04075048920825
2.36142845E7	88.89980805435802
2.38945145E7	21.338016700849483
2.42538305E7	22.736772751066603
2.46131465E7	14.358552120861296
2.49724625E7	50.32911118195086
2.53317785E7	3.1293159443536105
2.56910945E7	6.0715893469933695
2.60504105E7	5.160727884201479
2.64097265E7	7.309395864188114
2.67690425E7	13.340163257088104
2.71283585E7	64.2457338154199
2.74876745E7	20.112986354413174
2.78469905E7	10.978129869192289
2.82063065E7	84.70791563644154
2.85656225E7	77.7827365803157
2.89249385E7	77.75544255798134
2.92842545E7	124.46664033346495
2.96435705E7	108.68956655572725
3.00028865E7	93.50920983202067
3.03622025E7	74.70183927858777
3.07215185E7	123.63389979317705
3.10808345E7	135.94206397218676
3.14401505E7	149.2763138773065
3.17994665E7	137.96244638606285
3.21587825E7	124.9465849672991
3.25180985E7	175.75287454305968
3.28774145E7	135.07561026351806
3.32367305E7	175.60158500411146
3.35960465E7	97.95622241215005
3.39553625E7	47.655285210182704
3.43146785E7	143.5286494416727
3.46739945E7	102.75735511337322
3.50333105E7	78.10659217726771
3.53926265E7	166.37093801129106
3.57519425E7	66.61168671486301
3.61112585E7	137.02964992141438
3.64705745E7	150.65646009808918
3.68298905E7	134.77892728749725
3.71892065E7	130.54871475214028
3.75485225E7	75.52544173583183
3.79078385E7	121.86943935535874
3.82671545E7	168.5670585153077
3.86264705E7	108.93386452113815
3.89857865E7	167.06375310194716
3.93451025E7	107.10888107863086
3.97044185E7	108.42671487395057
4.00637345E7	143.25937079449017
4.04230505E7	165.76226044231709
4.07823665E7	82.54301314406355
4.11416825E7	169.25078209771323
4.15009985E7	154.88329851978187
4.18603145E7	122.88627463316014
4.22196305E7	100.49713842489156
4.25789465E7	95.5814048179704
4.29382625E7	94.7652710376148
4.32975785E7	71.39128717381676
4.36568945E7	186.22468995380123
4.40162105E7	84.28867511849275
4.43755265E7	144.61977692500963
4.47348425E7	142.53619905747445
4.50941585E7	51.36112468565426
4.54534745E7	86.95580625527704
4.58127905E7	122.46740624813117
4.61721065E7	105.97354746640086
4.65314225E7	128.93331174412393
4.68907385E7	125.4772221723367
4.72500545E7	147.6803568141183
4.76093705E7	114.83407753947745
4.79686865E7	119.80756638333943
4.83280025E7	155.563467326049
4.86541545E7	46.703042795207686
4.88338125E7	99.66514541431127
4.90466345E7	157.8216872947794
4.94059505E7	98.983494354882
4.97652665E7	117.59590535498229
5.01245825E7	135.2456410227905
5.04838985E7	154.48286722757825
5.08432145E7	109.32837950581995
5.12025305E7	92.92397519473438
5.15618465E7	151.6206229551527
5.19211625E7	150.8660178926632
5.22804785E7	61.097193716199065
5.26397945E7	105.19397803314766
5.29991105E7	102.50262113996519
5.33584265E7	95.8439747698417
5.37177425E7	188.14267897928775
5.40770585E7	62.65345219379571
5.44363745E7	121.72600600699545
5.47956905E7	150.4014667722675
5.51550065E7	151.63072057502453
5.55143225E7	127.75084363626115
5.58736385E7	131.44314041263453
5.62329545E7	149.5064206546376
5.65922705E7	89.48368185802865
5.69515865E7	140.11964125999035
5.73109025E7	128.73953789901682
5.76702185E7	173.5804697767183
5.80295345E7	94.81049681605546
5.83888505E7	113.37774204650853
5.87481665E7	130.51726086554964
5.91074825E7	46.74783649528718
5.94667985E7	169.81666091194708
5.98261145E7	142.15415411612537
6.01854305E7	83.12533811294036
6.05447465E7	132.48229462233118
6.09040625E7	125.42153534288627
6.12633785E7	119.83743376047539
6.16226945E7	105.60058653469535
6.19820105E7	102.36870311675429
6.23413265E7	135.78515400462126
6.27006425E7	154.10486764425283
6.30599585E7	71.40074666448014
6.34192745E7	113.58764170219497
6.37785905E7	115.81317585468561
6.41379065E7	117.47173221275257
6.44972225E7	146.5037808664422
6.48565385E7	132.9061248585899
6.52158545E7	132.624445241917
6.55751705E7	104.90153621789355
6.59344865E7	92.12447813708995
6.62938025E7	130.9938566505279
6.66531185E7	138.31399781124642
6.70124345E7	112.01952594164484
6.73717505E7	159.0580807581883
6.77310665E7	138.29889922682455
6.80903825E7	134.50635119800316
6.84496985E7	153.261490316714
6.88090145E7	127.1162777565234
6.91683305E7	129.44643717301219
6.95276465E7	130.5471794574795
6.98869625E7	132.12426704254426
7.02462785E7	152.98626506099552
7.06055945E7	118.2652636448443
7.09649105E7	170.95847373780992
7.13242265E7	70.56497343794838
7.16835425E7	116.45649465145769
7.20428585E7	95.75377464420288
7.24021745E7	6.145788486226171
7.27614905E7	20.345255990061183
7.31208065E7	21.407399591888435
