#GC Content (%)	Sample
1.0	0.0
2.0	1.9486094211660585E-7
3.0	6.820132974081206E-7
4.0	4.384371197623632E-7
5.0	2.689081001209161E-5
6.0	3.340890852589207E-4
7.0	6.009024302520833E-4
8.0	2.481066945499684E-4
9.0	2.659364707536378E-4
10.0	0.0013464403947902174
11.0	8.94752730963925E-4
12.0	0.0020804328485079424
13.0	0.003448161801224399
14.0	0.0011355034249489913
15.0	0.0010511286370125013
16.0	6.40410486266225E-4
17.0	9.347479393333583E-4
18.0	5.410314057867562E-4
19.0	5.23299060054145E-4
20.0	8.504705818679265E-4
21.0	0.0013280747509957272
22.0	0.0013384998113989655
23.0	0.001979397450020482
24.0	0.004832356503549709
25.0	0.005792679941535871
26.0	0.0068365012932189995
27.0	0.007041641150032258
28.0	0.008437235217471388
29.0	0.011011202117125165
30.0	0.009946092207515796
31.0	0.01334919241587573
32.0	0.013446233165049799
33.0	0.014294365415612326
34.0	0.01379761615892157
35.0	0.01099707469882171
36.0	0.012374790274821641
37.0	0.010850344409407905
38.0	0.012762660980104746
39.0	0.01264189591122798
40.0	0.01281814763337245
41.0	0.015004925841040528
42.0	0.013688006878980979
43.0	0.017857202881272346
44.0	0.01704356101746446
45.0	0.019709599712268332
46.0	0.022227495375828053
47.0	0.021565309179280304
48.0	0.02817786653477179
49.0	0.02582185159887544
50.0	0.03395982912449125
51.0	0.03708793182828912
52.0	0.035236265725826076
53.0	0.04377721567973904
54.0	0.0399048903227623
55.0	0.0505864364410617
56.0	0.0439934138950174
57.0	0.05158962928631352
58.0	0.04684875999508755
59.0	0.043016186270302625
60.0	0.04755133112188898
61.0	0.032057645322784475
62.0	0.03324415359933248
63.0	0.021647004629262685
64.0	0.017584689853722274
65.0	0.01350547089145325
66.0	0.008288848610049594
67.0	0.007177800233336235
68.0	0.00408827999607745
69.0	0.003171654124360935
70.0	0.0013993451405748757
71.0	8.796510079498881E-4
72.0	7.235186780789576E-4
73.0	3.9663944767835127E-4
74.0	2.2813344798301632E-4
75.0	7.960069485463349E-5
76.0	3.439295628358094E-5
77.0	2.2944875934230337E-5
78.0	1.2763391708637687E-5
79.0	7.599576742547629E-6
80.0	9.255894750538777E-7
81.0	2.9229141317490883E-7
82.0	1.461457065874544E-7
83.0	0.0
84.0	4.871523552915146E-8
85.0	0.0
86.0	9.743047105830293E-8
87.0	0.0
88.0	4.871523552915146E-8
89.0	9.743047105830293E-8
90.0	4.871523552915146E-8
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	8.281590039955749E-7
