#GC Content (%)	Sample
1.0	6.758117969572114E-8
2.0	6.758117969572114E-8
3.0	2.0274353908716342E-7
4.0	2.7032471878288456E-7
5.0	1.351623593914423E-6
6.0	3.5486877458223173E-4
7.0	6.486441627195316E-4
8.0	1.8794326073380053E-4
9.0	2.8167835697176573E-4
10.0	6.772310017308216E-4
11.0	3.528413391913601E-4
12.0	0.0014813118777505117
13.0	0.0022422083799446364
14.0	0.0014423851182457765
15.0	7.410276353635825E-4
16.0	6.021483110888753E-4
17.0	4.5955202193090377E-4
18.0	3.272280720866817E-4
19.0	6.262747922402478E-4
20.0	7.642755611789103E-4
21.0	9.866852235575288E-4
22.0	0.0012378168873068288
23.0	0.001432585847189897
24.0	0.0020027682602826963
25.0	0.004036556282045729
26.0	0.005885104290262789
27.0	0.008488331332141967
28.0	0.008672287303273721
29.0	0.010313496252184307
30.0	0.010666945821992927
31.0	0.010751827783690757
32.0	0.011119942469493348
33.0	0.013398509524114284
34.0	0.011087098016161229
35.0	0.010974034702530288
36.0	0.010854753920367336
37.0	0.011273824815660504
38.0	0.011753989097398604
39.0	0.012332619157953369
40.0	0.013095340351999277
41.0	0.013832177954221725
42.0	0.015095405365094143
43.0	0.01673100507608999
44.0	0.018342883793012632
45.0	0.02035193710300703
46.0	0.022349839518351636
47.0	0.02448662125797095
48.0	0.02721108893622425
49.0	0.03043106182400658
50.0	0.033575952021146965
51.0	0.040569387658419574
52.0	0.036750375193814376
53.0	0.043266214634177326
54.0	0.04650490750873538
55.0	0.048668316233154804
56.0	0.0510802209553154
57.0	0.050014060264435695
58.0	0.04987031509522289
59.0	0.046283714307591275
60.0	0.04262831587902942
61.0	0.03563062262743597
62.0	0.030319012228071072
63.0	0.022096207350953596
64.0	0.016460477613768017
65.0	0.011620178361601077
66.0	0.00868100527545447
67.0	0.0057851517254928165
68.0	0.00403811064917873
69.0	0.0024445464319536253
70.0	0.0014236651314700618
71.0	8.17461949599443E-4
72.0	5.182124859067897E-4
73.0	3.2074027883589255E-4
74.0	1.274581049061301E-4
75.0	6.393179599215219E-5
76.0	2.6424241261026964E-5
77.0	1.3651398298535669E-5
78.0	9.934433415271006E-6
79.0	2.230178929958797E-6
80.0	4.0548707817432685E-7
81.0	0.0
82.0	0.0
83.0	0.0
84.0	2.0274353908716342E-7
85.0	0.0
86.0	6.758117969572114E-8
87.0	0.0
88.0	0.0
89.0	0.0
90.0	6.758117969572114E-8
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	3.3790589847860573E-7
