#Read position (bp)	Clipping profile
0.0	8.019918428748667
1.0	4.412687440617573
2.0	2.1506122195997617
3.0	1.9224396278343547
4.0	1.7361767164007078
5.0	1.6114351626810248
6.0	1.497471927522636
7.0	1.3964780921145539
8.0	1.3269637902823148
9.0	1.2698005830977295
10.0	1.2138619801941268
11.0	1.1617742775172408
12.0	1.1158756288290457
13.0	1.0720960257839232
14.0	1.0231268619500293
15.0	0.9821716526019764
16.0	0.9420208401835886
17.0	0.9040040808136776
18.0	0.8696671372488755
19.0	0.8400935441593654
20.0	0.8061077738810216
21.0	0.7796167018615335
22.0	0.7528524950636892
23.0	0.7283273931521509
24.0	0.6994321347869106
25.0	0.6755343424212678
26.0	0.6526360432555445
27.0	0.6299058270303481
28.0	0.6115907894750664
29.0	0.5936659444602939
30.0	0.5768336385589469
31.0	0.5605866214683636
32.0	0.5447568102480169
33.0	0.5277834347358704
34.0	0.5042248097323624
35.0	0.48389277689075677
36.0	0.4676967849785477
37.0	0.4545803126552797
38.0	0.42749794886286635
39.0	0.4142374054477182
40.0	0.40255864256217233
41.0	0.3919724187900519
42.0	0.3811520794936262
43.0	0.3709080245647215
44.0	0.36000664527911297
45.0	0.3472353432801416
46.0	0.3345510842325145
47.0	0.3204951483309439
48.0	0.30566783179159757
49.0	0.29617414713290274
50.0	0.28755989643089386
51.0	0.2797710530261157
52.0	0.26661856292987773
53.0	0.2573049671360333
54.0	0.2461694723261193
55.0	0.23633962178637047
56.0	0.22538121436022607
57.0	0.21962137216609534
58.0	0.21391855811250063
59.0	0.2077595189346183
60.0	0.20228481744316734
61.0	0.194781114741069
62.0	0.18908730513071675
63.0	0.18460909535810446
64.0	0.1789362961153181
65.0	0.17389680938058885
66.0	0.16824201902428754
67.0	0.1650424401921128
68.0	0.16041715784653937
69.0	0.1552005837280406
70.0	0.13341283256222783
71.0	0.13029129223815492
72.0	0.128496406551813
73.0	0.125077719600737
74.0	0.12357097609815564
75.0	0.12009526100654369
76.0	0.1203473854173342
77.0	0.12136488750373872
78.0	0.12338488427114358
79.0	0.12596615800066543
80.0	0.12819925992480988
81.0	0.13111970101646658
82.0	0.13317871703792236
83.0	0.13670845878898943
84.0	0.14065540641029317
85.0	0.14521165469100727
86.0	0.1491796126798769
87.0	0.15217208931747372
88.0	0.1565962724306309
89.0	0.1618398598788572
90.0	0.16687934661358647
91.0	0.17175975485103123
92.0	0.17723145486140138
93.0	0.18273316968257985
94.0	0.1884870089145489
95.0	0.19517130728157808
96.0	0.20150743384322994
97.0	0.20822474850214837
98.0	0.21531124533401008
99.0	0.22309408577662648
100.0	0.2305497647814314
101.0	0.23844966298620052
102.0	0.2466016856017602
103.0	0.25493980004433187
104.0	0.26379116775172706
105.0	0.27245644363211025
106.0	0.2822232630691615
107.0	0.29179198475487733
108.0	0.3013246886676231
109.0	0.31077635259118613
110.0	0.3214106000605999
111.0	0.3319848179083969
112.0	0.34281716312914606
113.0	0.35451093342009615
114.0	0.36631275702995647
115.0	0.3801315759261408
116.0	0.39356920672505846
117.0	0.4069678182699253
118.0	0.42053751423639996
119.0	0.43430530795420996
120.0	0.4492857000286792
121.0	0.46447919725988784
122.0	0.4795976574640756
123.0	0.49608779452220697
124.0	0.5138865773315843
125.0	0.5323516889409079
126.0	0.5517322522798875
127.0	0.572403452483628
128.0	0.5930896600927728
129.0	0.6165372302962897
130.0	0.6386191266080248
131.0	0.6619586434926314
132.0	0.6879754815013468
133.0	0.7123835256507324
134.0	0.7388475843404928
135.0	0.7660800221869482
136.0	0.7952484153305449
137.0	0.8287479456737927
138.0	0.860764744363106
139.0	0.8962452522197079
140.0	0.936633181643482
141.0	0.9804307935750897
142.0	1.0588234764444515
143.0	1.15544115243667
144.0	1.2551383480178293
145.0	1.3486945133075916
146.0	1.4726496789840946
147.0	1.6627814995309436
148.0	3.830445133150953
149.0	7.295820122439419
