#Read position (bp)	Clipping profile
0.0	5.536055473729613
1.0	3.841003131101397
2.0	2.307113735488006
3.0	2.1084473288068395
4.0	1.9302600421278742
5.0	1.8032299640405176
6.0	1.675321908704498
7.0	1.5587433680019087
8.0	1.4334782647260762
9.0	1.3625515341825558
10.0	1.2967814165892297
11.0	1.2340421245666302
12.0	1.1790272282694243
13.0	1.1272987331119046
14.0	1.0788536323226723
15.0	1.0337310139299207
16.0	0.9851776693703055
17.0	0.9432001338614626
18.0	0.9010181378974519
19.0	0.864464817993362
20.0	0.8292885993902568
21.0	0.799154736424164
22.0	0.7706776044992125
23.0	0.7437850411018134
24.0	0.7177704549530771
25.0	0.6927601304517839
26.0	0.6644032693828136
27.0	0.6387464890306214
28.0	0.6142352885816503
29.0	0.5941921504323812
30.0	0.5648159938589701
31.0	0.5443428873995683
32.0	0.5263714147445755
33.0	0.5079158518942585
34.0	0.48995339955346434
35.0	0.47257125409277967
36.0	0.45678570424524556
37.0	0.43966214112492036
38.0	0.421323842359185
39.0	0.4035808843305566
40.0	0.3854711001911855
41.0	0.37226536020444845
42.0	0.36016911886413794
43.0	0.34761885504249845
44.0	0.3309162399181076
45.0	0.3174158363342165
46.0	0.3025593788491372
47.0	0.2893325914626034
48.0	0.27522782682740665
49.0	0.2660421402018416
50.0	0.2576141599689581
51.0	0.2490538817944953
52.0	0.24182259657862493
53.0	0.2322309958141232
54.0	0.22538157056599312
55.0	0.21897414071359406
56.0	0.2119473159528917
57.0	0.20519711416094616
58.0	0.19802295760166683
59.0	0.19306479156384135
60.0	0.18732787173353752
61.0	0.18127824767768252
62.0	0.16459667995308835
63.0	0.16061571462011023
64.0	0.15761194999197944
65.0	0.15354378828841492
66.0	0.15137289933795403
67.0	0.14733480534838483
68.0	0.1452691533969075
69.0	0.14406644483709538
70.0	0.14398526200930806
71.0	0.14540145133848684
72.0	0.14683568129606278
73.0	0.14820075551144957
74.0	0.14973721569660955
75.0	0.1531438876922774
76.0	0.15723009002423907
77.0	0.16122608921421486
78.0	0.16610607919565257
79.0	0.1701441731852218
80.0	0.17523163039322706
81.0	0.18117902422149804
82.0	0.1865521247124587
83.0	0.19236120705635126
84.0	0.19838677694101
85.0	0.2050227214197734
86.0	0.21166467944133588
87.0	0.21977394190586913
88.0	0.22697816617914374
89.0	0.2350302999870859
90.0	0.24334402290678722
91.0	0.25139615671472937
92.0	0.26043751831311707
93.0	0.27023658630418634
94.0	0.28100082791450487
95.0	0.29118476264471405
96.0	0.3019941058260255
97.0	0.3140993674805345
98.0	0.32643314376140786
99.0	0.33889019766966194
100.0	0.3510616082949607
101.0	0.3634615335466237
102.0	0.3763245015938143
103.0	0.38983392549190404
104.0	0.4036289926729491
105.0	0.4175413239385759
106.0	0.43255714030783027
107.0	0.4473985639359118
108.0	0.4621798521360029
109.0	0.47777296861396706
110.0	0.4944334889387646
111.0	0.5106249529252354
112.0	0.5277815905309552
113.0	0.5461409366964873
114.0	0.564361971377641
115.0	0.5851568023767927
116.0	0.606964915337586
117.0	0.6271403514284344
118.0	0.6475142344316518
119.0	0.6697823834165734
120.0	0.6946664235190861
121.0	0.7201848923868999
122.0	0.7451621424027982
123.0	0.7711616946945369
124.0	0.8009978872920761
125.0	0.8312941159137435
126.0	0.8637852876570681
127.0	0.8965470688263503
128.0	0.9320991338543968
129.0	0.9721192611821453
130.0	1.0093040030801366
131.0	1.0489843652397381
132.0	1.0951082385085331
133.0	1.1411840034349356
134.0	1.2539740121741167
135.0	1.3866177324643965
136.0	1.5081093376338184
137.0	1.6170506789816006
138.0	1.7398772906524136
139.0	1.9055985031089264
140.0	3.4000661189030756
141.0	5.145755498670781
