#Coverage (X)	Coverage
1.0	37.80393613119497
2.0	32.28430858321656
3.0	28.390643608106487
4.0	26.135220821073148
5.0	24.384904966604452
6.0	23.154236906972486
7.0	22.142688558191452
8.0	21.34629125772247
9.0	20.672001994461667
10.0	20.106444622316857
11.0	19.614303332531307
12.0	19.185379552963568
13.0	18.80554292465466
14.0	18.46270168984455
15.0	18.152576177552064
16.0	17.86971225985957
17.0	17.610068218553806
18.0	17.372004823455683
19.0	17.149240678106395
20.0	16.94210557669308
21.0	16.749060479675776
22.0	16.56678100598667
23.0	16.396378297644446
24.0	16.235088067084774
25.0	16.082864393598058
26.0	15.936987518792904
27.0	15.797202095693194
28.0	15.664878787903703
29.0	15.537720864176023
30.0	15.417419041545486
31.0	15.301579876966201
32.0	15.190066304077703
33.0	15.082816399498853
34.0	14.979472538309423
35.0	14.879788418521557
36.0	14.7837195109623
37.0	14.691129445039508
38.0	14.601068496986414
39.0	14.513647293967068
40.0	14.428856095224901
41.0	14.346591231279135
42.0	14.26634479125083
43.0	14.188381862872703
44.0	14.113400997545355
45.0	14.040050317408856
46.0	13.968180928041164
47.0	13.898131668617665
48.0	13.830299822853249
49.0	13.763796894593966
50.0	13.699496073090558
51.0	13.636843526754504
