#Mapping quality	mapping quality
0.0	1428130.0
1.0	960602.0
2.0	180161.0
3.0	935674.0
4.0	19549.0
5.0	17731.0
6.0	15408.0
7.0	14093.0
8.0	12604.0
9.0	10666.0
10.0	10119.0
11.0	8890.0
12.0	8188.0
13.0	8420.0
14.0	7198.0
15.0	7558.0
16.0	6526.0
17.0	7814.0
18.0	6314.0
19.0	6950.0
20.0	6309.0
21.0	6818.0
22.0	6813.0
23.0	6816.0
24.0	6796.0
25.0	6976.0
26.0	5970.0
27.0	5268.0
28.0	7738.0
29.0	6280.0
30.0	5289.0
31.0	6805.0
32.0	7447.0
33.0	5003.0
34.0	7893.0
35.0	3304.0
36.0	7599.0
37.0	8530.0
38.0	5297.0
39.0	7787.0
40.0	3754.0
41.0	4148.0
42.0	6957.0
43.0	10040.0
44.0	6376.0
45.0	8858.0
46.0	4300.0
47.0	4251.0
48.0	4577.0
49.0	2532.0
50.0	2374.0
51.0	16677.0
52.0	7288.0
53.0	14169.0
54.0	2769.0
55.0	3417.0
56.0	3907.0
57.0	5079.0
58.0	4004.0
59.0	4564.0
60.0	2967.0
61.0	3117.0
62.0	2388.0
63.0	8261.0
64.0	15911.0
65.0	9981.0
66.0	18470.0
67.0	2066.0
68.0	2985.0
69.0	3060.0
70.0	3655.0
71.0	4043.0
72.0	4036.0
73.0	6901.0
74.0	4735.0
75.0	6401.0
76.0	2989.0
77.0	3441.0
78.0	4262.0
79.0	3008.0
80.0	3569.0
81.0	2784.0
82.0	2203.0
83.0	2098.0
84.0	1460.0
85.0	40360.0
86.0	12331.0
87.0	49275.0
88.0	1772.0
89.0	2115.0
90.0	2524.0
91.0	3334.0
92.0	3012.0
93.0	4161.0
94.0	4621.0
95.0	3525.0
96.0	5055.0
97.0	7078.0
98.0	2834.0
99.0	3629.0
100.0	2124.0
101.0	2437.0
102.0	13853.0
103.0	19603.0
104.0	1890.0
105.0	2698.0
106.0	3680.0
107.0	3193.0
108.0	3215.0
109.0	7061.0
110.0	4632.0
111.0	8427.0
112.0	2762.0
113.0	4874.0
114.0	4503.0
115.0	5232.0
116.0	3370.0
117.0	4592.0
118.0	3154.0
119.0	4006.0
120.0	3787.0
121.0	3070.0
122.0	2800.0
123.0	2956.0
124.0	2227.0
125.0	2016.0
126.0	1601.0
127.0	30863.0
128.0	53111.0
129.0	121982.0
130.0	1664.0
131.0	2019.0
132.0	2412.0
133.0	2727.0
134.0	2948.0
135.0	3189.0
136.0	3522.0
137.0	4285.0
138.0	4179.0
139.0	4148.0
140.0	5479.0
141.0	3891.0
142.0	5720.0
143.0	7441.0
144.0	3732.0
145.0	4539.0
146.0	8987.0
147.0	10590.0
148.0	3654.0
149.0	3991.0
150.0	5208.0
151.0	3965.0
152.0	2622.0
153.0	16560.0
154.0	29256.0
155.0	2902.0
156.0	3897.0
157.0	4583.0
158.0	4546.0
159.0	6021.0
160.0	11578.0
161.0	3062.0
162.0	4532.0
163.0	7211.0
164.0	3936.0
165.0	4776.0
166.0	4505.0
167.0	3389.0
168.0	2849.0
169.0	2101.0
170.0	42748.0
171.0	86539.0
172.0	2523.0
173.0	3335.0
174.0	3887.0
175.0	4635.0
176.0	5507.0
177.0	6289.0
178.0	4924.0
179.0	10190.0
180.0	5191.0
181.0	3818.0
182.0	10313.0
183.0	19862.0
184.0	4170.0
185.0	5861.0
186.0	8629.0
187.0	6466.0
188.0	4821.0
189.0	4710.0
190.0	3294.0
191.0	25135.0
192.0	63334.0
193.0	4187.0
194.0	4822.0
195.0	6887.0
196.0	9331.0
197.0	4693.0
198.0	8368.0
199.0	18196.0
200.0	6225.0
201.0	10572.0
202.0	6103.0
203.0	4815.0
204.0	71054.0
205.0	4673.0
206.0	6878.0
207.0	10934.0
208.0	8203.0
209.0	15564.0
210.0	10031.0
211.0	8338.0
212.0	16169.0
213.0	48148.0
214.0	8823.0
215.0	11475.0
216.0	16313.0
217.0	11602.0
218.0	15315.0
219.0	42926.0
220.0	12190.0
221.0	17753.0
222.0	12175.0
223.0	46162.0
224.0	12734.0
225.0	20163.0
226.0	15703.0
227.0	39268.0
228.0	22878.0
229.0	41370.0
230.0	16360.0
231.0	25768.0
232.0	40219.0
233.0	25586.0
234.0	44791.0
235.0	43321.0
236.0	29444.0
237.0	47115.0
238.0	49375.0
239.0	49335.0
240.0	51652.0
241.0	67355.0
242.0	58094.0
243.0	75032.0
244.0	87760.0
245.0	86399.0
246.0	108976.0
247.0	120077.0
248.0	143337.0
249.0	174817.0
250.0	209484.0
251.0	276306.0
252.0	393467.0
253.0	689668.0
254.0	1767699.0
255.0	4.3945301E7
