#Mapping quality	mapping quality
0.0	1329837.0
1.0	919582.0
2.0	160367.0
3.0	924256.0
4.0	8133.0
5.0	7381.0
6.0	7066.0
7.0	6863.0
8.0	5488.0
9.0	5788.0
10.0	5438.0
11.0	5030.0
12.0	5043.0
13.0	4759.0
14.0	4463.0
15.0	5696.0
16.0	4381.0
17.0	4501.0
18.0	4452.0
19.0	4815.0
20.0	4246.0
21.0	4841.0
22.0	4690.0
23.0	5010.0
24.0	4245.0
25.0	5345.0
26.0	4174.0
27.0	3277.0
28.0	4877.0
29.0	4597.0
30.0	4027.0
31.0	4562.0
32.0	4855.0
33.0	3585.0
34.0	5299.0
35.0	2211.0
36.0	5794.0
37.0	5692.0
38.0	3560.0
39.0	5214.0
40.0	3168.0
41.0	3322.0
42.0	5275.0
43.0	6662.0
44.0	5056.0
45.0	6265.0
46.0	3174.0
47.0	3660.0
48.0	3759.0
49.0	2218.0
50.0	1904.0
51.0	13055.0
52.0	6390.0
53.0	14218.0
54.0	2197.0
55.0	2462.0
56.0	3879.0
57.0	4712.0
58.0	3352.0
59.0	3754.0
60.0	2937.0
61.0	2843.0
62.0	2349.0
63.0	7648.0
64.0	11836.0
65.0	9636.0
66.0	16715.0
67.0	1934.0
68.0	2413.0
69.0	2713.0
70.0	3418.0
71.0	3767.0
72.0	3245.0
73.0	5291.0
74.0	4224.0
75.0	5771.0
76.0	2725.0
77.0	3182.0
78.0	4600.0
79.0	2732.0
80.0	3138.0
81.0	2524.0
82.0	2255.0
83.0	1860.0
84.0	1449.0
85.0	30390.0
86.0	12387.0
87.0	46449.0
88.0	1529.0
89.0	1914.0
90.0	2483.0
91.0	2921.0
92.0	2458.0
93.0	3678.0
94.0	3784.0
95.0	2938.0
96.0	4473.0
97.0	6070.0
98.0	2159.0
99.0	2981.0
100.0	2164.0
101.0	2192.0
102.0	10562.0
103.0	21248.0
104.0	1757.0
105.0	2481.0
106.0	3022.0
107.0	2845.0
108.0	2886.0
109.0	5727.0
110.0	5283.0
111.0	8765.0
112.0	2163.0
113.0	3970.0
114.0	3724.0
115.0	4909.0
116.0	3104.0
117.0	4275.0
118.0	3023.0
119.0	3441.0
120.0	3562.0
121.0	2921.0
122.0	2655.0
123.0	2501.0
124.0	2283.0
125.0	2019.0
126.0	1709.0
127.0	26236.0
128.0	47723.0
129.0	126760.0
130.0	1540.0
131.0	2070.0
132.0	2343.0
133.0	2437.0
134.0	2793.0
135.0	2975.0
136.0	3678.0
137.0	4015.0
138.0	4091.0
139.0	4079.0
140.0	5466.0
141.0	3775.0
142.0	5088.0
143.0	7628.0
144.0	3986.0
145.0	4242.0
146.0	6636.0
147.0	11082.0
148.0	3681.0
149.0	4012.0
150.0	4560.0
151.0	3836.0
152.0	2583.0
153.0	15467.0
154.0	29463.0
155.0	2950.0
156.0	3731.0
157.0	4387.0
158.0	4714.0
159.0	5508.0
160.0	12365.0
161.0	3260.0
162.0	4455.0
163.0	6441.0
164.0	3815.0
165.0	5058.0
166.0	4209.0
167.0	3647.0
168.0	3204.0
169.0	2260.0
170.0	41898.0
171.0	92974.0
172.0	2514.0
173.0	3225.0
174.0	4145.0
175.0	4745.0
176.0	5490.0
177.0	6752.0
178.0	5082.0
179.0	10205.0
180.0	5224.0
181.0	3803.0
182.0	10301.0
183.0	21181.0
184.0	4356.0
185.0	6026.0
186.0	8965.0
187.0	6908.0
188.0	5188.0
189.0	5049.0
190.0	3448.0
191.0	25007.0
192.0	70744.0
193.0	4502.0
194.0	5205.0
195.0	7353.0
196.0	9947.0
197.0	5018.0
198.0	8884.0
199.0	17931.0
200.0	6354.0
201.0	10484.0
202.0	5639.0
203.0	4635.0
204.0	74921.0
205.0	4811.0
206.0	6820.0
207.0	10570.0
208.0	8711.0
209.0	17108.0
210.0	9679.0
211.0	7874.0
212.0	14739.0
213.0	51071.0
214.0	8233.0
215.0	11244.0
216.0	16374.0
217.0	11349.0
218.0	14277.0
219.0	48714.0
220.0	11654.0
221.0	18299.0
222.0	11901.0
223.0	48364.0
224.0	12228.0
225.0	20228.0
226.0	15030.0
227.0	41848.0
228.0	22372.0
229.0	44849.0
230.0	16158.0
231.0	24134.0
232.0	41693.0
233.0	25722.0
234.0	46655.0
235.0	43620.0
236.0	29481.0
237.0	48410.0
238.0	49033.0
239.0	50934.0
240.0	52531.0
241.0	70889.0
242.0	61289.0
243.0	78025.0
244.0	90492.0
245.0	86076.0
246.0	113099.0
247.0	124735.0
248.0	147233.0
249.0	183987.0
250.0	225938.0
251.0	298768.0
252.0	432094.0
253.0	748014.0
254.0	1689690.0
255.0	4.5457556E7
