#Coverage (X)	Coverage
1.0	38.69577266888701
2.0	32.94935804309091
3.0	28.87015600698335
4.0	26.572574529694364
5.0	24.776818741538506
6.0	23.536723716840058
7.0	22.520531810242673
8.0	21.720482421823732
9.0	21.047525554909697
10.0	20.486892135217133
11.0	19.996991915213798
12.0	19.57267899235103
13.0	19.19121635346123
14.0	18.84902844511045
15.0	18.53908313681474
16.0	18.257100757592923
17.0	17.999591333515298
18.0	17.762289108967224
19.0	17.54245275673918
20.0	17.338184220834307
21.0	17.14520591757642
22.0	16.96637884632733
23.0	16.80032677733567
24.0	16.643151320663605
25.0	16.49390136100773
26.0	16.35377222835433
27.0	16.22120957626025
28.0	16.09282501297156
29.0	15.970681491578674
30.0	15.85313282421923
31.0	15.740637522220922
32.0	15.631625236469034
33.0	15.527418622553753
34.0	15.425174771089772
35.0	15.327534122879158
36.0	15.23418984408957
37.0	15.143413646196024
38.0	15.055880424475987
39.0	14.971336919258334
40.0	14.888476477624394
41.0	14.808112452748787
42.0	14.729480891008137
43.0	14.652199815590762
44.0	14.576917682577701
45.0	14.503676238068579
46.0	14.431972441562777
47.0	14.361240633410205
48.0	14.29234634941001
49.0	14.225019631451204
50.0	14.158430427919328
51.0	14.09334338820608
