#GC Content (%)	Sample
1.0	0.0
2.0	1.3501540019408465E-7
3.0	1.3501540019408465E-7
4.0	2.0252310029112698E-7
5.0	4.0504620058225397E-7
6.0	4.40217712332813E-4
7.0	6.486814902324796E-4
8.0	2.8123707860427835E-4
9.0	5.418168009788617E-4
10.0	0.0012279650647651996
11.0	5.768532973292266E-4
12.0	0.0022856757098856585
13.0	0.003233821357748618
14.0	0.002094493903210835
15.0	0.0012270199569638413
16.0	0.0010409687354963925
17.0	7.289481456478629E-4
18.0	4.309691574195182E-4
19.0	9.063583815028904E-4
20.0	0.0010630437534281253
21.0	0.001384380405890047
22.0	0.0016706130543015063
23.0	0.0017952997763807433
24.0	0.0024584954221340874
25.0	0.004858596683684233
26.0	0.006647483228555758
27.0	0.009613299016919116
28.0	0.009304721319775538
29.0	0.010531606261339185
30.0	0.011165773596050798
31.0	0.01121208387831737
32.0	0.01156656681152694
33.0	0.01468731277161301
34.0	0.011259811822285979
35.0	0.011144238639719844
36.0	0.011013948778532553
37.0	0.011137757900510525
38.0	0.011645618328340575
39.0	0.0123686257963799
40.0	0.013238597527530484
41.0	0.014160752710856083
42.0	0.015498147757478589
43.0	0.017121910467912747
44.0	0.0186111303320535
45.0	0.020706974389266275
46.0	0.02275043247120375
47.0	0.024693911649297497
48.0	0.027398675161385593
49.0	0.030670030800388173
50.0	0.033561993164845365
51.0	0.04034482933209569
52.0	0.03643734863507869
53.0	0.04265953335302308
54.0	0.04579040546812371
55.0	0.04808465465592169
56.0	0.05031281380532467
57.0	0.04915134382515506
58.0	0.048519876798447326
59.0	0.04454218809332939
60.0	0.04075838150289017
61.0	0.034025906079912245
62.0	0.028907539766254587
63.0	0.021038234673642457
64.0	0.01543739082739125
65.0	0.010849567528796254
66.0	0.00807466351630733
67.0	0.005386034344542425
68.0	0.0037569385258005993
69.0	0.0022606978608497533
70.0	0.0013070165815788363
71.0	7.35226361756888E-4
72.0	4.7133876207754947E-4
73.0	2.979789882283447E-4
74.0	1.2326906037719927E-4
75.0	6.129699168811443E-5
76.0	2.565292603687608E-5
77.0	1.6134340323193114E-5
78.0	1.0193662714653391E-5
79.0	2.6328003037846506E-6
80.0	1.6201848023290159E-6
81.0	0.0
82.0	2.700308003881693E-7
83.0	0.0
84.0	2.0252310029112696E-7
85.0	0.0
86.0	6.750770009704232E-8
87.0	0.0
88.0	6.750770009704232E-8
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	9.451078013585924E-7
