Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	301	302	303	304	305	306	307	308	309	310	311	312	313	314	315	316	317	318	319	320	321	322	323	324	325	326	327	328	329	330	331	332	333	334	335	336	337	338	339	340	341	342	343	344	345	346	347	348	349	350	351	352	353	354	355	356	357	358	359	360	361	362	363	364	365	366	367	368	369	370	371	372	373	374	375	376	377	378	379	380	381	382	383	384	385	386	387	388	389	390	391	392	393	394	395	396	397	398	399	400	401	402	403
HSF4_0H_1_1	(0.0, 0.009690480981769337)	(1.0, 0.005278016683323698)	(2.0, 0.0006154156864958674)	(3.0, 0.00031498695351831493)	(4.0, 0.002458354059496933)	(5.0, 0.036500105844880705)	(6.0, 0.05020270006022472)	(7.0, 0.05229842208079719)	(8.0, 0.0881348054164786)	(9.0, 0.10569731328701658)	(10.0, 0.07426015950383467)	(11.0, 0.10161439416263002)	(12.0, 0.1715017936058575)	(13.0, 0.1401466952475417)	(14.0, 0.1720126547993788)	(15.0, 0.16055070307271757)	(16.0, 0.11855288376180714)	(17.0, 0.14860171269523814)	(18.0, 0.13592150260423402)	(19.0, 0.14025720537619202)	(20.0, 0.13021666536414708)	(21.0, 0.20567920153718924)	(22.0, 0.4597664715843056)	(23.0, 0.5408656860558121)	(24.0, 0.4494764566111758)	(25.0, 0.46497566758870934)	(26.0, 0.5451272742504717)	(27.0, 0.6793898014503561)	(28.0, 0.7794570538118815)	(29.0, 0.9561931894394403)	(30.0, 1.114967789606185)	(31.0, 1.2112102003892737)	(32.0, 1.338521177280944)	(33.0, 1.3712076910814421)	(34.0, 1.400179873432154)	(35.0, 1.4226809267524971)	(36.0, 1.3939205003369235)	(37.0, 1.3317489577803001)	(38.0, 1.3414010579988258)	(39.0, 1.3868207208741126)	(40.0, 1.4148492658388643)	(41.0, 1.5227097983507787)	(42.0, 1.6354261591503345)	(43.0, 1.720182795664059)	(44.0, 1.8589193287310388)	(45.0, 2.0122451839917543)	(46.0, 2.152422319154972)	(47.0, 2.359244341004611)	(48.0, 2.598314144826634)	(49.0, 2.81445607477155)	(50.0, 3.0740192209538852)	(51.0, 3.3763028035757903)	(52.0, 3.7509050084712303)	(53.0, 4.001269344483695)	(54.0, 4.085196824163893)	(55.0, 4.186238153827055)	(56.0, 4.282944442455556)	(57.0, 4.337124183672598)	(58.0, 4.333350295866055)	(59.0, 4.210963967940946)	(60.0, 3.8573428057939334)	(61.0, 3.4164179802758614)	(62.0, 2.953602223225563)	(63.0, 2.4684118046787074)	(64.0, 2.005830964368954)	(65.0, 1.5590656454648462)	(66.0, 1.166245151037237)	(67.0, 0.8519722120627164)	(68.0, 0.6022914506783701)	(69.0, 0.40483896722130613)	(70.0, 0.2653851109240453)	(71.0, 0.16540653136035918)	(72.0, 0.10215304832263822)	(73.0, 0.07275139846597384)	(74.0, 0.05491890177813444)	(75.0, 0.035325522142160094)	(76.0, 0.01798999016459855)	(77.0, 0.012671607506139103)	(78.0, 0.007960699686607833)	(79.0, 0.0034390487341064762)	(80.0, 0.002009696171922526)	(81.0, 0.0007676152648765658)	(82.0, 0.00028984093622063436)	(83.0, 0.00010323101837995195)	(84.0, 4.963029729805383e-05)	(85.0, 3.242512756806183e-05)	(86.0, 2.8454703784217525e-05)	(87.0, 2.7792966486910144e-05)	(88.0, 3.110165297344706e-05)	(89.0, 2.8454703784217525e-05)	(90.0, 2.3822542703065836e-05)	(91.0, 1.985211891922153e-05)	(92.0, 1.588169513537722e-05)	(93.0, 2.448428000037322e-05)	(94.0, 2.9116441081524912e-05)	(95.0, 2.448428000037322e-05)	(96.0, 2.183733081114368e-05)	(97.0, 2.9778178378832293e-05)	(98.0, 4.896856000074644e-05)	(99.0, 0.00020513856216528915)	(100.0, 0.006667003270371898)	(0.0, 0.009690480981769337)	(1.0, 0.005278016683323698)	(2.0, 0.0006154156864958674)	(3.0, 0.00031498695351831493)	(4.0, 0.002458354059496933)	(5.0, 0.036500105844880705)	(6.0, 0.05020270006022472)	(7.0, 0.05229842208079719)	(8.0, 0.0881348054164786)	(9.0, 0.10569731328701658)	(10.0, 0.07426015950383467)	(11.0, 0.10161439416263002)	(12.0, 0.1715017936058575)	(13.0, 0.1401466952475417)	(14.0, 0.1720126547993788)	(15.0, 0.16055070307271757)	(16.0, 0.11855288376180714)	(17.0, 0.14860171269523814)	(18.0, 0.13592150260423402)	(19.0, 0.14025720537619202)	(20.0, 0.13021666536414708)	(21.0, 0.20567920153718924)	(22.0, 0.4597664715843056)	(23.0, 0.5408656860558121)	(24.0, 0.4494764566111758)	(25.0, 0.46497566758870934)	(26.0, 0.5451272742504717)	(27.0, 0.6793898014503561)	(28.0, 0.7794570538118815)	(29.0, 0.9561931894394403)	(30.0, 1.114967789606185)	(31.0, 1.2112102003892737)	(32.0, 1.338521177280944)	(33.0, 1.3712076910814421)	(34.0, 1.400179873432154)	(35.0, 1.4226809267524971)	(36.0, 1.3939205003369235)	(37.0, 1.3317489577803001)	(38.0, 1.3414010579988258)	(39.0, 1.3868207208741126)	(40.0, 1.4148492658388643)	(41.0, 1.5227097983507787)	(42.0, 1.6354261591503345)	(43.0, 1.720182795664059)	(44.0, 1.8589193287310388)	(45.0, 2.0122451839917543)	(46.0, 2.152422319154972)	(47.0, 2.359244341004611)	(48.0, 2.598314144826634)	(49.0, 2.81445607477155)	(50.0, 3.0740192209538852)	(51.0, 3.3763028035757903)	(52.0, 3.7509050084712303)	(53.0, 4.001269344483695)	(54.0, 4.085196824163893)	(55.0, 4.186238153827055)	(56.0, 4.282944442455556)	(57.0, 4.337124183672598)	(58.0, 4.333350295866055)	(59.0, 4.210963967940946)	(60.0, 3.8573428057939334)	(61.0, 3.4164179802758614)	(62.0, 2.953602223225563)	(63.0, 2.4684118046787074)	(64.0, 2.005830964368954)	(65.0, 1.5590656454648462)	(66.0, 1.166245151037237)	(67.0, 0.8519722120627164)	(68.0, 0.6022914506783701)	(69.0, 0.40483896722130613)	(70.0, 0.2653851109240453)	(71.0, 0.16540653136035918)	(72.0, 0.10215304832263822)	(73.0, 0.07275139846597384)	(74.0, 0.05491890177813444)	(75.0, 0.035325522142160094)	(76.0, 0.01798999016459855)	(77.0, 0.012671607506139103)	(78.0, 0.007960699686607833)	(79.0, 0.0034390487341064762)	(80.0, 0.002009696171922526)	(81.0, 0.0007676152648765658)	(82.0, 0.00028984093622063436)	(83.0, 0.00010323101837995195)	(84.0, 4.963029729805383e-05)	(85.0, 3.242512756806183e-05)	(86.0, 2.8454703784217525e-05)	(87.0, 2.7792966486910144e-05)	(88.0, 3.110165297344706e-05)	(89.0, 2.8454703784217525e-05)	(90.0, 2.3822542703065836e-05)	(91.0, 1.985211891922153e-05)	(92.0, 1.588169513537722e-05)	(93.0, 2.448428000037322e-05)	(94.0, 2.9116441081524912e-05)	(95.0, 2.448428000037322e-05)	(96.0, 2.183733081114368e-05)	(97.0, 2.9778178378832293e-05)	(98.0, 4.896856000074644e-05)	(99.0, 0.00020513856216528915)	(100.0, 0.006667003270371898)	(0.0, 0.009690480981769337)	(1.0, 0.005278016683323698)	(2.0, 0.0006154156864958674)	(3.0, 0.00031498695351831493)	(4.0, 0.002458354059496933)	(5.0, 0.036500105844880705)	(6.0, 0.05020270006022472)	(7.0, 0.05229842208079719)	(8.0, 0.0881348054164786)	(9.0, 0.10569731328701658)	(10.0, 0.07426015950383467)	(11.0, 0.10161439416263002)	(12.0, 0.1715017936058575)	(13.0, 0.1401466952475417)	(14.0, 0.1720126547993788)	(15.0, 0.16055070307271757)	(16.0, 0.11855288376180714)	(17.0, 0.14860171269523814)	(18.0, 0.13592150260423402)	(19.0, 0.14025720537619202)	(20.0, 0.13021666536414708)	(21.0, 0.20567920153718924)	(22.0, 0.4597664715843056)	(23.0, 0.5408656860558121)	(24.0, 0.4494764566111758)	(25.0, 0.46497566758870934)	(26.0, 0.5451272742504717)	(27.0, 0.6793898014503561)	(28.0, 0.7794570538118815)	(29.0, 0.9561931894394403)	(30.0, 1.114967789606185)	(31.0, 1.2112102003892737)	(32.0, 1.338521177280944)	(33.0, 1.3712076910814421)	(34.0, 1.400179873432154)	(35.0, 1.4226809267524971)	(36.0, 1.3939205003369235)	(37.0, 1.3317489577803001)	(38.0, 1.3414010579988258)	(39.0, 1.3868207208741126)	(40.0, 1.4148492658388643)	(41.0, 1.5227097983507787)	(42.0, 1.6354261591503345)	(43.0, 1.720182795664059)	(44.0, 1.8589193287310388)	(45.0, 2.0122451839917543)	(46.0, 2.152422319154972)	(47.0, 2.359244341004611)	(48.0, 2.598314144826634)	(49.0, 2.81445607477155)	(50.0, 3.0740192209538852)	(51.0, 3.3763028035757903)	(52.0, 3.7509050084712303)	(53.0, 4.001269344483695)	(54.0, 4.085196824163893)	(55.0, 4.186238153827055)	(56.0, 4.282944442455556)	(57.0, 4.337124183672598)	(58.0, 4.333350295866055)	(59.0, 4.210963967940946)	(60.0, 3.8573428057939334)	(61.0, 3.4164179802758614)	(62.0, 2.953602223225563)	(63.0, 2.4684118046787074)	(64.0, 2.005830964368954)	(65.0, 1.5590656454648462)	(66.0, 1.166245151037237)	(67.0, 0.8519722120627164)	(68.0, 0.6022914506783701)	(69.0, 0.40483896722130613)	(70.0, 0.2653851109240453)	(71.0, 0.16540653136035918)	(72.0, 0.10215304832263822)	(73.0, 0.07275139846597384)	(74.0, 0.05491890177813444)	(75.0, 0.035325522142160094)	(76.0, 0.01798999016459855)	(77.0, 0.012671607506139103)	(78.0, 0.007960699686607833)	(79.0, 0.0034390487341064762)	(80.0, 0.002009696171922526)	(81.0, 0.0007676152648765658)	(82.0, 0.00028984093622063436)	(83.0, 0.00010323101837995195)	(84.0, 4.963029729805383e-05)	(85.0, 3.242512756806183e-05)	(86.0, 2.8454703784217525e-05)	(87.0, 2.7792966486910144e-05)	(88.0, 3.110165297344706e-05)	(89.0, 2.8454703784217525e-05)	(90.0, 2.3822542703065836e-05)	(91.0, 1.985211891922153e-05)	(92.0, 1.588169513537722e-05)	(93.0, 2.448428000037322e-05)	(94.0, 2.9116441081524912e-05)	(95.0, 2.448428000037322e-05)	(96.0, 2.183733081114368e-05)	(97.0, 2.9778178378832293e-05)	(98.0, 4.896856000074644e-05)	(99.0, 0.00020513856216528915)	(100.0, 0.006667003270371898)	(0.0, 0.009690480981769337)	(1.0, 0.005278016683323698)	(2.0, 0.0006154156864958674)	(3.0, 0.00031498695351831493)	(4.0, 0.002458354059496933)	(5.0, 0.036500105844880705)	(6.0, 0.05020270006022472)	(7.0, 0.05229842208079719)	(8.0, 0.0881348054164786)	(9.0, 0.10569731328701658)	(10.0, 0.07426015950383467)	(11.0, 0.10161439416263002)	(12.0, 0.1715017936058575)	(13.0, 0.1401466952475417)	(14.0, 0.1720126547993788)	(15.0, 0.16055070307271757)	(16.0, 0.11855288376180714)	(17.0, 0.14860171269523814)	(18.0, 0.13592150260423402)	(19.0, 0.14025720537619202)	(20.0, 0.13021666536414708)	(21.0, 0.20567920153718924)	(22.0, 0.4597664715843056)	(23.0, 0.5408656860558121)	(24.0, 0.4494764566111758)	(25.0, 0.46497566758870934)	(26.0, 0.5451272742504717)	(27.0, 0.6793898014503561)	(28.0, 0.7794570538118815)	(29.0, 0.9561931894394403)	(30.0, 1.114967789606185)	(31.0, 1.2112102003892737)	(32.0, 1.338521177280944)	(33.0, 1.3712076910814421)	(34.0, 1.400179873432154)	(35.0, 1.4226809267524971)	(36.0, 1.3939205003369235)	(37.0, 1.3317489577803001)	(38.0, 1.3414010579988258)	(39.0, 1.3868207208741126)	(40.0, 1.4148492658388643)	(41.0, 1.5227097983507787)	(42.0, 1.6354261591503345)	(43.0, 1.720182795664059)	(44.0, 1.8589193287310388)	(45.0, 2.0122451839917543)	(46.0, 2.152422319154972)	(47.0, 2.359244341004611)	(48.0, 2.598314144826634)	(49.0, 2.81445607477155)	(50.0, 3.0740192209538852)	(51.0, 3.3763028035757903)	(52.0, 3.7509050084712303)	(53.0, 4.001269344483695)	(54.0, 4.085196824163893)	(55.0, 4.186238153827055)	(56.0, 4.282944442455556)	(57.0, 4.337124183672598)	(58.0, 4.333350295866055)	(59.0, 4.210963967940946)	(60.0, 3.8573428057939334)	(61.0, 3.4164179802758614)	(62.0, 2.953602223225563)	(63.0, 2.4684118046787074)	(64.0, 2.005830964368954)	(65.0, 1.5590656454648462)	(66.0, 1.166245151037237)	(67.0, 0.8519722120627164)	(68.0, 0.6022914506783701)	(69.0, 0.40483896722130613)	(70.0, 0.2653851109240453)	(71.0, 0.16540653136035918)	(72.0, 0.10215304832263822)	(73.0, 0.07275139846597384)	(74.0, 0.05491890177813444)	(75.0, 0.035325522142160094)	(76.0, 0.01798999016459855)	(77.0, 0.012671607506139103)	(78.0, 0.007960699686607833)	(79.0, 0.0034390487341064762)	(80.0, 0.002009696171922526)	(81.0, 0.0007676152648765658)	(82.0, 0.00028984093622063436)	(83.0, 0.00010323101837995195)	(84.0, 4.963029729805383e-05)	(85.0, 3.242512756806183e-05)	(86.0, 2.8454703784217525e-05)	(87.0, 2.7792966486910144e-05)	(88.0, 3.110165297344706e-05)	(89.0, 2.8454703784217525e-05)	(90.0, 2.3822542703065836e-05)	(91.0, 1.985211891922153e-05)	(92.0, 1.588169513537722e-05)	(93.0, 2.448428000037322e-05)	(94.0, 2.9116441081524912e-05)	(95.0, 2.448428000037322e-05)	(96.0, 2.183733081114368e-05)	(97.0, 2.9778178378832293e-05)	(98.0, 4.896856000074644e-05)	(99.0, 0.00020513856216528915)	(100.0, 0.006667003270371898)
HSF4_0H_1_1.sub	(0.0, 0.009866892482669034)	(1.0, 0.0053641359982750025)	(2.0, 0.0005945717062171435)	(3.0, 0.0002797984499845382)	(4.0, 0.007329720109416384)	(5.0, 0.03623090143246214)	(6.0, 0.048058381625379974)	(7.0, 0.047372875422917855)	(8.0, 0.09446695167602968)	(9.0, 0.09951231729735802)	(10.0, 0.09807635168083023)	(11.0, 0.1319049835641394)	(12.0, 0.17785788185338572)	(13.0, 0.16441256705145016)	(14.0, 0.15273697744566678)	(15.0, 0.14242040888266547)	(16.0, 0.12263566062822306)	(17.0, 0.11576760796128116)	(18.0, 0.1140378539722696)	(19.0, 0.139368607217477)	(20.0, 0.1276000845550916)	(21.0, 0.2626048352329883)	(22.0, 0.4398091878496244)	(23.0, 0.503657195575739)	(24.0, 0.47275645461548227)	(25.0, 0.48122835196894265)	(26.0, 0.5769803779545443)	(27.0, 0.666306033112108)	(28.0, 0.7667446831349506)	(29.0, 0.9065629664327599)	(30.0, 1.0252934401233416)	(31.0, 1.2215690549469593)	(32.0, 1.3691387545895188)	(33.0, 1.3828119052721564)	(34.0, 1.4331156694586622)	(35.0, 1.3866161649117674)	(36.0, 1.3196114311017202)	(37.0, 1.3270101015434541)	(38.0, 1.4060431708623011)	(39.0, 1.4634817955234125)	(40.0, 1.474251038007282)	(41.0, 1.5662987323711237)	(42.0, 1.6824980293695238)	(43.0, 1.747396280563259)	(44.0, 1.8539904964857614)	(45.0, 2.0166892980310562)	(46.0, 2.1725959922029765)	(47.0, 2.4061457569654277)	(48.0, 2.6682469549884438)	(49.0, 2.8830981890504996)	(50.0, 3.1163521668801097)	(51.0, 3.4188672531628566)	(52.0, 3.736276610506388)	(53.0, 3.9371539105520728)	(54.0, 4.138548837730229)	(55.0, 4.294351606763584)	(56.0, 4.352503717472156)	(57.0, 4.356307977111768)	(58.0, 4.237228754638883)	(59.0, 4.073575640523106)	(60.0, 3.7758630947783076)	(61.0, 3.37460513693566)	(62.0, 2.9274292556100137)	(63.0, 2.417785372484784)	(64.0, 1.9310499874520388)	(65.0, 1.4945504155536602)	(66.0, 1.133190717398629)	(67.0, 0.8320316543181284)	(68.0, 0.5976594819687586)	(69.0, 0.41454738493673465)	(70.0, 0.26495913933357246)	(71.0, 0.15997976017955226)	(72.0, 0.09641155090342222)	(73.0, 0.06755433790823119)	(74.0, 0.04995801324473928)	(75.0, 0.0313454206396964)	(76.0, 0.01753037217170983)	(77.0, 0.012431045420741624)	(78.0, 0.006415378746074053)	(79.0, 0.003175712407324508)	(80.0, 0.002209408474699335)	(81.0, 0.0007994241428129662)	(82.0, 0.000259812846414214)	(83.0, 8.294025481684524e-05)	(84.0, 1.598848285625932e-05)	(85.0, 1.4989202677743115e-05)	(86.0, 7.99424142812966e-06)	(87.0, 3.99712071406483e-06)	(88.0, 5.995681071097246e-06)	(89.0, 9.992801785162076e-06)	(90.0, 5.995681071097246e-06)	(91.0, 5.995681071097246e-06)	(92.0, 1.1991362142194492e-05)	(93.0, 1.0992081963678284e-05)	(94.0, 2.098488374884036e-05)	(95.0, 8.393953499536144e-05)	(96.0, 0.00027779988962750574)	(97.0, 0.0008853622381653599)	(98.0, 0.003430528852846141)	(99.0, 0.003253656261248772)	(100.0, 0.0005146292919358469)																																																																																																																																																																																																																																																																																																															
