Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
HSF4_6H_1_2.sub	(1, 0.005837977348647887)	(2, 0.009757962139106902)	(3, 0.0006619974314499659)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 1.1999953440180653e-06)	(15, 0.00033999868080511844)	(20, 5.639978116884906e-05)	(25, 0.0)	(30, 0.0001788402333296117)	(35, 0.0)	(40, 0.0)	(45, 8.890250209564623e-05)	(50, 1.4020465449088586e-05)	(55, 0.00022317733037601335)	(60, 2.8455951001449483e-05)	(65, 1.6034716058210125e-06)	(70, 0.0010219805975159313)	(75, 0.002007064240548265)	(80, 0.0008318640010652992)	(85, 0.0002996865495332761)	(90, 4.0129914981564716e-07)	(95, 7.306072186185021e-05)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0015378587063006614)	(135, 0.025508572819876642)	(140, 0.0010691801207706024)	(145, 0.0003566814148220825)	(150, 0.0)
HSF4_6H_1_ZKRN250030477-1A_23F5KYLT4_L7_1	(1, 0.0)	(2, 0.04962908822853267)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.006611453569879678)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.016522744862730775)	(25, 0.00037336652879783693)	(30, 0.0016972276592986846)	(35, 0.0011189217739998266)	(40, 0.02087633207391817)	(45, 0.009237189999532606)	(50, 0.0024737986308676872)	(55, 0.0002563704976918901)	(60, 0.0016846643270993884)	(65, 2.3556247873680563e-06)	(70, 2.0808018955084496e-05)	(75, 0.00012131467654945491)	(80, 4.711249574736113e-06)	(85, 0.0)	(90, 3.1408330498240754e-06)	(95, 0.0004785844359669434)	(100, 0.0013136534230889195)	(105, 0.0)	(110, 0.008651032031609187)	(115, 0.0)	(120, 3.415655941683681e-05)	(125, 1.963020656140047e-06)	(130, 0.0)	(135, 0.008613342035011297)	(140, 6.281666099648151e-06)	(145, 0.0001130699897936667)	(150, 0.043598688772870445)
HSF4_6H_1_ZKRN250030477-1A_23F5KYLT4_L7_2	(1, 0.011167624512780727)	(2, 0.009828844425293215)	(3, 0.004813326648855395)	(4, 9.815103280700234e-06)	(5, 3.926041312280094e-06)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 3.926041312280094e-06)	(10, 0.0007628298269760222)	(15, 0.0022017239679266764)	(20, 0.0016885903684116682)	(25, 0.00019198342017049658)	(30, 0.0007914899285556669)	(35, 2.9052705710872697e-05)	(40, 0.0)	(45, 0.0004958590177409759)	(50, 6.28166609964815e-05)	(55, 0.0004844734979353636)	(60, 0.00020690237715716096)	(65, 0.0008959226274623174)	(70, 0.0037450508077839814)	(75, 0.006425359211677602)	(80, 0.003100787428438818)	(85, 0.0006960871246672606)	(90, 0.0006764569181058602)	(95, 0.00028974184884627093)	(100, 0.0)	(105, 2.9052705710872697e-05)	(110, 3.926041312280094e-07)	(115, 0.0)	(120, 2.002281069262848e-05)	(125, 0.00044050183523782654)	(130, 0.006185085483366061)	(135, 0.027067306619252652)	(140, 0.00535472774581882)	(145, 0.002983398793201643)	(150, 0.0024930362332978595)
HSF4_6H_2_1	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.016323116452647588)	(15, 1.8123371338986957e-05)	(20, 0.0005799478828475826)	(25, 0.00016537576596589466)	(30, 0.0007740190690207377)	(35, 0.02604291609027561)	(40, 0.0006192489612665062)	(45, 3.058766055708483e-05)	(50, 0.0)	(55, 0.0002976220972653413)	(60, 0.0)	(65, 0.0)	(70, 5.289237554253079e-06)	(75, 0.0)	(80, 0.0)	(85, 2.419042691976022e-05)	(90, 0.0)	(95, 8.773575002566081e-05)	(100, 0.008512333831117536)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.008577842994867876)	(130, 0.0)	(135, 0.0)	(140, 0.0)		
HSF4_6H_2_1.sub	(1, 0.0)	(2, 0.04830019669294559)	(3, 0.0)	(4, 6.000272892411147e-06)	(5, 0.0)	(6, 0.0015440702243138017)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.01631474199446591)	(25, 1.2800582324091087e-05)	(30, 0.0006436352557647698)	(35, 6.240566194089658e-05)	(40, 0.018076896853300963)	(45, 0.008665075954283799)	(50, 0.0005761716622803731)	(55, 2.8010761286314022e-05)	(60, 0.0002741293649368661)	(65, 0.0)	(70, 0.0)	(75, 1.2009005264831972e-06)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 1.4419583178236029e-05)	(100, 7.932749101853545e-05)	(105, 0.0)	(110, 0.008516949204017667)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.008602501300942637)	(140, 0.0)	(145, 0.0)	(150, 0.0)
HSF4_6H_2_2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 3.964487480403397e-05)	(6, 0.0)	(7, 0.0001038318149629461)	(8, 0.0)	(9, 0.0016613090394071376)	(10, 1.1327107086866848e-06)	(15, 8.042246031675463e-05)	(20, 0.00016726361464940046)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 0.0001393310725778087)	(45, 1.132877005692182e-05)	(50, 0.0002515213387134881)	(55, 0.0)	(60, 0.0011596235751578593)	(65, 1.2466198045660533e-05)	(70, 0.002143280690548793)	(75, 0.0010451373985006654)	(80, 0.00010883773109065731)	(85, 7.899765328210435e-05)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0006270897371901055)	(125, 0.026840102344746448)	(130, 3.120743598301629e-05)	(135, 0.0015042786128991537)	(140, 0.00020367117224117965)		
HSF4_6H_2_2.sub	(1, 0.005696259065862315)	(2, 0.009548434262790272)	(3, 0.0007840356579417231)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 4.0001819282740985e-07)	(15, 0.0003344152092037146)	(20, 6.16028016954211e-05)	(25, 0.0)	(30, 0.00016880927303098616)	(35, 0.0)	(40, 0.0)	(45, 0.0001048227268250484)	(50, 1.200358374194766e-05)	(55, 0.00019727593545307458)	(60, 2.7613057220689604e-05)	(65, 8.004492697625381e-07)	(70, 0.0010386792546853941)	(75, 0.0020139158906021834)	(80, 0.0008058983625086088)	(85, 0.00028868951747901516)	(90, 0.0)	(95, 6.04829027050798e-05)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 1.2052030737852721e-06)	(130, 0.0015274368375609892)	(135, 0.025860212551573662)	(140, 0.0010944525598960762)	(145, 0.0003628318859239686)	(150, 0.0)
HSF4_6H_2_ZKRN250030478-1A_23F5KYLT4_L7_1	(1, 0.0)	(2, 0.049169470819962785)	(3, 0.0)	(4, 5.640425682926291e-06)	(5, 0.0)	(6, 0.006627500177438392)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.016292557599322022)	(25, 0.0003730201518308587)	(30, 0.0017169455778827628)	(35, 0.00106416031217876)	(40, 0.020798881691601268)	(45, 0.009249546063241392)	(50, 0.002411846022019282)	(55, 0.000247802701669895)	(60, 0.0016398597602161036)	(65, 2.256170273170516e-06)	(70, 2.1809645973981656e-05)	(75, 0.0001192009960991756)	(80, 4.1363121674792795e-06)	(85, 3.760283788617527e-07)	(90, 3.0082270308940215e-06)	(95, 0.000485076608731661)	(100, 0.0012702238637950006)	(105, 0.0)	(110, 0.008518170866355285)	(115, 0.0)	(120, 3.873092302276053e-05)	(125, 2.256170273170516e-06)	(130, 0.0)	(135, 0.008584351861034952)	(140, 7.520567577235053e-06)	(145, 0.00012371333664551665)	(150, 0.04266417986565446)
HSF4_6H_2_ZKRN250030478-1A_23F5KYLT4_L7_2	(1, 0.011027032210120897)	(2, 0.009575562667714532)	(3, 0.00494101289824343)	(4, 5.640425682926291e-06)	(5, 5.640425682926291e-06)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0007573211550275699)	(15, 0.0022287202015136083)	(20, 0.0016676858602518731)	(25, 0.00020155121106989947)	(30, 0.000795300021292607)	(35, 2.5945958141460937e-05)	(40, 0.0)	(45, 0.000524559588512145)	(50, 6.392482440649795e-05)	(55, 0.00047003547357719086)	(60, 0.00021433617595119903)	(65, 0.0009013400241316213)	(70, 0.0037704365548467942)	(75, 0.006439485988007515)	(80, 0.0030984738418208422)	(85, 0.0006839956211495281)	(90, 0.0006749709400568461)	(95, 0.00028766170982924083)	(100, 0.0)	(105, 2.368978786829042e-05)	(110, 3.760283788617527e-07)	(115, 0.0)	(120, 2.0305532458534647e-05)	(125, 0.00045762653707475304)	(130, 0.0061969476836416845)	(135, 0.027415853074431527)	(140, 0.005380214044753958)	(145, 0.0029811529876159755)	(150, 0.002487427726170494)
HSF4_6H_3_1	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.01637063489572022)	(15, 1.465228783935935e-05)	(20, 0.0006029416445896373)	(25, 0.0001809557654217518)	(30, 0.0008132021895593498)	(35, 0.02593089637731385)	(40, 0.0006864982682018833)	(45, 3.8101706173886165e-05)	(50, 0.0)	(55, 0.00035323918592951585)	(60, 0.0)	(65, 0.0)	(70, 8.430604610779769e-06)	(75, 0.0)	(80, 0.0)	(85, 3.117325602796152e-05)	(90, 0.0)	(95, 9.761765578979674e-05)	(100, 0.008639841552090919)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.008699563817594689)	(130, 0.0)	(135, 0.0)	(140, 0.0)		
HSF4_6H_3_1.sub	(1, 0.0)	(2, 0.048497614000593936)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0014140470594861396)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.016399345770227232)	(25, 1.8400612519589553e-05)	(30, 0.0006760292342082041)	(35, 7.120569560117975e-05)	(40, 0.017967051774664816)	(45, 0.008687757359558691)	(50, 0.00064258368897333)	(55, 3.681381386826067e-05)	(60, 0.00033415630094145275)	(65, 0.0)	(70, 0.0)	(75, 5.60429326973656e-06)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 2.1631968241835023e-05)	(100, 8.575372349679995e-05)	(105, 0.0)	(110, 0.008615663324856712)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.008679684295293907)	(140, 0.0)	(145, 0.0)	(150, 0.0)
HSF4_6H_3_2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 3.1136111658638615e-05)	(6, 0.0)	(7, 9.89029429156756e-05)	(8, 0.0)	(9, 0.0016978338533857648)	(10, 1.8315359799199188e-06)	(15, 7.545928237270066e-05)	(20, 0.00017875791164018406)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 0.00012821474478063783)	(45, 1.5753597151644122e-05)	(50, 0.00027589715516947345)	(55, 1.4657241703591708e-06)	(60, 0.0011752547549746467)	(65, 1.7225699626738147e-05)	(70, 0.0021934280138900444)	(75, 0.0011276617881864545)	(80, 0.00010449959259092169)	(85, 8.508532046034488e-05)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 3.680117327439768e-07)	(120, 0.0006687539010183652)	(125, 0.026909698352788194)	(130, 3.180728666250901e-05)	(135, 0.0015691039330011404)	(140, 0.00021787715988891168)		
HSF4_6H_3_2.sub	(1, 0.005960198355401267)	(2, 0.009262308249618547)	(3, 0.0006420213664710761)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 4.0001331244303814e-07)	(15, 0.0003412113555139115)	(20, 5.160171730515191e-05)	(25, 0.0)	(30, 0.00017600762112999493)	(35, 0.0)	(40, 0.0)	(45, 0.0001036209857365153)	(50, 1.560446755906216e-05)	(55, 0.00023528848446977756)	(60, 2.8413322097505217e-05)	(65, 1.2006712712943552e-06)	(70, 0.0010526917026639864)	(75, 0.0020667881944529927)	(80, 0.000867177309991002)	(85, 0.00032193825408480183)	(90, 0.0)	(95, 7.290851966537665e-05)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 4.021136282557461e-07)	(130, 0.0016041850352866147)	(135, 0.025916774065970944)	(140, 0.0011263314643295032)	(145, 0.0004074115711864613)	(150, 0.0)
HSF4_6H_3_ZKRN250030479-1A_23F5KYLT4_L7_1	(1, 0.0)	(2, 0.04945107770997553)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.006422928804808453)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.016342339477734506)	(25, 0.000357640353904107)	(30, 0.001709374916006977)	(35, 0.0010754756356687791)	(40, 0.020666138368607836)	(45, 0.009274198279352113)	(50, 0.002475382163807712)	(55, 0.00023064153435448535)	(60, 0.0017177685161496243)	(65, 1.4597565465473757e-06)	(70, 2.0801530788300102e-05)	(75, 0.00012590400213971113)	(80, 3.6493913663684394e-06)	(85, 3.649391366368439e-07)	(90, 2.9195130930947513e-06)	(95, 0.0004642025818020654)	(100, 0.001292614421967701)	(105, 0.0)	(110, 0.008642488633833737)	(115, 3.649391366368439e-07)	(120, 3.357440057058964e-05)	(125, 2.1896348198210633e-06)	(130, 0.0)	(135, 0.008701608773968906)	(140, 6.2039653228263454e-06)	(145, 0.00011897015854361112)	(150, 0.043553661261924136)
HSF4_6H_3_ZKRN250030479-1A_23F5KYLT4_L7_2	(1, 0.011052181753046817)	(2, 0.009322370245388178)	(3, 0.004685818514417075)	(4, 3.6493913663684394e-06)	(5, 9.123478415921098e-06)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 1.8246956831842197e-06)	(10, 0.0007561538911115405)	(15, 0.0022122610462925476)	(20, 0.0016444157496856187)	(25, 0.00019779701205716938)	(30, 0.0007849840829058512)	(35, 2.8830191794310668e-05)	(40, 0.0)	(45, 0.0004923028953231025)	(50, 7.116313164418456e-05)	(55, 0.0004985068606459288)	(60, 0.00021640890802564845)	(65, 0.0008795033192947937)	(70, 0.0037515743246267553)	(75, 0.006394828491287415)	(80, 0.0031267985227044787)	(85, 0.0007061572293922929)	(90, 0.0006619995938592348)	(95, 0.0002985202137689383)	(100, 0.0)	(105, 2.262622647148432e-05)	(110, 1.0948174099105316e-06)	(115, 0.0)	(120, 2.0801530788300102e-05)	(125, 0.0004247891550452863)	(130, 0.006182068974628136)	(135, 0.027430650205308372)	(140, 0.005344533656046579)	(145, 0.003000894520564767)	(150, 0.0024615144766155124)
