#Coverage (X)	Coverage
1.0	38.91459389512553
2.0	32.637776287689405
3.0	28.420079478729264
4.0	26.018704673911415
5.0	24.197293124454973
6.0	22.906108527251746
7.0	21.870132448267796
8.0	21.042665613143555
9.0	20.350436659331848
10.0	19.758314156682673
11.0	19.243794174418085
12.0	18.79958297316307
13.0	18.410740319625674
14.0	18.05924859720234
15.0	17.745193385397315
16.0	17.45931748661596
17.0	17.19856926097478
18.0	16.962085259979602
19.0	16.742794390120153
20.0	16.542316400062376
21.0	16.354202213180585
22.0	16.17770179121797
23.0	16.01144377480142
24.0	15.855451820054085
25.0	15.707466071448906
26.0	15.566989750400197
27.0	15.434291423482293
28.0	15.30997988798157
29.0	15.189960547291918
30.0	15.074703740802576
31.0	14.966133267938517
32.0	14.861091732030488
33.0	14.75954225735714
34.0	14.660504506345319
35.0	14.565038829925825
36.0	14.473872306000672
37.0	14.385305172546282
38.0	14.301252183999367
39.0	14.219631601524668
40.0	14.14110510080144
41.0	14.064768183004205
42.0	13.989460306563032
43.0	13.917256948398233
44.0	13.845922604874232
45.0	13.77621009732114
46.0	13.706755024049158
47.0	13.63899205934915
48.0	13.573350492279047
49.0	13.50907541420375
50.0	13.445747276821905
51.0	13.383776583446604
