#Mapping quality	mapping quality
0.0	1430748.0
1.0	1027530.0
2.0	180796.0
3.0	1004084.0
4.0	8685.0
5.0	7409.0
6.0	7478.0
7.0	7055.0
8.0	6759.0
9.0	6986.0
10.0	5881.0
11.0	5344.0
12.0	5848.0
13.0	5495.0
14.0	5076.0
15.0	6363.0
16.0	4757.0
17.0	5818.0
18.0	5725.0
19.0	5601.0
20.0	5278.0
21.0	5137.0
22.0	5258.0
23.0	5603.0
24.0	5230.0
25.0	6693.0
26.0	5097.0
27.0	4326.0
28.0	6173.0
29.0	4914.0
30.0	4704.0
31.0	5604.0
32.0	5002.0
33.0	4395.0
34.0	6482.0
35.0	2942.0
36.0	6798.0
37.0	6915.0
38.0	4848.0
39.0	6989.0
40.0	3312.0
41.0	3913.0
42.0	5871.0
43.0	7100.0
44.0	5837.0
45.0	7192.0
46.0	3254.0
47.0	3762.0
48.0	4219.0
49.0	2406.0
50.0	2000.0
51.0	12901.0
52.0	7553.0
53.0	13653.0
54.0	2528.0
55.0	2718.0
56.0	3560.0
57.0	4801.0
58.0	3576.0
59.0	4345.0
60.0	3068.0
61.0	2915.0
62.0	2439.0
63.0	8267.0
64.0	13503.0
65.0	10881.0
66.0	19714.0
67.0	2290.0
68.0	2829.0
69.0	2826.0
70.0	3811.0
71.0	4060.0
72.0	3311.0
73.0	6210.0
74.0	4760.0
75.0	6749.0
76.0	3056.0
77.0	3736.0
78.0	4740.0
79.0	2936.0
80.0	3671.0
81.0	2655.0
82.0	2045.0
83.0	1918.0
84.0	1390.0
85.0	36834.0
86.0	16116.0
87.0	55626.0
88.0	1610.0
89.0	2201.0
90.0	2489.0
91.0	2832.0
92.0	2761.0
93.0	3897.0
94.0	4362.0
95.0	3400.0
96.0	4978.0
97.0	6899.0
98.0	2729.0
99.0	3763.0
100.0	2310.0
101.0	2160.0
102.0	11645.0
103.0	23995.0
104.0	1767.0
105.0	2367.0
106.0	3212.0
107.0	3313.0
108.0	3247.0
109.0	6858.0
110.0	5195.0
111.0	7892.0
112.0	2629.0
113.0	5047.0
114.0	4828.0
115.0	6079.0
116.0	3488.0
117.0	4931.0
118.0	3251.0
119.0	4380.0
120.0	3204.0
121.0	2924.0
122.0	2666.0
123.0	2730.0
124.0	2370.0
125.0	2130.0
126.0	1677.0
127.0	35570.0
128.0	52413.0
129.0	148384.0
130.0	1812.0
131.0	2197.0
132.0	2373.0
133.0	2781.0
134.0	2986.0
135.0	3378.0
136.0	3630.0
137.0	3967.0
138.0	4147.0
139.0	4105.0
140.0	5628.0
141.0	3856.0
142.0	5489.0
143.0	6888.0
144.0	3584.0
145.0	4012.0
146.0	8393.0
147.0	11482.0
148.0	4064.0
149.0	3865.0
150.0	5041.0
151.0	3540.0
152.0	2440.0
153.0	17524.0
154.0	29270.0
155.0	2899.0
156.0	3517.0
157.0	4977.0
158.0	4713.0
159.0	6317.0
160.0	10874.0
161.0	3282.0
162.0	4871.0
163.0	7379.0
164.0	4267.0
165.0	5105.0
166.0	4093.0
167.0	3608.0
168.0	3016.0
169.0	2304.0
170.0	46664.0
171.0	107226.0
172.0	2818.0
173.0	3710.0
174.0	4252.0
175.0	4388.0
176.0	5498.0
177.0	6866.0
178.0	5769.0
179.0	9568.0
180.0	5531.0
181.0	3759.0
182.0	11401.0
183.0	22102.0
184.0	4554.0
185.0	6549.0
186.0	9757.0
187.0	7523.0
188.0	5327.0
189.0	5114.0
190.0	3870.0
191.0	26375.0
192.0	73841.0
193.0	4709.0
194.0	5219.0
195.0	7557.0
196.0	10618.0
197.0	5608.0
198.0	9413.0
199.0	18592.0
200.0	6986.0
201.0	10855.0
202.0	6171.0
203.0	4969.0
204.0	79655.0
205.0	4991.0
206.0	7011.0
207.0	10727.0
208.0	9193.0
209.0	17460.0
210.0	10794.0
211.0	8175.0
212.0	17811.0
213.0	53683.0
214.0	9166.0
215.0	11669.0
216.0	17228.0
217.0	11308.0
218.0	16371.0
219.0	49184.0
220.0	12808.0
221.0	17959.0
222.0	11802.0
223.0	50872.0
224.0	12606.0
225.0	21324.0
226.0	17718.0
227.0	44467.0
228.0	22301.0
229.0	47356.0
230.0	17060.0
231.0	25890.0
232.0	43861.0
233.0	26587.0
234.0	46691.0
235.0	45966.0
236.0	29457.0
237.0	49454.0
238.0	50891.0
239.0	51979.0
240.0	55607.0
241.0	69829.0
242.0	59579.0
243.0	75955.0
244.0	91120.0
245.0	86504.0
246.0	110369.0
247.0	118069.0
248.0	141491.0
249.0	173414.0
250.0	204474.0
251.0	276523.0
252.0	402115.0
253.0	713573.0
254.0	1724452.0
255.0	4.5361742E7
