#GC Content (%)	Sample
1.0	0.0
2.0	3.328064341867289E-7
3.0	5.99051581536112E-7
4.0	3.328064341867289E-7
5.0	1.7305934577709904E-5
6.0	1.9462520271239903E-4
7.0	3.654880260238657E-4
8.0	1.7146187489300275E-4
9.0	1.5009570181821473E-4
10.0	8.071221641896549E-4
11.0	5.517930678815965E-4
12.0	0.001228721355017403
13.0	0.002148997706830546
14.0	7.431567675389656E-4
15.0	6.099010712905993E-4
16.0	4.091522301891645E-4
17.0	5.934604334417751E-4
18.0	3.555038329982638E-4
19.0	3.5696818130868545E-4
20.0	5.976537945125277E-4
21.0	9.519595243477194E-4
22.0	0.001042549435733347
23.0	0.001337815304143813
24.0	0.0034832852627719795
25.0	0.004367751642266631
26.0	0.005226924732763089
27.0	0.0057281312226483035
28.0	0.006998586504512722
29.0	0.009033298481843545
30.0	0.008491888974708574
31.0	0.011082920187425932
32.0	0.010796240725017486
33.0	0.011422249627722723
34.0	0.011772761364208186
35.0	0.009938731666691961
36.0	0.011484684114776152
37.0	0.010323722149759169
38.0	0.012216924831273793
39.0	0.01232109324517424
40.0	0.012618821881197687
41.0	0.014745588118224559
42.0	0.013711625088493228
43.0	0.017905052720532853
44.0	0.017317316557759088
45.0	0.020051920466184602
46.0	0.022633766221318408
47.0	0.022208506159714606
48.0	0.02856018351745517
49.0	0.026812750054114324
50.0	0.034913724591227165
51.0	0.03837497806805598
52.0	0.03681930767209355
53.0	0.045521663435781796
54.0	0.04207465407433618
55.0	0.05243624959630579
56.0	0.04641105535050242
57.0	0.05410640540562847
58.0	0.048920415864270345
59.0	0.04515770631935519
60.0	0.04933609110056957
61.0	0.03393127999750795
62.0	0.03490513818522515
63.0	0.022834381939846164
64.0	0.018449923414583368
65.0	0.014068327024654569
66.0	0.008738165736006753
67.0	0.00744075313297321
68.0	0.004308179290547206
69.0	0.0032957155564643384
70.0	0.0015036194696556409
71.0	9.472336729822678E-4
72.0	7.773027076865241E-4
73.0	4.1946922964895307E-4
74.0	2.424827679484507E-4
75.0	8.972461465674211E-5
76.0	3.873866893933524E-5
77.0	2.476079870349263E-5
78.0	1.3112573506957118E-5
79.0	7.721109273132109E-6
80.0	7.321741552108036E-7
81.0	3.328064341867289E-7
82.0	0.0
83.0	0.0
84.0	1.3312257367469155E-7
85.0	0.0
86.0	0.0
87.0	6.656128683734578E-8
88.0	0.0
89.0	6.656128683734578E-8
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	6.656128683734578E-7
