#Mapping quality	mapping quality
0.0	1452556.0
1.0	960582.0
2.0	192618.0
3.0	951039.0
4.0	23090.0
5.0	19062.0
6.0	16400.0
7.0	13621.0
8.0	12445.0
9.0	11166.0
10.0	10873.0
11.0	9733.0
12.0	9175.0
13.0	9360.0
14.0	8211.0
15.0	9304.0
16.0	7468.0
17.0	8251.0
18.0	6966.0
19.0	7459.0
20.0	6568.0
21.0	7324.0
22.0	6886.0
23.0	6882.0
24.0	7127.0
25.0	7649.0
26.0	6228.0
27.0	5091.0
28.0	7765.0
29.0	6460.0
30.0	5896.0
31.0	6565.0
32.0	7531.0
33.0	5245.0
34.0	7449.0
35.0	3417.0
36.0	7236.0
37.0	8529.0
38.0	5260.0
39.0	7531.0
40.0	4297.0
41.0	4219.0
42.0	7669.0
43.0	10627.0
44.0	6119.0
45.0	8736.0
46.0	3997.0
47.0	4519.0
48.0	4656.0
49.0	2889.0
50.0	2526.0
51.0	17880.0
52.0	7188.0
53.0	14367.0
54.0	2739.0
55.0	3125.0
56.0	3929.0
57.0	6057.0
58.0	3929.0
59.0	4959.0
60.0	3627.0
61.0	3145.0
62.0	2711.0
63.0	8749.0
64.0	17206.0
65.0	10288.0
66.0	18589.0
67.0	2241.0
68.0	2671.0
69.0	3884.0
70.0	3444.0
71.0	3952.0
72.0	3670.0
73.0	7860.0
74.0	4651.0
75.0	6453.0
76.0	3099.0
77.0	3922.0
78.0	4477.0
79.0	3297.0
80.0	3471.0
81.0	2911.0
82.0	2179.0
83.0	2048.0
84.0	1490.0
85.0	42285.0
86.0	14730.0
87.0	49130.0
88.0	1906.0
89.0	2219.0
90.0	2527.0
91.0	3446.0
92.0	2908.0
93.0	4453.0
94.0	3843.0
95.0	3311.0
96.0	5246.0
97.0	7097.0
98.0	3289.0
99.0	3611.0
100.0	2415.0
101.0	2312.0
102.0	14008.0
103.0	20149.0
104.0	1903.0
105.0	2600.0
106.0	3720.0
107.0	3466.0
108.0	3452.0
109.0	7478.0
110.0	5437.0
111.0	8005.0
112.0	2955.0
113.0	4705.0
114.0	4231.0
115.0	5083.0
116.0	3565.0
117.0	4759.0
118.0	3211.0
119.0	3784.0
120.0	3822.0
121.0	3168.0
122.0	2810.0
123.0	3032.0
124.0	2118.0
125.0	1994.0
126.0	1640.0
127.0	32708.0
128.0	58534.0
129.0	130015.0
130.0	1606.0
131.0	2221.0
132.0	2567.0
133.0	2920.0
134.0	3197.0
135.0	3388.0
136.0	3825.0
137.0	4405.0
138.0	4636.0
139.0	4279.0
140.0	5199.0
141.0	3909.0
142.0	5066.0
143.0	7459.0
144.0	3535.0
145.0	4230.0
146.0	7743.0
147.0	10583.0
148.0	3602.0
149.0	3820.0
150.0	4648.0
151.0	3792.0
152.0	2545.0
153.0	18234.0
154.0	27639.0
155.0	2722.0
156.0	3999.0
157.0	4211.0
158.0	4374.0
159.0	5919.0
160.0	11052.0
161.0	3430.0
162.0	5190.0
163.0	6597.0
164.0	4467.0
165.0	5054.0
166.0	4263.0
167.0	3591.0
168.0	2981.0
169.0	2199.0
170.0	46233.0
171.0	94615.0
172.0	2539.0
173.0	3221.0
174.0	4422.0
175.0	4532.0
176.0	5713.0
177.0	6332.0
178.0	5479.0
179.0	9939.0
180.0	5422.0
181.0	3491.0
182.0	10579.0
183.0	18989.0
184.0	4233.0
185.0	6846.0
186.0	8695.0
187.0	6780.0
188.0	5136.0
189.0	4867.0
190.0	3215.0
191.0	26446.0
192.0	69202.0
193.0	3908.0
194.0	4678.0
195.0	7097.0
196.0	9433.0
197.0	4837.0
198.0	8465.0
199.0	16061.0
200.0	6171.0
201.0	9889.0
202.0	5201.0
203.0	4200.0
204.0	72023.0
205.0	4391.0
206.0	6144.0
207.0	10559.0
208.0	7670.0
209.0	15110.0
210.0	9705.0
211.0	7817.0
212.0	16190.0
213.0	46421.0
214.0	8387.0
215.0	10863.0
216.0	15582.0
217.0	10578.0
218.0	15555.0
219.0	44250.0
220.0	11428.0
221.0	16611.0
222.0	10535.0
223.0	46039.0
224.0	12460.0
225.0	18833.0
226.0	15469.0
227.0	38591.0
228.0	20415.0
229.0	39633.0
230.0	15862.0
231.0	24533.0
232.0	40000.0
233.0	25113.0
234.0	44631.0
235.0	43146.0
236.0	28060.0
237.0	46103.0
238.0	46835.0
239.0	48253.0
240.0	49417.0
241.0	64877.0
242.0	55244.0
243.0	73002.0
244.0	83438.0
245.0	82002.0
246.0	103020.0
247.0	114060.0
248.0	135458.0
249.0	165822.0
250.0	201651.0
251.0	274563.0
252.0	398343.0
253.0	671681.0
254.0	1667404.0
255.0	4.3968175E7
