#Position (bp)	mapping quality
179658.5	140.05164136337376
538974.5	154.09694572622357
898290.5	85.00549978547924
1257606.5	109.36417787057606
1616922.5	130.01599495224298
1976238.5	144.2460139680251
2335554.5	111.4312103214351
2694870.5	137.28544470718893
3054186.5	126.8213380201136
3413502.5	147.51048998709578
3772818.5	92.05595670062183
4132134.5	158.94892069572904
4491450.5	172.92282156736044
4850766.5	134.96933515710805
5210082.5	123.6168075017512
5569398.5	105.2585767473827
5928714.5	79.23973367447662
6288030.5	53.033201480632364
6647346.5	125.62065849171006
7006662.5	152.63574087379854
7365978.5	64.22897851387692
7725294.5	138.70088931869373
8084610.5	109.08984012898088
8443926.5	84.98668163625919
8803242.5	77.62052801158292
9162558.5	134.4541270749424
9521874.5	107.76815767246383
9881190.5	184.2489475094646
1.02405065E7	161.66795127071362
1.05998225E7	130.03224822908246
1.09591385E7	142.51695316130895
1.13184545E7	138.9989680037811
1.16777705E7	136.1156801613522
1.20370865E7	109.26492777208345
1.23964025E7	23.05372499333417
1.27557185E7	112.03762313172847
1.31150345E7	140.43640164665746
1.34743505E7	140.75003093227562
1.38336665E7	163.29601916654235
1.41929825E7	85.0988076489935
1.45522985E7	66.35474789658551
1.49116145E7	73.41928073731746
1.52709305E7	173.05873502513901
1.56302465E7	100.66551465002185
1.59895625E7	29.11743204253755
1.63488785E7	74.06951775880715
1.67081945E7	96.57401677159268
1.70675105E7	111.35128011966123
1.74268265E7	112.35687226964389
1.77861425E7	9.726757077845404
1.81454585E7	96.7459186065442
1.85047745E7	102.57813887170083
1.88640905E7	125.90213510600951
1.92234065E7	115.21398611153944
1.95827225E7	105.25207010868652
1.99420385E7	137.98055174438824
2.03013545E7	69.10701386148216
2.06606705E7	96.98784587010323
2.10199865E7	71.04777455659591
2.13793025E7	57.26289181930505
2.17386185E7	146.6095622237941
2.20979345E7	166.57050463896007
2.24572505E7	131.5208612070733
2.28165665E7	36.56481114719964
2.31758825E7	62.86034564407328
2.34346265E7	39.89853619325945
2.36142845E7	21.31358674283848
2.38945145E7	15.788256371376194
2.42538305E7	10.24062678043723
2.46131465E7	13.191456464232216
2.49724625E7	49.092160197159224
2.53317785E7	2.907930710031487
2.56910945E7	8.026467351186351
2.60504105E7	5.13679741888347
2.64097265E7	5.778619074827587
2.67690425E7	10.558926238418321
2.71283585E7	69.05074158691103
2.74876745E7	20.797332303412066
2.78469905E7	10.660971175583894
2.82063065E7	69.77936477881389
2.85656225E7	78.55663406850553
2.89249385E7	68.76288975019474
2.92842545E7	121.50723998567979
2.96435705E7	115.1591114879155
3.00028865E7	89.57991434962484
3.03622025E7	72.57991587314545
3.07215185E7	123.52668415929273
3.10808345E7	127.5926159193657
3.14401505E7	146.68598489018777
3.17994665E7	133.59194269712754
3.21587825E7	117.11472508130592
3.25180985E7	175.14606689045667
3.28774145E7	132.44312403195065
3.32367305E7	169.35773411701794
3.35960465E7	93.74532616174866
3.39553625E7	45.28514337911974
3.43146785E7	142.4251159939203
3.46739945E7	96.91369466968727
3.50333105E7	63.969580171041756
3.53926265E7	164.6460990193946
3.57519425E7	62.000083329270296
3.61112585E7	131.38796059534636
3.64705745E7	147.15665998166787
3.68298905E7	137.55397666302503
3.71892065E7	126.75861046046045
3.75485225E7	69.39782228768635
3.79078385E7	118.0218784269471
3.82671545E7	159.5861253461429
3.86264705E7	108.36373374165836
3.89857865E7	170.688474822354
3.93451025E7	104.21574882634565
3.97044185E7	109.1030518654959
4.00637345E7	134.69815101175948
4.04230505E7	162.63486336153133
4.07823665E7	84.44874218313774
4.11416825E7	172.9124116131389
4.15009985E7	149.46619052655336
4.18603145E7	124.97529426985285
4.22196305E7	97.06874968140757
4.25789465E7	96.22735979551557
4.29382625E7	90.84546668588075
4.32975785E7	74.21658062077323
4.36568945E7	185.27394944833634
4.40162105E7	86.90735967583593
4.43755265E7	152.62396468961566
4.47348425E7	140.47818319508406
4.50941585E7	52.91103467001829
4.54534745E7	94.18172038953712
4.58127905E7	111.4377511222883
4.61721065E7	104.93611696935413
4.65314225E7	130.8872100461504
4.68907385E7	126.61753481090628
4.72500545E7	146.2625435454072
4.76093705E7	115.03182594769811
4.79686865E7	114.02611122557545
4.83280025E7	153.58520707225074
4.86541545E7	53.65054225340947
4.88338125E7	42.43236685071929
4.90466345E7	161.70999673472872
4.94059505E7	94.90325676136953
4.97652665E7	119.81000737726019
5.01245825E7	138.89369448245404
5.04838985E7	149.90143038994276
5.08432145E7	111.42291095138185
5.12025305E7	86.89205808311843
5.15618465E7	151.525512481922
5.19211625E7	144.74452892730108
5.22804785E7	56.62886606348458
5.26397945E7	92.95168691931751
5.29991105E7	95.4629517312022
5.33584265E7	93.09578224605941
5.37177425E7	167.96849879584232
5.40770585E7	63.6608635569782
5.44363745E7	109.08338740211829
5.47956905E7	150.20182400154573
5.51550065E7	142.82760630947828
5.55143225E7	121.5220258723741
5.58736385E7	131.58407408797393
5.62329545E7	147.7562917953825
5.65922705E7	87.51545912895679
5.69515865E7	141.9211397222729
5.73109025E7	128.39906068140118
5.76702185E7	164.79034285829187
5.80295345E7	90.59967045534995
5.83888505E7	112.51925822385122
5.87481665E7	122.49011560819123
5.91074825E7	62.10853750139765
5.94667985E7	177.8562601936886
5.98261145E7	143.16163463646348
6.01854305E7	83.16514653168633
6.05447465E7	135.043967550927
6.09040625E7	123.5924884094504
