#Coverage (X)	Coverage
1.0	37.764547990418606
2.0	31.96629792847088
3.0	27.99794500649925
4.0	25.665518059842796
5.0	23.869661385279485
6.0	22.61795885757681
7.0	21.58983869877632
8.0	20.77850533962534
9.0	20.094668047609105
10.0	19.51465608846479
11.0	19.01554041696646
12.0	18.58322894141314
13.0	18.201332838855436
14.0	17.858721207593334
15.0	17.547776080211307
16.0	17.266213249290843
17.0	17.00867599448013
18.0	16.773227992524298
19.0	16.556038343013284
20.0	16.352503146925386
21.0	16.163185280837382
22.0	15.985719132436486
23.0	15.818794569962392
24.0	15.662394199206929
25.0	15.514078656414611
26.0	15.374882549088113
27.0	15.241471059634733
28.0	15.115340785726474
29.0	14.993998093678314
30.0	14.87958038379169
31.0	14.768405650078577
32.0	14.662806803740395
33.0	14.559896406218868
34.0	14.461147399062881
35.0	14.365388108409263
36.0	14.273630181405906
37.0	14.184470949104991
38.0	14.099112003407754
39.0	14.01691115014809
40.0	13.936760726148961
41.0	13.859677944704856
42.0	13.784605237958303
43.0	13.71227037957965
44.0	13.641595624429911
45.0	13.573071489179839
46.0	13.50586722644664
47.0	13.439117300431164
48.0	13.374649494529208
49.0	13.312271776682437
50.0	13.25064409709249
51.0	13.190693219171322
