#Mapping quality	mapping quality
0.0	1345063.0
1.0	933225.0
2.0	165616.0
3.0	881107.0
4.0	8574.0
5.0	7770.0
6.0	6437.0
7.0	6354.0
8.0	6484.0
9.0	5710.0
10.0	5763.0
11.0	5457.0
12.0	5421.0
13.0	5229.0
14.0	4905.0
15.0	5737.0
16.0	4892.0
17.0	5223.0
18.0	5266.0
19.0	5020.0
20.0	4434.0
21.0	5067.0
22.0	5057.0
23.0	5049.0
24.0	4753.0
25.0	5990.0
26.0	4576.0
27.0	3864.0
28.0	5471.0
29.0	4741.0
30.0	3634.0
31.0	5380.0
32.0	4969.0
33.0	4214.0
34.0	5510.0
35.0	2429.0
36.0	5152.0
37.0	5429.0
38.0	4254.0
39.0	6258.0
40.0	3091.0
41.0	2956.0
42.0	5075.0
43.0	7817.0
44.0	4862.0
45.0	7159.0
46.0	3182.0
47.0	3287.0
48.0	3639.0
49.0	2177.0
50.0	1991.0
51.0	12396.0
52.0	5563.0
53.0	13184.0
54.0	1972.0
55.0	2063.0
56.0	2806.0
57.0	4227.0
58.0	3039.0
59.0	3917.0
60.0	2893.0
61.0	2471.0
62.0	1935.0
63.0	7261.0
64.0	12250.0
65.0	8585.0
66.0	17437.0
67.0	1993.0
68.0	2215.0
69.0	2732.0
70.0	3325.0
71.0	3572.0
72.0	3146.0
73.0	5389.0
74.0	4437.0
75.0	6189.0
76.0	2594.0
77.0	3183.0
78.0	4061.0
79.0	2559.0
80.0	2916.0
81.0	2640.0
82.0	1938.0
83.0	1735.0
84.0	1387.0
85.0	36676.0
86.0	11798.0
87.0	44956.0
88.0	1743.0
89.0	2100.0
90.0	2259.0
91.0	3150.0
92.0	2472.0
93.0	3349.0
94.0	3401.0
95.0	3116.0
96.0	4022.0
97.0	5378.0
98.0	2794.0
99.0	3261.0
100.0	1955.0
101.0	2050.0
102.0	11326.0
103.0	19426.0
104.0	1799.0
105.0	2365.0
106.0	3253.0
107.0	3049.0
108.0	3323.0
109.0	6213.0
110.0	4836.0
111.0	7630.0
112.0	2460.0
113.0	4423.0
114.0	3984.0
115.0	4631.0
116.0	2832.0
117.0	4382.0
118.0	2759.0
119.0	3147.0
120.0	3587.0
121.0	2673.0
122.0	2471.0
123.0	2417.0
124.0	2108.0
125.0	1776.0
126.0	1651.0
127.0	31415.0
128.0	50086.0
129.0	122462.0
130.0	1517.0
131.0	1894.0
132.0	2105.0
133.0	2149.0
134.0	2596.0
135.0	3265.0
136.0	3253.0
137.0	4066.0
138.0	3944.0
139.0	3477.0
140.0	4949.0
141.0	3232.0
142.0	4670.0
143.0	6456.0
144.0	3180.0
145.0	3640.0
146.0	6808.0
147.0	9854.0
148.0	3217.0
149.0	3802.0
150.0	4874.0
151.0	3314.0
152.0	2253.0
153.0	15498.0
154.0	26087.0
155.0	2526.0
156.0	3109.0
157.0	4332.0
158.0	4135.0
159.0	5635.0
160.0	8995.0
161.0	3019.0
162.0	4424.0
163.0	7009.0
164.0	3776.0
165.0	4624.0
166.0	3916.0
167.0	3157.0
168.0	2761.0
169.0	2114.0
170.0	41056.0
171.0	90487.0
172.0	2600.0
173.0	3362.0
174.0	3823.0
175.0	4207.0
176.0	5023.0
177.0	6071.0
178.0	5077.0
179.0	8935.0
180.0	5098.0
181.0	3413.0
182.0	10200.0
183.0	18403.0
184.0	4248.0
185.0	6350.0
186.0	8646.0
187.0	6456.0
188.0	4913.0
189.0	4711.0
190.0	3502.0
191.0	23669.0
192.0	62952.0
193.0	4090.0
194.0	4783.0
195.0	7282.0
196.0	9779.0
197.0	4915.0
198.0	8678.0
199.0	16325.0
200.0	6325.0
201.0	9633.0
202.0	5850.0
203.0	4655.0
204.0	70802.0
205.0	4711.0
206.0	6048.0
207.0	10150.0
208.0	7646.0
209.0	15736.0
210.0	9770.0
211.0	8201.0
212.0	15987.0
213.0	46145.0
214.0	8356.0
215.0	10680.0
216.0	14888.0
217.0	10660.0
218.0	14245.0
219.0	40406.0
220.0	11335.0
221.0	16385.0
222.0	11106.0
223.0	43962.0
224.0	11873.0
225.0	19663.0
226.0	15761.0
227.0	40627.0
228.0	20537.0
229.0	40692.0
230.0	15040.0
231.0	24709.0
232.0	38406.0
233.0	24834.0
234.0	44869.0
235.0	41398.0
236.0	27914.0
237.0	47032.0
238.0	48113.0
239.0	48596.0
240.0	50678.0
241.0	65512.0
242.0	57694.0
243.0	72880.0
244.0	84808.0
245.0	82265.0
246.0	105458.0
247.0	115866.0
248.0	144202.0
249.0	176592.0
250.0	207947.0
251.0	289798.0
252.0	414779.0
253.0	728266.0
254.0	1850984.0
255.0	4.0395439E7
