#Read position (bp)	Clipping profile
0.0	8.116463820062975
1.0	4.465755761234781
2.0	2.1645356568987584
3.0	1.9337321962227965
4.0	1.7422915315306553
5.0	1.614544817037134
6.0	1.4962073350023033
7.0	1.3929756298803535
8.0	1.32101116303273
9.0	1.2604990932085745
10.0	1.2031777999761464
11.0	1.1480805610595133
12.0	1.1015207253097796
13.0	1.0554946625958368
14.0	1.0073275769272216
15.0	0.9663219461554671
16.0	0.925666233262731
17.0	0.8887973435183555
18.0	0.8546566270680221
19.0	0.8247623716579803
20.0	0.790758063872349
21.0	0.7623702345855392
22.0	0.7350143665012583
23.0	0.7095741505343157
24.0	0.6817171288775423
25.0	0.6574867984583923
26.0	0.6346620703668249
27.0	0.6114874243962389
28.0	0.5920373280531713
29.0	0.5740610383700374
30.0	0.5565799714478873
31.0	0.539852117587353
32.0	0.5231983988706785
33.0	0.5061829006519681
34.0	0.4839186342479811
35.0	0.46508830770758175
36.0	0.4497957102321741
37.0	0.4361370513274372
38.0	0.4124820096246395
39.0	0.3990516869629909
40.0	0.3869202120217668
41.0	0.3757524939507205
42.0	0.36441871315742824
43.0	0.3532806491439259
44.0	0.34243912570586293
45.0	0.3300644874927785
46.0	0.31741110113878107
47.0	0.30410829092457137
48.0	0.2898239314056575
49.0	0.28034946002037
50.0	0.27149179303199633
51.0	0.2634407164088177
52.0	0.2508762922274521
53.0	0.24200676361606088
54.0	0.23171680564831512
55.0	0.22236095049320334
56.0	0.21235863688363377
57.0	0.20610459614761764
58.0	0.20026867762297107
59.0	0.19420738826099057
60.0	0.18863835625423941
61.0	0.181613310022081
62.0	0.17651577753027842
63.0	0.17191643320521396
64.0	0.16650753310920005
65.0	0.16162350983171384
66.0	0.15609895891127856
67.0	0.15266501904769078
68.0	0.14859648235266276
69.0	0.14407127317145815
70.0	0.12793946586755703
71.0	0.1253269433979363
72.0	0.12368114320424783
73.0	0.12084028449153877
74.0	0.11971046489911483
75.0	0.11681622888282668
76.0	0.11726993596324889
77.0	0.11811507660325106
78.0	0.11978163463722026
79.0	0.12256021982908706
80.0	0.12475462008733833
81.0	0.12780898801436372
82.0	0.12963567795907016
83.0	0.1338228308842739
84.0	0.13775495891459982
85.0	0.14206962428724249
86.0	0.14601954475209475
87.0	0.14958989328038463
88.0	0.15434047329892314
89.0	0.15911477656349685
90.0	0.1641826549977555
91.0	0.16928908370682125
92.0	0.17526734170767871
93.0	0.18104395211723745
94.0	0.18653588357437437
95.0	0.19307163785705783
96.0	0.1996489078203028
97.0	0.2069704946279006
98.0	0.21434545873907745
99.0	0.2224469472600807
100.0	0.23051285091203128
101.0	0.2389286724430003
102.0	0.24748090263867142
103.0	0.2564898053205191
104.0	0.26601172319787697
105.0	0.27513627670414603
106.0	0.28501700867778546
107.0	0.29516166176356595
108.0	0.3055376164981891
109.0	0.31536793657400386
110.0	0.32667502871550663
111.0	0.33781012732325455
112.0	0.3491468735223012
113.0	0.3615244771411401
114.0	0.37434689162313795
115.0	0.3888744144139122
116.0	0.40231066788706954
117.0	0.4167106782304048
118.0	0.43062139662426513
119.0	0.4446833507115995
120.0	0.4603555201235696
121.0	0.4766682171784888
122.0	0.49230776712716057
123.0	0.5090118977416597
124.0	0.527548649112374
125.0	0.546610277301616
126.0	0.565980307689315
127.0	0.5867411133758245
128.0	0.60766798178458
129.0	0.6311866148226756
130.0	0.654568839196069
131.0	0.6785826949951483
132.0	0.7058140160377446
133.0	0.7309695530522654
134.0	0.7580466729956333
135.0	0.785393644862651
136.0	0.8166519869197139
137.0	0.8504605779255551
138.0	0.8845894327528709
139.0	0.9211232316469999
140.0	0.9637153544973551
141.0	1.0079414159183813
142.0	1.089611655800135
143.0	1.186547804505507
144.0	1.289826956119527
145.0	1.3835278471468557
146.0	1.5107200307643054
147.0	1.7061224775443167
148.0	3.904262112451863
149.0	7.396415856404142
