#Insert size (bp)	insert size
24.0	1.0
27.0	1.0
28.0	2.0
29.0	3.0
30.0	7.0
31.0	51.0
32.0	56.0
33.0	79.0
34.0	50.0
35.0	56.0
36.0	67.0
37.0	81.0
38.0	88.0
39.0	99.0
40.0	78.0
41.0	108.0
42.0	107.0
43.0	152.0
44.0	178.0
45.0	142.0
46.0	190.0
47.0	154.0
48.0	191.0
49.0	188.0
50.0	234.0
51.0	251.0
52.0	239.0
53.0	204.0
54.0	224.0
55.0	248.0
56.0	247.0
57.0	226.0
58.0	224.0
59.0	266.0
60.0	300.0
61.0	275.0
62.0	236.0
63.0	273.0
64.0	280.0
65.0	311.0
66.0	298.0
67.0	314.0
68.0	337.0
69.0	345.0
70.0	380.0
71.0	435.0
72.0	405.0
73.0	367.0
74.0	411.0
75.0	469.0
76.0	469.0
77.0	504.0
78.0	587.0
79.0	539.0
80.0	615.0
81.0	654.0
82.0	712.0
83.0	760.0
84.0	700.0
85.0	823.0
86.0	815.0
87.0	799.0
88.0	993.0
89.0	1007.0
90.0	1017.0
91.0	1083.0
92.0	1218.0
93.0	1192.0
94.0	1350.0
95.0	1401.0
96.0	1455.0
97.0	1612.0
98.0	1598.0
99.0	1629.0
100.0	1767.0
101.0	1816.0
102.0	2026.0
103.0	2079.0
104.0	2176.0
105.0	2314.0
106.0	2427.0
107.0	2475.0
108.0	2607.0
109.0	2813.0
110.0	2914.0
111.0	2955.0
112.0	3157.0
113.0	3378.0
114.0	3489.0
115.0	3657.0
116.0	3707.0
117.0	3883.0
118.0	3989.0
119.0	4170.0
120.0	4503.0
121.0	4633.0
122.0	4962.0
123.0	5000.0
124.0	5256.0
125.0	5441.0
126.0	5575.0
127.0	5905.0
128.0	6297.0
129.0	6518.0
130.0	6750.0
131.0	6915.0
132.0	7303.0
133.0	7778.0
134.0	7962.0
135.0	8388.0
136.0	8693.0
137.0	8940.0
138.0	9155.0
139.0	9395.0
140.0	10055.0
141.0	10249.0
142.0	10780.0
143.0	11098.0
144.0	11394.0
145.0	11759.0
146.0	12897.0
147.0	13025.0
148.0	13550.0
149.0	14077.0
150.0	14567.0
151.0	14786.0
152.0	15867.0
153.0	16399.0
154.0	16711.0
155.0	17390.0
156.0	17805.0
157.0	18571.0
158.0	19208.0
159.0	19609.0
160.0	19968.0
161.0	21160.0
162.0	21600.0
163.0	23207.0
164.0	23726.0
165.0	24560.0
166.0	25605.0
167.0	26604.0
168.0	27189.0
169.0	27850.0
170.0	29104.0
171.0	30060.0
172.0	31003.0
173.0	31324.0
174.0	33591.0
175.0	34156.0
176.0	35558.0
177.0	35637.0
178.0	36950.0
179.0	37710.0
180.0	38528.0
181.0	39950.0
182.0	40895.0
183.0	42931.0
184.0	45363.0
185.0	45812.0
186.0	46631.0
187.0	48759.0
188.0	51569.0
189.0	51797.0
190.0	52791.0
191.0	55010.0
192.0	58181.0
193.0	57352.0
194.0	57633.0
195.0	61324.0
196.0	61235.0
197.0	62809.0
198.0	63881.0
199.0	66393.0
200.0	67173.0
201.0	70216.0
202.0	71230.0
203.0	73012.0
204.0	74929.0
205.0	76725.0
206.0	79103.0
207.0	80946.0
208.0	82980.0
209.0	85763.0
210.0	88514.0
211.0	91060.0
212.0	91553.0
213.0	92311.0
214.0	96157.0
215.0	98910.0
216.0	103046.0
217.0	106064.0
218.0	107589.0
219.0	112429.0
220.0	114949.0
221.0	122547.0
222.0	119662.0
223.0	121296.0
224.0	121629.0
225.0	129520.0
226.0	125937.0
227.0	129245.0
228.0	129707.0
229.0	137919.0
230.0	139100.0
231.0	139258.0
232.0	146555.0
