#GC Content (%)	Sample
1.0	0.0
2.0	6.768991709271265E-8
3.0	2.0306975127813796E-7
4.0	1.353798341854253E-7
5.0	1.353798341854253E-7
6.0	1.9163015528946952E-4
7.0	2.937065502652802E-4
8.0	1.3788436111785568E-4
9.0	2.6683365317947325E-4
10.0	6.111722614301025E-4
11.0	3.201733078485308E-4
12.0	0.0011833551306148025
13.0	0.0017911428961902693
14.0	0.0012000068502196095
15.0	7.013352309975957E-4
16.0	6.484694057481873E-4
17.0	4.194067263064476E-4
18.0	2.905251241619227E-4
19.0	6.158428657094995E-4
20.0	8.458532039905372E-4
21.0	0.0010490583351028607
22.0	0.0012655306899653556
23.0	0.0014693450303315135
24.0	0.0022106850023309024
25.0	0.004546054831946581
26.0	0.006216574295877636
27.0	0.008969997053457907
28.0	0.008938792001678169
29.0	0.010602542473899954
30.0	0.01116470723535493
31.0	0.011179802086866605
32.0	0.01152129771859934
33.0	0.013476520973822346
34.0	0.011556361095653367
35.0	0.011438309880243677
36.0	0.011407307898215214
37.0	0.011848646157659699
38.0	0.012180529821165268
39.0	0.012644882652421278
40.0	0.013250842790235242
41.0	0.013938030828560462
42.0	0.015216084153187969
43.0	0.016635338644870875
44.0	0.01823133151008285
45.0	0.02004284907131803
46.0	0.02194771102822406
47.0	0.023988697408403526
48.0	0.026565246412620543
49.0	0.029654546538814858
50.0	0.03278750666153397
51.0	0.0394648462230617
52.0	0.03578921603501031
53.0	0.042297263113889164
54.0	0.045550846668867495
55.0	0.04805171834577485
56.0	0.050531335388715105
57.0	0.049702066214412276
58.0	0.04984089823436943
59.0	0.04654940832581919
60.0	0.04316416788209554
61.0	0.03620577978479886
62.0	0.030783140526501655
63.0	0.02261574282001204
64.0	0.01697080987398236
65.0	0.012067487659620438
66.0	0.008984076556213192
67.0	0.0060035541267868696
68.0	0.0041614407230257874
69.0	0.0024796847328573427
70.0	0.0014372600096295676
71.0	8.170849892261343E-4
72.0	5.183016951789008E-4
73.0	3.1489349431529926E-4
74.0	1.225864398549026E-4
75.0	6.491463049191143E-5
76.0	2.3420711314078578E-5
77.0	1.252263466215184E-5
78.0	8.731999304959931E-6
79.0	2.0306975127813796E-6
80.0	2.707596683708506E-7
81.0	0.0
82.0	0.0
83.0	0.0
84.0	2.0306975127813793E-7
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	6.768991709271265E-8
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	1.2184185076688275E-6
