#Coverage (X)	Coverage
1.0	35.13998392580349
2.0	29.719072683869683
3.0	26.070607599590772
4.0	23.984855572619338
5.0	22.39769252052247
6.0	21.280509145450225
7.0	20.36605804981619
8.0	19.651444141610497
9.0	19.039832472345523
10.0	18.527105485060375
11.0	18.084139709111213
12.0	17.694286104194262
13.0	17.34520452325667
14.0	17.03725050391367
15.0	16.75785986171101
16.0	16.505572874698046
17.0	16.273090933121466
18.0	16.05659009425446
19.0	15.859496321340629
20.0	15.67693297417398
21.0	15.504227272668416
22.0	15.344533134651556
23.0	15.192988531052265
24.0	15.05036576471386
25.0	14.915316436618028
26.0	14.78610669209317
27.0	14.664868365294097
28.0	14.548752284920553
29.0	14.438285147596304
30.0	14.332831716838527
31.0	14.230390962937918
32.0	14.130480022675343
33.0	14.0348195311242
34.0	13.943374004099795
35.0	13.854561960194204
36.0	13.76814544663948
37.0	13.683764751210404
38.0	13.603723562838653
39.0	13.523405458672642
40.0	13.446248230017517
41.0	13.370869385206959
42.0	13.297573670768315
43.0	13.225852480054328
44.0	13.155933329308041
45.0	13.08778630049136
46.0	13.021740492023099
47.0	12.95508727780512
48.0	12.890581204645159
49.0	12.827286464143015
50.0	12.765811853585078
51.0	12.705897155616924
