#Coverage (X)	Coverage
1.0	38.911437194224604
2.0	33.303577177357226
3.0	29.233205137091332
4.0	26.9202757062706
5.0	25.089948581468235
6.0	23.834199465174024
7.0	22.798737558983944
8.0	21.98976146292584
9.0	21.300038666629035
10.0	20.717773809640946
11.0	20.214868288063855
12.0	19.78027886700697
13.0	19.389056685790237
14.0	19.04183071898153
15.0	18.724502612964912
16.0	18.436926256391658
17.0	18.17122972640678
18.0	17.931805408460463
19.0	17.706801584865616
20.0	17.49913143760861
21.0	17.305423273375396
22.0	17.12215302558822
23.0	16.951931912779415
24.0	16.79124908796946
25.0	16.639250843420783
26.0	16.49516348475342
27.0	16.35774645703981
28.0	16.2290529726138
29.0	16.105517914566335
30.0	15.987215730108431
31.0	15.874420551961052
32.0	15.765853557938641
33.0	15.660588680397552
34.0	15.55864679238762
35.0	15.459780896152637
36.0	15.365185625910584
37.0	15.272990060629368
38.0	15.184015902703507
39.0	15.09766687867652
40.0	15.013462908402587
41.0	14.931820061341412
42.0	14.852729292504748
43.0	14.775479526662096
44.0	14.70004015000707
45.0	14.625948476602005
46.0	14.553398625810217
47.0	14.483663157902328
48.0	14.415324097027323
49.0	14.34727169270316
50.0	14.28211229308387
51.0	14.216963329989497
