#Coverage (X)	Coverage
1.0	37.748085416026534
2.0	31.86008471869968
3.0	27.84959258798557
4.0	25.53220884833351
5.0	23.75054515187864
6.0	22.50459454093769
7.0	21.49394790790882
8.0	20.695459823616318
9.0	20.020915213379396
10.0	19.448930333427057
11.0	18.959192227443978
12.0	18.532389149737824
13.0	18.15162784532194
14.0	17.812281454819825
15.0	17.502761260972093
16.0	17.22495070864072
17.0	16.96770567652746
18.0	16.73568989973016
19.0	16.520712097731604
20.0	16.317656286021204
21.0	16.128966002964418
22.0	15.952735539112794
23.0	15.788381144839718
24.0	15.631751866304583
25.0	15.486415603489732
26.0	15.346384574170486
27.0	15.213142852188966
28.0	15.089236253854722
29.0	14.96965942182122
30.0	14.854462451408025
31.0	14.743743445949292
32.0	14.637336812583115
33.0	14.534496687662639
34.0	14.437244973946974
35.0	14.34301289477176
36.0	14.252483694634407
37.0	14.163823328224154
38.0	14.077868804838744
39.0	13.99529154091401
40.0	13.915996216189129
41.0	13.838592685546146
42.0	13.764059895021575
43.0	13.691577533757538
44.0	13.620337118957721
45.0	13.551703052311936
46.0	13.485126372609955
47.0	13.420396957816934
48.0	13.356212329624185
49.0	13.29284731652099
50.0	13.230678329172406
51.0	13.170606387562287
