#GC Content (%)	Sample
1.0	6.77988900508112E-8
2.0	2.033966701524336E-7
3.0	4.067933403048672E-7
4.0	3.38994450254056E-7
5.0	6.77988900508112E-8
6.0	2.1078674916797204E-4
7.0	3.2916361119668836E-4
8.0	1.530898937347317E-4
9.0	2.9112843387818325E-4
10.0	6.314110630432048E-4
11.0	3.595375139394518E-4
12.0	0.0012197698309041442
13.0	0.00182284095790611
14.0	0.0011955656271560046
15.0	6.750057493458763E-4
16.0	5.952064557560716E-4
17.0	3.7106332524808967E-4
18.0	2.546526310308469E-4
19.0	5.036779541874763E-4
20.0	7.257871179939338E-4
21.0	8.969793153722322E-4
22.0	0.0010445097001227973
23.0	0.0012688562273009314
24.0	0.001882842975601078
25.0	0.0037381596018415267
26.0	0.0051386812736211335
27.0	0.007400791240166449
28.0	0.0074968622673684485
29.0	0.008856162213997163
30.0	0.00954465994246315
31.0	0.009831245850707928
32.0	0.010261701003640529
33.0	0.011887111593718677
34.0	0.010510726326797157
35.0	0.01053425254164479
36.0	0.01069391892771445
37.0	0.011232513310278094
38.0	0.011770022910600924
39.0	0.012243394760935689
40.0	0.012953384737547783
41.0	0.013704121847080416
42.0	0.01503921758996099
43.0	0.016592286764354924
44.0	0.01817661122706228
45.0	0.01999050273148168
46.0	0.022041893747749078
47.0	0.02422000088952144
48.0	0.026789036431326775
49.0	0.029942430606480056
50.0	0.03331257783312578
51.0	0.04052373557782011
52.0	0.03700348160860189
53.0	0.043786557161515395
54.0	0.04700571626001796
55.0	0.04940566137003658
56.0	0.05182845470600231
57.0	0.05087737187636954
58.0	0.050921237758232415
59.0	0.04753834434025714
60.0	0.04418480784167387
61.0	0.03716606334694373
62.0	0.03131617171668959
63.0	0.023304715873835483
64.0	0.017717612741418285
65.0	0.012665578449282093
66.0	0.00934668718351478
67.0	0.006264142848464599
68.0	0.004403944702140492
69.0	0.002666598144588455
70.0	0.0015652051757130273
71.0	9.216581113507275E-4
72.0	5.955454502063257E-4
73.0	3.575035472379275E-4
74.0	1.4732698808041271E-4
75.0	8.325703698239614E-5
76.0	3.166208165372883E-5
77.0	1.8102303643566593E-5
78.0	1.1932604648942774E-5
79.0	3.7289389527946163E-6
80.0	5.423911204064896E-7
81.0	0.0
82.0	1.355977801016224E-7
83.0	0.0
84.0	1.355977801016224E-7
85.0	0.0
86.0	2.033966701524336E-7
87.0	0.0
88.0	6.77988900508112E-8
89.0	6.77988900508112E-8
90.0	6.77988900508112E-8
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	7.457877905589233E-7
