#Mapping quality	mapping quality
0.0	1435093.0
1.0	978990.0
2.0	187675.0
3.0	963409.0
4.0	9518.0
5.0	8534.0
6.0	7799.0
7.0	7701.0
8.0	7146.0
9.0	6851.0
10.0	6563.0
11.0	5934.0
12.0	6720.0
13.0	6429.0
14.0	5780.0
15.0	6152.0
16.0	5692.0
17.0	6195.0
18.0	5536.0
19.0	6010.0
20.0	5141.0
21.0	6207.0
22.0	5045.0
23.0	5965.0
24.0	5302.0
25.0	5980.0
26.0	4636.0
27.0	4208.0
28.0	5360.0
29.0	5804.0
30.0	4555.0
31.0	5203.0
32.0	5857.0
33.0	4322.0
34.0	6120.0
35.0	2714.0
36.0	6311.0
37.0	6448.0
38.0	5101.0
39.0	6657.0
40.0	3846.0
41.0	3730.0
42.0	6608.0
43.0	7714.0
44.0	6713.0
45.0	7343.0
46.0	3017.0
47.0	3852.0
48.0	4274.0
49.0	2319.0
50.0	2149.0
51.0	15967.0
52.0	7973.0
53.0	14757.0
54.0	2461.0
55.0	2829.0
56.0	3567.0
57.0	5079.0
58.0	4065.0
59.0	4225.0
60.0	3150.0
61.0	3128.0
62.0	2280.0
63.0	8176.0
64.0	14456.0
65.0	9848.0
66.0	18005.0
67.0	2125.0
68.0	2682.0
69.0	3406.0
70.0	3533.0
71.0	4081.0
72.0	3648.0
73.0	6230.0
74.0	4432.0
75.0	6167.0
76.0	3188.0
77.0	3864.0
78.0	4674.0
79.0	2766.0
80.0	3088.0
81.0	2737.0
82.0	2232.0
83.0	1867.0
84.0	1674.0
85.0	39253.0
86.0	13814.0
87.0	50517.0
88.0	1865.0
89.0	2220.0
90.0	2679.0
91.0	3102.0
92.0	2831.0
93.0	3547.0
94.0	3818.0
95.0	3146.0
96.0	4992.0
97.0	6302.0
98.0	3198.0
99.0	4007.0
100.0	2263.0
101.0	2062.0
102.0	13214.0
103.0	22573.0
104.0	1922.0
105.0	2635.0
106.0	3293.0
107.0	3608.0
108.0	3219.0
109.0	7673.0
110.0	6283.0
111.0	8489.0
112.0	2774.0
113.0	4712.0
114.0	3880.0
115.0	5828.0
116.0	3701.0
117.0	4895.0
118.0	3507.0
119.0	4035.0
120.0	3943.0
121.0	3220.0
122.0	2989.0
123.0	2646.0
124.0	2261.0
125.0	2060.0
126.0	1591.0
127.0	33007.0
128.0	52766.0
129.0	136425.0
130.0	1654.0
131.0	2105.0
132.0	2453.0
133.0	2722.0
134.0	3034.0
135.0	2966.0
136.0	3695.0
137.0	4499.0
138.0	4527.0
139.0	4346.0
140.0	4969.0
141.0	3699.0
142.0	6272.0
143.0	7534.0
144.0	3466.0
145.0	4236.0
146.0	8470.0
147.0	10793.0
148.0	3497.0
149.0	3992.0
150.0	4939.0
151.0	3872.0
152.0	2608.0
153.0	18518.0
154.0	30485.0
155.0	3278.0
156.0	3926.0
157.0	4570.0
158.0	4419.0
159.0	6026.0
160.0	11981.0
161.0	3480.0
162.0	5301.0
163.0	7266.0
164.0	4237.0
165.0	5293.0
166.0	4793.0
167.0	3883.0
168.0	3072.0
169.0	2169.0
170.0	46148.0
171.0	98820.0
172.0	2516.0
173.0	3221.0
174.0	4188.0
175.0	4640.0
176.0	5531.0
177.0	6909.0
178.0	5602.0
179.0	9668.0
180.0	5476.0
181.0	3611.0
182.0	11152.0
183.0	20741.0
184.0	4947.0
185.0	6963.0
186.0	8902.0
187.0	7760.0
188.0	5131.0
189.0	4963.0
190.0	3532.0
191.0	25762.0
192.0	72048.0
193.0	4199.0
194.0	4905.0
195.0	7541.0
196.0	10402.0
197.0	5381.0
198.0	9068.0
199.0	18640.0
200.0	6715.0
201.0	10912.0
202.0	6221.0
203.0	4631.0
204.0	75366.0
205.0	4639.0
206.0	6104.0
207.0	10208.0
208.0	8006.0
209.0	16069.0
210.0	9807.0
211.0	7738.0
212.0	15141.0
213.0	49639.0
214.0	8601.0
215.0	10617.0
216.0	16489.0
217.0	10356.0
218.0	14005.0
219.0	45363.0
220.0	11694.0
221.0	16974.0
222.0	11768.0
223.0	48785.0
224.0	12178.0
225.0	20069.0
226.0	16223.0
227.0	42441.0
228.0	22737.0
229.0	41924.0
230.0	15569.0
231.0	23955.0
232.0	41009.0
233.0	24926.0
234.0	46496.0
235.0	44751.0
236.0	28905.0
237.0	47957.0
238.0	50069.0
239.0	52130.0
240.0	53294.0
241.0	69450.0
242.0	60244.0
243.0	75752.0
244.0	88180.0
245.0	86763.0
246.0	107383.0
247.0	117434.0
248.0	142498.0
249.0	173014.0
250.0	211742.0
251.0	280700.0
252.0	404992.0
253.0	719125.0
254.0	1839479.0
255.0	4.3703812E7
