#GC Content (%)	Sample
1.0	0.0
2.0	1.3540990745545284E-7
3.0	4.0622972236635853E-7
4.0	3.385247686386321E-7
5.0	2.7759031028367834E-6
6.0	6.228178693413554E-4
7.0	9.987157724376926E-4
8.0	2.865273641757382E-4
9.0	4.876110767470857E-4
10.0	0.0013590415361766526
11.0	6.171983581819542E-4
12.0	0.002615374657548344
13.0	0.0037915451137064075
14.0	0.0024546430973987217
15.0	0.0012561300065105083
16.0	9.308754088025106E-4
17.0	7.230889058121182E-4
18.0	4.518628611788462E-4
19.0	9.87950684794984E-4
20.0	0.0010019656102166234
21.0	0.0014266110799969235
22.0	0.0018173363679596327
23.0	0.001973937925931864
24.0	0.0026914073205845813
25.0	0.005289855739700994
26.0	0.007726963254084234
27.0	0.010670165297582229
28.0	0.010736990086911495
29.0	0.012169152973114092
30.0	0.012962790440710501
31.0	0.012957306339458557
32.0	0.01353130893716222
33.0	0.01759015320818569
34.0	0.012766987714529918
35.0	0.012274434176160705
36.0	0.011915868741218666
37.0	0.011720336834852994
38.0	0.011992849273607092
39.0	0.012324400432011768
40.0	0.012916818777129375
41.0	0.01354471451800031
42.0	0.01476028925722791
43.0	0.01616537016193942
44.0	0.01762055273240944
45.0	0.01921683242644805
46.0	0.020931866609325084
47.0	0.02282394924620013
48.0	0.02513864620424364
49.0	0.028071489389821295
50.0	0.03091035809962486
51.0	0.03718315435754499
52.0	0.033679423002135146
53.0	0.03985675527529917
54.0	0.04313597700414788
55.0	0.045717837709601
56.0	0.048456029153211434
57.0	0.04797925086906078
58.0	0.04836963763225485
59.0	0.045548710735189145
60.0	0.042455542219184225
61.0	0.03559709811151927
62.0	0.03049918591563638
63.0	0.022435864451432797
64.0	0.01686442380917819
65.0	0.011977480249110897
66.0	0.009014372949216951
67.0	0.005999674474582476
68.0	0.004173401052730785
69.0	0.002503390664082685
70.0	0.0014274235394416564
71.0	8.04808784961484E-4
72.0	5.197032248140281E-4
73.0	3.304678791450327E-4
74.0	1.2701449319321478E-4
75.0	6.27624921056024E-5
76.0	2.4576898203164687E-5
77.0	1.4353450190278002E-5
78.0	8.530824169693529E-6
79.0	2.3019684267426986E-6
80.0	4.7393467609408496E-7
81.0	0.0
82.0	0.0
83.0	0.0
84.0	6.770495372772642E-8
85.0	0.0
86.0	2.708198149109057E-7
87.0	0.0
88.0	1.3540990745545284E-7
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	1.1509842133713493E-6
