#Coverage (X)	Coverage
1.0	40.43102374753317
2.0	34.00157196329721
3.0	29.57058737360549
4.0	27.058421203422867
5.0	25.107708763790683
6.0	23.73415285008761
7.0	22.617459295917783
8.0	21.733808472596337
9.0	20.988344196758476
10.0	20.36603717676637
11.0	19.82373377365633
12.0	19.351464323066594
13.0	18.92858746603136
14.0	18.549187084463654
15.0	18.2080476989821
16.0	17.900980784256404
17.0	17.618420917322936
18.0	17.358531965565973
19.0	17.120404559781733
20.0	16.897471342728906
21.0	16.68881877059377
22.0	16.495482842415655
23.0	16.31484816505227
24.0	16.146328205803698
25.0	15.985810278087314
26.0	15.83489325751924
27.0	15.692876505393897
28.0	15.557258734574674
29.0	15.426941326872765
30.0	15.301545088549787
31.0	15.183402930807162
32.0	15.069507047166013
33.0	14.960106522687497
34.0	14.855660564467627
35.0	14.754926530273863
36.0	14.657178037972514
37.0	14.56353388303387
38.0	14.472491901639302
39.0	14.384214207809066
40.0	14.299145397504304
41.0	14.216829046702316
42.0	14.137610256493431
43.0	14.060959547180587
44.0	13.987232456379019
45.0	13.915868194816937
46.0	13.846168906862076
47.0	13.777819409462154
48.0	13.711312306592902
49.0	13.645829374701421
50.0	13.581760939819333
51.0	13.519476454928423
