#Insert size (bp)	insert size
24.0	1.0
26.0	2.0
28.0	3.0
29.0	4.0
30.0	21.0
31.0	76.0
32.0	67.0
33.0	66.0
34.0	88.0
35.0	83.0
36.0	80.0
37.0	90.0
38.0	90.0
39.0	91.0
40.0	119.0
41.0	116.0
42.0	117.0
43.0	133.0
44.0	147.0
45.0	175.0
46.0	210.0
47.0	193.0
48.0	231.0
49.0	222.0
50.0	212.0
51.0	261.0
52.0	244.0
53.0	256.0
54.0	222.0
55.0	261.0
56.0	260.0
57.0	222.0
58.0	269.0
59.0	260.0
60.0	330.0
61.0	315.0
62.0	320.0
63.0	331.0
64.0	325.0
65.0	316.0
66.0	311.0
67.0	367.0
68.0	371.0
69.0	425.0
70.0	441.0
71.0	499.0
72.0	475.0
73.0	489.0
74.0	526.0
75.0	535.0
76.0	599.0
77.0	618.0
78.0	642.0
79.0	688.0
80.0	676.0
81.0	774.0
82.0	818.0
83.0	874.0
84.0	898.0
85.0	944.0
86.0	995.0
87.0	993.0
88.0	1103.0
89.0	1216.0
90.0	1224.0
91.0	1312.0
92.0	1448.0
93.0	1489.0
94.0	1551.0
95.0	1528.0
96.0	1651.0
97.0	1782.0
98.0	1900.0
99.0	1918.0
100.0	2070.0
101.0	2193.0
102.0	2351.0
103.0	2399.0
104.0	2456.0
105.0	2588.0
106.0	2738.0
107.0	2834.0
108.0	3078.0
109.0	3062.0
110.0	3205.0
111.0	3475.0
112.0	3621.0
113.0	3851.0
114.0	3928.0
115.0	4081.0
116.0	4194.0
117.0	4359.0
118.0	4604.0
119.0	4695.0
120.0	5029.0
121.0	5067.0
122.0	5475.0
123.0	5734.0
124.0	5979.0
125.0	6196.0
126.0	6349.0
127.0	6774.0
128.0	7186.0
129.0	7471.0
130.0	7534.0
131.0	7729.0
132.0	8130.0
133.0	8867.0
134.0	8782.0
135.0	9184.0
136.0	9713.0
137.0	9963.0
138.0	10376.0
139.0	10878.0
140.0	11303.0
141.0	11529.0
142.0	12285.0
143.0	12844.0
144.0	12878.0
145.0	13496.0
146.0	14595.0
147.0	14614.0
148.0	14959.0
149.0	15816.0
150.0	16569.0
151.0	17075.0
152.0	18118.0
153.0	18317.0
154.0	19049.0
155.0	19614.0
156.0	20175.0
157.0	21186.0
158.0	21366.0
159.0	22929.0
160.0	23014.0
161.0	24265.0
162.0	25442.0
163.0	26651.0
164.0	26900.0
165.0	27995.0
166.0	29176.0
167.0	30612.0
168.0	31369.0
169.0	32326.0
170.0	33647.0
171.0	34799.0
172.0	36029.0
173.0	36350.0
174.0	38970.0
175.0	39695.0
176.0	41145.0
177.0	41597.0
178.0	43011.0
179.0	44234.0
180.0	45578.0
181.0	47078.0
182.0	47639.0
183.0	51013.0
184.0	52839.0
185.0	53564.0
186.0	55105.0
187.0	56871.0
188.0	60500.0
189.0	61148.0
190.0	62276.0
191.0	63918.0
192.0	67433.0
193.0	67508.0
194.0	68508.0
195.0	72177.0
196.0	72578.0
197.0	75076.0
198.0	76719.0
199.0	78480.0
200.0	79686.0
201.0	83519.0
202.0	85797.0
203.0	86441.0
204.0	90198.0
205.0	92407.0
206.0	94797.0
207.0	97595.0
208.0	100078.0
209.0	102227.0
210.0	104921.0
211.0	108011.0
212.0	110145.0
213.0	111351.0
214.0	115468.0
215.0	118936.0
216.0	123130.0
217.0	127133.0
218.0	130085.0
219.0	133542.0
220.0	136441.0
221.0	144088.0
222.0	142733.0
223.0	144910.0
224.0	144379.0
225.0	152301.0
226.0	150054.0
227.0	153687.0
228.0	154971.0
229.0	163339.0
230.0	165694.0
231.0	166375.0
232.0	170921.0
233.0	175249.0
234.0	179077.0
235.0	180362.0
236.0	179730.0
237.0	184316.0
238.0	190210.0
239.0	193101.0
240.0	199491.0
241.0	196513.0
242.0	202836.0
243.0	202612.0
244.0	207020.0
245.0	207850.0
246.0	208507.0
247.0	215814.0
248.0	215508.0
249.0	215293.0
250.0	217115.0
251.0	222272.0
252.0	223764.0
253.0	230307.0
254.0	226107.0
255.0	224908.0
256.0	230984.0
257.0	227705.0
258.0	233604.0
259.0	232810.0
260.0	234707.0
261.0	240050.0
262.0	240120.0
263.0	240965.0
264.0	241174.0
265.0	241648.0
266.0	244701.0
267.0	244020.0
268.0	243633.0
269.0	246550.0
270.0	244741.0
271.0	245640.0
272.0	245168.0
273.0	246611.0
274.0	250870.0
275.0	247210.0
276.0	245980.0
277.0	246152.0
278.0	244701.0
279.0	247115.0
280.0	248204.0
281.0	247317.0
282.0	246272.0
283.0	246487.0
284.0	246030.0
285.0	246513.0
286.0	245056.0
287.0	245810.0
288.0	244466.0
289.0	244498.0
290.0	240622.0
291.0	241732.0
292.0	238723.0
293.0	242170.0
294.0	238232.0
295.0	236086.0
296.0	235036.0
297.0	235382.0
298.0	234895.0
299.0	234732.0
300.0	232098.0
301.0	227573.0
302.0	224956.0
303.0	226033.0
304.0	225423.0
305.0	223633.0
306.0	226809.0
307.0	219957.0
308.0	220415.0
309.0	215972.0
310.0	217210.0
311.0	214822.0
312.0	215497.0
313.0	210585.0
314.0	210311.0
315.0	206524.0
316.0	209501.0
317.0	205637.0
318.0	202715.0
319.0	203968.0
320.0	201309.0
321.0	199160.0
322.0	196941.0
323.0	192217.0
324.0	191856.0
325.0	194250.0
326.0	189508.0
327.0	186417.0
328.0	182758.0
329.0	182883.0
330.0	182996.0
331.0	178837.0
332.0	179714.0
333.0	174246.0
334.0	176163.0
335.0	173964.0
336.0	172856.0
337.0	168793.0
338.0	169506.0
339.0	164755.0
340.0	161641.0
341.0	159692.0
342.0	161631.0
343.0	157555.0
344.0	152668.0
345.0	150001.0
346.0	151517.0
347.0	148572.0
348.0	148984.0
349.0	146506.0
350.0	143816.0
351.0	142611.0
352.0	140641.0
353.0	141031.0
354.0	136480.0
355.0	138843.0
356.0	135025.0
357.0	131169.0
358.0	129782.0
359.0	130437.0
360.0	124871.0
361.0	123585.0
362.0	120430.0
363.0	119926.0
364.0	118358.0
365.0	115866.0
366.0	115036.0
367.0	113342.0
368.0	112036.0
369.0	110733.0
370.0	108369.0
371.0	107976.0
372.0	107280.0
373.0	105781.0
374.0	104453.0
375.0	101883.0
376.0	102199.0
377.0	99640.0
378.0	97317.0
379.0	96959.0
380.0	94943.0
381.0	94011.0
382.0	92933.0
383.0	90596.0
384.0	91058.0
385.0	89222.0
386.0	87551.0
387.0	85849.0
388.0	84735.0
389.0	83623.0
390.0	82725.0
391.0	82079.0
392.0	79967.0
393.0	78556.0
394.0	77955.0
395.0	76111.0
396.0	75751.0
397.0	74978.0
398.0	73848.0
399.0	72754.0
400.0	72701.0
401.0	70975.0
402.0	70619.0
403.0	69106.0
404.0	68488.0
405.0	67079.0
406.0	66811.0
407.0	66430.0
408.0	64501.0
409.0	64239.0
410.0	62852.0
411.0	61748.0
412.0	61614.0
413.0	61250.0
414.0	60773.0
415.0	60115.0
416.0	58787.0
417.0	58089.0
418.0	57617.0
419.0	56800.0
420.0	56648.0
421.0	55328.0
422.0	54903.0
423.0	53181.0
424.0	52858.0
425.0	52108.0
426.0	51648.0
427.0	50432.0
428.0	50237.0
429.0	49864.0
430.0	49176.0
431.0	49572.0
432.0	47897.0
433.0	47293.0
434.0	46156.0
435.0	45699.0
436.0	45391.0
437.0	45104.0
438.0	43902.0
439.0	44012.0
440.0	43164.0
441.0	43025.0
442.0	42479.0
443.0	42263.0
444.0	42282.0
445.0	40892.0
446.0	40908.0
447.0	40546.0
448.0	40138.0
449.0	40143.0
450.0	38564.0
451.0	38252.0
452.0	37606.0
453.0	37522.0
454.0	37470.0
455.0	37479.0
456.0	36397.0
457.0	36746.0
458.0	35753.0
459.0	35712.0
460.0	36224.0
461.0	34898.0
462.0	34672.0
463.0	34769.0
464.0	34651.0
465.0	34988.0
466.0	35507.0
467.0	33214.0
468.0	32548.0
469.0	32530.0
470.0	32495.0
471.0	32491.0
472.0	32228.0
473.0	32040.0
474.0	31781.0
475.0	31574.0
476.0	32847.0
477.0	31519.0
478.0	31717.0
479.0	30919.0
480.0	29496.0
481.0	29741.0
482.0	29408.0
483.0	29406.0
484.0	29718.0
485.0	29258.0
486.0	28397.0
487.0	27657.0
488.0	27926.0
489.0	28208.0
490.0	26940.0
491.0	27710.0
492.0	27598.0
493.0	27585.0
494.0	27251.0
495.0	26707.0
496.0	26537.0
497.0	26351.0
498.0	26365.0
499.0	26525.0
500.0	27004.0
501.0	25940.0
502.0	25696.0
503.0	26115.0
504.0	25154.0
505.0	24140.0
506.0	24241.0
507.0	24330.0
508.0	24314.0
509.0	25322.0
510.0	24209.0
511.0	23422.0
512.0	22983.0
513.0	22762.0
514.0	23086.0
515.0	22928.0
516.0	22445.0
517.0	22519.0
518.0	22332.0
519.0	21929.0
520.0	22998.0
521.0	22220.0
522.0	22024.0
523.0	21194.0
524.0	21414.0
525.0	21035.0
526.0	21237.0
527.0	21690.0
528.0	20206.0
529.0	20497.0
530.0	20527.0
531.0	20711.0
532.0	19741.0
533.0	19836.0
534.0	19964.0
535.0	20416.0
536.0	19657.0
537.0	20084.0
538.0	20064.0
539.0	27743.0
540.0	19391.0
541.0	18245.0
542.0	17849.0
543.0	17696.0
544.0	18567.0
545.0	17966.0
546.0	18221.0
547.0	17341.0
548.0	17346.0
549.0	17069.0
550.0	17278.0
551.0	16911.0
552.0	17225.0
553.0	16464.0
554.0	16083.0
555.0	16184.0
556.0	16297.0
557.0	15804.0
558.0	15907.0
559.0	15751.0
560.0	15353.0
561.0	15964.0
562.0	15257.0
563.0	15418.0
564.0	15038.0
565.0	15072.0
566.0	14912.0
567.0	14957.0
568.0	14956.0
569.0	14872.0
570.0	14070.0
571.0	14284.0
572.0	14323.0
573.0	14051.0
574.0	13915.0
575.0	14025.0
576.0	14083.0
577.0	14113.0
578.0	13716.0
579.0	13753.0
580.0	14061.0
581.0	13829.0
582.0	13711.0
583.0	13692.0
584.0	14163.0
585.0	14183.0
586.0	13753.0
587.0	13906.0
588.0	13977.0
589.0	13793.0
590.0	13761.0
591.0	13543.0
592.0	13403.0
593.0	13202.0
594.0	12881.0
595.0	13121.0
596.0	12361.0
597.0	13227.0
598.0	12301.0
599.0	12129.0
600.0	12175.0
601.0	12481.0
602.0	12502.0
603.0	11810.0
604.0	11975.0
605.0	12163.0
606.0	11833.0
607.0	12122.0
608.0	12055.0
609.0	11901.0
610.0	11545.0
611.0	11991.0
612.0	12108.0
613.0	12014.0
614.0	12409.0
615.0	11950.0
616.0	12027.0
617.0	11838.0
618.0	11957.0
619.0	11978.0
620.0	11607.0
621.0	11765.0
622.0	11574.0
623.0	11775.0
624.0	11680.0
625.0	11724.0
626.0	11518.0
627.0	11540.0
628.0	11502.0
629.0	11094.0
630.0	11154.0
631.0	11365.0
632.0	11387.0
633.0	11452.0
634.0	11129.0
635.0	11465.0
636.0	11249.0
637.0	11779.0
638.0	11505.0
639.0	10258.0
640.0	10493.0
641.0	10896.0
642.0	10530.0
643.0	10615.0
644.0	10418.0
645.0	10446.0
646.0	10033.0
647.0	10233.0
648.0	10421.0
649.0	10400.0
650.0	10431.0
651.0	10794.0
652.0	10899.0
653.0	10661.0
654.0	10130.0
655.0	10084.0
656.0	10159.0
657.0	10246.0
658.0	9760.0
659.0	10350.0
660.0	10035.0
661.0	10181.0
662.0	9899.0
663.0	10230.0
664.0	9902.0
665.0	10144.0
666.0	10198.0
667.0	10239.0
668.0	10071.0
669.0	10527.0
670.0	10769.0
671.0	10176.0
672.0	10235.0
673.0	10210.0
674.0	10061.0
675.0	10439.0
676.0	10437.0
677.0	9876.0
678.0	10139.0
679.0	10199.0
680.0	9713.0
681.0	9864.0
682.0	10155.0
683.0	9619.0
684.0	9493.0
685.0	9744.0
686.0	9429.0
687.0	9909.0
688.0	9779.0
689.0	9499.0
690.0	9364.0
691.0	9643.0
692.0	9720.0
693.0	9227.0
694.0	9200.0
695.0	9420.0
696.0	9716.0
697.0	9269.0
698.0	9212.0
699.0	9474.0
700.0	9596.0
701.0	9720.0
702.0	8994.0
703.0	9247.0
704.0	8883.0
705.0	9076.0
706.0	9047.0
707.0	8765.0
708.0	8874.0
709.0	8524.0
710.0	8651.0
711.0	8704.0
712.0	8851.0
713.0	8860.0
714.0	8623.0
715.0	8748.0
716.0	8555.0
717.0	8866.0
718.0	8729.0
719.0	8726.0
720.0	8754.0
721.0	8559.0
722.0	8459.0
723.0	8836.0
724.0	8217.0
725.0	8476.0
726.0	8517.0
727.0	8262.0
728.0	8379.0
729.0	8058.0
730.0	8090.0
731.0	8557.0
732.0	8049.0
733.0	8453.0
734.0	8387.0
735.0	7934.0
736.0	8441.0
737.0	7793.0
738.0	8227.0
739.0	7837.0
740.0	7777.0
741.0	7986.0
742.0	7963.0
743.0	7998.0
744.0	7795.0
745.0	7807.0
746.0	8095.0
747.0	8196.0
748.0	7859.0
749.0	8138.0
750.0	8094.0
751.0	7973.0
752.0	8319.0
753.0	7907.0
754.0	8279.0
755.0	8040.0
756.0	8000.0
757.0	7633.0
758.0	7644.0
759.0	7522.0
760.0	7667.0
761.0	7618.0
762.0	7411.0
763.0	7461.0
764.0	7803.0
765.0	7456.0
766.0	7224.0
767.0	7126.0
768.0	6992.0
769.0	7290.0
770.0	7265.0
771.0	7294.0
772.0	7264.0
773.0	7123.0
774.0	6956.0
775.0	7194.0
776.0	7248.0
777.0	7259.0
778.0	6847.0
779.0	7200.0
780.0	7091.0
781.0	6783.0
782.0	6932.0
783.0	6720.0
784.0	7027.0
785.0	6967.0
786.0	7064.0
787.0	7038.0
788.0	6893.0
789.0	7009.0
790.0	7121.0
791.0	7058.0
792.0	7047.0
793.0	7090.0
794.0	7234.0
795.0	6893.0
796.0	7070.0
797.0	6901.0
798.0	7082.0
799.0	6810.0
800.0	7172.0
801.0	7030.0
802.0	6993.0
803.0	7126.0
804.0	7021.0
805.0	7042.0
806.0	6783.0
