#Insert size (bp)	insert size
33.0	1.0
34.0	1.0
35.0	2.0
40.0	1.0
41.0	1.0
42.0	2.0
43.0	3.0
44.0	5.0
45.0	2.0
46.0	2.0
47.0	3.0
48.0	1.0
49.0	3.0
50.0	2.0
51.0	1.0
52.0	2.0
53.0	2.0
54.0	6.0
55.0	3.0
56.0	2.0
57.0	2.0
58.0	4.0
59.0	3.0
60.0	10.0
61.0	4.0
62.0	3.0
63.0	8.0
64.0	3.0
65.0	9.0
66.0	7.0
67.0	16.0
68.0	5.0
69.0	5.0
70.0	7.0
71.0	17.0
72.0	8.0
73.0	10.0
74.0	12.0
75.0	10.0
76.0	23.0
77.0	11.0
78.0	9.0
79.0	18.0
80.0	18.0
81.0	17.0
82.0	11.0
83.0	30.0
84.0	25.0
85.0	19.0
86.0	15.0
87.0	18.0
88.0	21.0
89.0	28.0
90.0	32.0
91.0	26.0
92.0	34.0
93.0	45.0
94.0	55.0
95.0	45.0
96.0	46.0
97.0	61.0
98.0	66.0
99.0	70.0
100.0	91.0
101.0	84.0
102.0	84.0
103.0	86.0
104.0	111.0
105.0	133.0
106.0	144.0
107.0	133.0
108.0	154.0
109.0	159.0
110.0	187.0
111.0	187.0
112.0	204.0
113.0	209.0
114.0	260.0
115.0	268.0
116.0	260.0
117.0	293.0
118.0	300.0
119.0	310.0
120.0	330.0
121.0	381.0
122.0	415.0
123.0	382.0
124.0	455.0
125.0	493.0
126.0	512.0
127.0	474.0
128.0	496.0
129.0	571.0
130.0	584.0
131.0	660.0
132.0	596.0
133.0	616.0
134.0	709.0
135.0	800.0
136.0	809.0
137.0	865.0
138.0	1058.0
139.0	966.0
140.0	1351.0
141.0	1671.0
142.0	19997.0
143.0	20747.0
144.0	21734.0
145.0	22495.0
146.0	23402.0
147.0	24706.0
148.0	25303.0
149.0	26278.0
150.0	27330.0
151.0	28499.0
152.0	29193.0
153.0	30291.0
154.0	31233.0
155.0	32466.0
156.0	33786.0
157.0	33544.0
158.0	36794.0
159.0	37249.0
160.0	38975.0
161.0	39181.0
162.0	40956.0
163.0	42090.0
164.0	42492.0
165.0	44298.0
166.0	44606.0
167.0	47085.0
168.0	48994.0
169.0	49478.0
170.0	50683.0
171.0	52554.0
172.0	55781.0
173.0	57499.0
174.0	57945.0
175.0	60367.0
176.0	64013.0
177.0	62904.0
178.0	63864.0
179.0	67705.0
180.0	68626.0
181.0	69760.0
182.0	71262.0
183.0	73168.0
184.0	74223.0
185.0	77255.0
186.0	79964.0
187.0	79752.0
188.0	82923.0
189.0	85892.0
190.0	87808.0
191.0	90375.0
192.0	93410.0
193.0	95748.0
194.0	99399.0
195.0	100520.0
196.0	104471.0
197.0	105114.0
198.0	109713.0
199.0	112044.0
200.0	116823.0
201.0	120258.0
202.0	121938.0
203.0	128135.0
204.0	129908.0
205.0	139327.0
206.0	137699.0
207.0	139006.0
208.0	141110.0
209.0	147661.0
210.0	145635.0
211.0	149707.0
212.0	150303.0
213.0	157370.0
214.0	160718.0
215.0	161416.0
216.0	167544.0
217.0	170053.0
218.0	173773.0
219.0	175758.0
220.0	176389.0
221.0	180462.0
222.0	186789.0
223.0	188666.0
224.0	198589.0
225.0	193316.0
226.0	200390.0
227.0	199842.0
228.0	201999.0
229.0	208329.0
230.0	207426.0
231.0	217065.0
232.0	215198.0
