#GC Content (%)	Sample
1.0	0.0
2.0	3.439976030247021E-7
3.0	6.879952060494041E-7
4.0	2.0639856181482125E-7
5.0	3.3161368931581286E-5
6.0	4.001380118383335E-4
7.0	7.106990478490347E-4
8.0	2.9115957120010787E-4
9.0	3.689718290042955E-4
10.0	0.0017103560822388192
11.0	8.547652439957797E-4
12.0	0.0022990047805346893
13.0	0.003374066089507488
14.0	0.001084142845692651
15.0	0.0010951507689894418
16.0	6.441011119034523E-4
17.0	0.0010546966508737366
18.0	5.930518676145864E-4
19.0	5.980054330981422E-4
20.0	9.671836606642525E-4
21.0	0.001381356774705994
22.0	0.0014582058392217125
23.0	0.0023679419001808393
24.0	0.005232960336732373
25.0	0.0062966697248053585
26.0	0.007728043750991143
27.0	0.0082343394231229
28.0	0.009406545655189875
29.0	0.01232171894226241
30.0	0.011213427464837425
31.0	0.014191896310866507
32.0	0.014443564957239377
33.0	0.014627810073419407
34.0	0.013889316019245979
35.0	0.010999529755276665
36.0	0.012152747319656675
37.0	0.010870805852224823
38.0	0.012825881829255413
39.0	0.012850305659070168
40.0	0.013134103681565546
41.0	0.015519039063335807
42.0	0.014352611990999645
43.0	0.018690352965620535
44.0	0.018155092695314103
45.0	0.020921108621715125
46.0	0.023416192035973893
47.0	0.022487467307327806
48.0	0.028674195398206467
49.0	0.026578355602018166
50.0	0.033997214307410706
51.0	0.03723670853461493
52.0	0.03508142595262396
53.0	0.0432438698767147
54.0	0.03953158534391333
55.0	0.04903259274089379
56.0	0.043343697981112476
57.0	0.05028185443603828
58.0	0.04500871517927263
59.0	0.04129739383975973
60.0	0.04535684075353363
61.0	0.03084351308240084
62.0	0.031657273812116075
63.0	0.02062382589318118
64.0	0.01629289607110018
65.0	0.012492135354800848
66.0	0.007603929415819831
67.0	0.006485524408865918
68.0	0.003738428350631253
69.0	0.002894189433288029
70.0	0.001303544516901806
71.0	7.914008855186297E-4
72.0	6.600626006837984E-4
73.0	3.567255143366161E-4
74.0	2.0227059057852486E-4
75.0	7.100110526429852E-5
76.0	3.0065390504358966E-5
77.0	2.256624275842046E-5
78.0	9.356734802271899E-6
79.0	6.4671549368644E-6
80.0	2.751980824197617E-7
81.0	1.3759904120988084E-7
82.0	6.879952060494042E-8
83.0	0.0
84.0	1.3759904120988084E-7
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	8.255942472592851E-7
