#Coverage (X)	Coverage
1.0	38.67193634176229
2.0	32.48244322554801
3.0	28.291595420569763
4.0	25.910301881214238
5.0	24.0927295813878
6.0	22.797639636563474
7.0	21.765664921229785
8.0	20.938682340861348
9.0	20.245949650780673
10.0	19.659225614582965
11.0	19.14497837350268
12.0	18.698952608450085
13.0	18.30755091900491
14.0	17.961544634073945
15.0	17.64861378388582
16.0	17.365348407868467
17.0	17.107711658186943
18.0	16.87249117247414
19.0	16.65593745521427
20.0	16.452788410548024
21.0	16.263016207742297
22.0	16.087331922027587
23.0	15.921718882850442
24.0	15.765907827868205
25.0	15.617871288175124
26.0	15.47907663917347
27.0	15.346440235636692
28.0	15.220341271303155
29.0	15.100229393425977
30.0	14.98562243455433
31.0	14.875204001012989
32.0	14.770805355039386
33.0	14.669860503042457
34.0	14.572074439251438
35.0	14.477550833147092
36.0	14.386156097210588
37.0	14.297209074249494
38.0	14.212666960568498
39.0	14.13060456520597
40.0	14.051369772325558
41.0	13.974929185047557
42.0	13.900671223012267
43.0	13.827424908124854
44.0	13.756112133418995
45.0	13.685567486946468
46.0	13.616672507177952
47.0	13.549509294776072
48.0	13.48350244933414
49.0	13.419020728065632
50.0	13.356392533621033
51.0	13.294913052684805
