#Read position (bp)	Clipping profile
0.0	5.567050105026957
1.0	3.872184744691287
2.0	2.325204143869748
3.0	2.13671798656502
4.0	1.9618257993139834
5.0	1.8362829170382504
6.0	1.7055607182864931
7.0	1.5908867635485817
8.0	1.4752234621647808
9.0	1.4056047008198385
10.0	1.3398391843062547
11.0	1.280433257460281
12.0	1.221107172624327
13.0	1.1701957413660413
14.0	1.1196314492817516
15.0	1.0744235146522239
16.0	1.0237585522074755
17.0	0.9795746781412363
18.0	0.9345298989234868
19.0	0.895744039012889
20.0	0.8613946177459629
21.0	0.8311344959487124
22.0	0.8040819401191868
23.0	0.7781992433060285
24.0	0.7518131946905757
25.0	0.727176727512064
26.0	0.6945491165481592
27.0	0.6663822439701057
28.0	0.6428288510144622
29.0	0.6234064142293736
30.0	0.5877552210599617
31.0	0.5676003206177411
32.0	0.5506703431019454
33.0	0.5333932264121535
34.0	0.5170742138425911
35.0	0.5006267597786501
36.0	0.48493954050576094
37.0	0.46713824366323475
38.0	0.44911824914109094
39.0	0.42972011209818206
40.0	0.40957562583118134
41.0	0.3959608274270496
42.0	0.3831305635561493
43.0	0.37118897597067924
44.0	0.3518637381543096
45.0	0.3384294521206559
46.0	0.322339551405931
47.0	0.3080894883133861
48.0	0.2928188360492924
49.0	0.2841750706167865
50.0	0.27612838456355404
51.0	0.26768595985196597
52.0	0.2609514598764393
53.0	0.2507143256352907
54.0	0.2435146591666091
55.0	0.23696414295330043
56.0	0.22934096669234338
57.0	0.22265853759291615
58.0	0.21437232550962632
59.0	0.20959221908369838
60.0	0.2029861606025503
61.0	0.19585592196866788
62.0	0.1682340578937886
63.0	0.16315194038648392
64.0	0.16027415663405525
65.0	0.15499069840583277
66.0	0.15194281645814595
67.0	0.14629486209722745
68.0	0.14409747112583135
69.0	0.14274709973898606
70.0	0.1431740809230014
71.0	0.14440295359894803
72.0	0.145416599987017
73.0	0.1469856690534799
74.0	0.14791600203978977
75.0	0.15076601465829875
76.0	0.15488308526189393
77.0	0.1595521071521431
78.0	0.16401978832147449
79.0	0.16701907078480183
80.0	0.17171933520071067
81.0	0.1773117472937898
82.0	0.18228278026541567
83.0	0.18752111040101865
84.0	0.19329750625631575
85.0	0.19983760829440458
86.0	0.20615554126113578
87.0	0.21346976365723616
88.0	0.22073191517723711
89.0	0.2285043612830125
90.0	0.23661353238756422
91.0	0.24429919369984057
92.0	0.25333522639896217
93.0	0.26279129749861924
94.0	0.2725597938548729
95.0	0.2828351134051611
96.0	0.29299934841977043
97.0	0.3038856329162919
98.0	0.3152579122564081
99.0	0.3272862846353771
100.0	0.3382593539253977
101.0	0.35020094151086767
102.0	0.3628055649186705
103.0	0.37505263497725716
104.0	0.38789331302337743
105.0	0.40083466142995655
106.0	0.4151263812233809
107.0	0.42907443323454914
108.0	0.44359526488281104
109.0	0.4583938078702699
110.0	0.4745080083271745
111.0	0.49030284074400254
112.0	0.5069203930032016
113.0	0.5247008614952882
114.0	0.5423910738021356
115.0	0.5623619904821381
116.0	0.5834333383437087
117.0	0.6027169194591988
118.0	0.622642708046582
119.0	0.6446096749770628
120.0	0.6676388877799722
121.0	0.69263985109118
122.0	0.7171999476514126
123.0	0.7431902576085097
124.0	0.7735996492505787
125.0	0.803974326975248
126.0	0.8367407936087512
127.0	0.8700210262197688
128.0	0.9066025523754908
129.0	0.9467630834151135
130.0	0.9839521031253287
131.0	1.0243903455041483
132.0	1.0710701502314204
133.0	1.1160836869235102
134.0	1.1974704662669244
135.0	1.2994946695044136
136.0	1.406302450559571
137.0	1.504761534480119
138.0	1.6255520814638442
139.0	1.7887838638603473
140.0	3.289445684695571
141.0	5.036815845098169
