#GC Content (%)	Sample
1.0	0.0
2.0	7.013795785620526E-8
3.0	1.4027591571241052E-7
4.0	1.4027591571241052E-7
5.0	1.4097729529097258E-5
6.0	3.4837523667177153E-4
7.0	6.299791374644358E-4
8.0	1.9729807544950542E-4
9.0	1.9708766157593678E-4
10.0	8.353430780674048E-4
11.0	5.885977423292746E-4
12.0	0.001601810681520016
13.0	0.0024336468616946104
14.0	8.965735152758719E-4
15.0	7.083933743476731E-4
16.0	4.414483067469559E-4
17.0	6.703786011896099E-4
18.0	4.376608570227209E-4
19.0	4.5821127867458903E-4
20.0	7.251563462753063E-4
21.0	9.733044411705604E-4
22.0	0.0010955549017139263
23.0	0.0017302332823547276
24.0	0.0036815414078722143
25.0	0.004910148015639362
26.0	0.0060022661574183345
27.0	0.0067409591295598875
28.0	0.008014524168312864
29.0	0.010463461104820125
30.0	0.009637656789021164
31.0	0.012061203784784482
32.0	0.012085962483907722
33.0	0.01264917028549305
34.0	0.012645032145979535
35.0	0.01036653044706285
36.0	0.011518335990977452
37.0	0.010395707837531031
38.0	0.012309983121300442
39.0	0.012408316538214842
40.0	0.012698757821697389
41.0	0.014908173632125708
42.0	0.013776988647820832
43.0	0.017811955225330463
44.0	0.017593615762524096
45.0	0.020247495811887194
46.0	0.0230778429632165
47.0	0.022436010510874366
48.0	0.028987316602391074
49.0	0.027264167253779826
50.0	0.03510173335442148
51.0	0.03862574490894866
52.0	0.036480926157705894
53.0	0.04482797438421503
54.0	0.04128376309782526
55.0	0.05146463837044274
56.0	0.045666824360175245
57.0	0.05328100106504489
58.0	0.047635456561283214
59.0	0.043900259615651006
60.0	0.048185829116580856
61.0	0.03288333988538756
62.0	0.03356494055983417
63.0	0.021863193809062736
64.0	0.017029426029528782
65.0	0.012981203377984326
66.0	0.00805394170062805
67.0	0.006835785648581478
68.0	0.003974297243964015
69.0	0.003038727024120093
70.0	0.0013957453613384848
71.0	8.309243867224635E-4
72.0	6.927526097457395E-4
73.0	3.732742117107244E-4
74.0	2.097124939900537E-4
75.0	7.420595941186518E-5
76.0	2.9528080257462415E-5
77.0	2.090111144114917E-5
78.0	1.0099865931293556E-5
79.0	5.6811745863526264E-6
80.0	9.117934521306685E-7
81.0	7.013795785620526E-8
82.0	0.0
83.0	0.0
84.0	1.4027591571241052E-7
85.0	7.013795785620526E-8
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	3.506897892810263E-7
