#Coverage (X)	Coverage
1.0	38.33956572450962
2.0	32.24904426131606
3.0	28.126730332344465
4.0	25.81109923310885
5.0	24.03379104638283
6.0	22.804337798250316
7.0	21.807187679234275
8.0	21.033840487680166
9.0	20.379918450664206
10.0	19.835990428509945
11.0	19.36180691925182
12.0	18.94741286966294
13.0	18.582269476889792
14.0	18.25551649311167
15.0	17.959134492588205
16.0	17.693475534092997
17.0	17.44811074616827
18.0	17.22226365136075
19.0	17.013605513078986
20.0	16.81667315841709
21.0	16.636770429334007
22.0	16.468554520844464
23.0	16.309247925785897
24.0	16.158807506522024
25.0	16.015216230672024
26.0	15.880564882059403
27.0	15.751860265340156
28.0	15.628032984595222
29.0	15.509268809968006
30.0	15.39517602389023
31.0	15.28612129627038
32.0	15.181127072608604
33.0	15.07938765318191
34.0	14.980925998345086
35.0	14.885792203417708
36.0	14.794336935636721
37.0	14.705387129602315
38.0	14.618395215640916
39.0	14.535353874241878
40.0	14.455334254688282
41.0	14.37670478025261
42.0	14.300200878056813
43.0	14.22340614470022
44.0	14.150489623999945
45.0	14.078412199902388
46.0	14.007599682623848
47.0	13.93790665658392
48.0	13.870314850892427
49.0	13.803192688821852
50.0	13.737585910168121
51.0	13.672778569322446
