#Mapping quality	mapping quality
0.0	1393779.0
1.0	963567.0
2.0	173469.0
3.0	928335.0
4.0	20738.0
5.0	14497.0
6.0	11978.0
7.0	12019.0
8.0	10877.0
9.0	9687.0
10.0	8600.0
11.0	7683.0
12.0	7940.0
13.0	7622.0
14.0	6599.0
15.0	8104.0
16.0	6202.0
17.0	7337.0
18.0	5706.0
19.0	6328.0
20.0	5413.0
21.0	5335.0
22.0	5844.0
23.0	5753.0
24.0	6386.0
25.0	6371.0
26.0	5417.0
27.0	4383.0
28.0	6138.0
29.0	5822.0
30.0	4760.0
31.0	6059.0
32.0	6880.0
33.0	4437.0
34.0	7054.0
35.0	3102.0
36.0	5348.0
37.0	7000.0
38.0	4860.0
39.0	6493.0
40.0	3537.0
41.0	3463.0
42.0	5723.0
43.0	8724.0
44.0	5960.0
45.0	7553.0
46.0	3649.0
47.0	4092.0
48.0	4142.0
49.0	2652.0
50.0	2315.0
51.0	15211.0
52.0	7454.0
53.0	14363.0
54.0	2339.0
55.0	3051.0
56.0	3490.0
57.0	5289.0
58.0	3942.0
59.0	4468.0
60.0	2930.0
61.0	3212.0
62.0	2142.0
63.0	7572.0
64.0	16457.0
65.0	10291.0
66.0	17869.0
67.0	2277.0
68.0	2799.0
69.0	2657.0
70.0	3878.0
71.0	3496.0
72.0	3152.0
73.0	5708.0
74.0	4563.0
75.0	5695.0
76.0	2693.0
77.0	3587.0
78.0	4061.0
79.0	2614.0
80.0	3150.0
81.0	2645.0
82.0	2162.0
83.0	1922.0
84.0	1311.0
85.0	37999.0
86.0	13966.0
87.0	48501.0
88.0	1649.0
89.0	2094.0
90.0	2256.0
91.0	2908.0
92.0	2760.0
93.0	3487.0
94.0	3421.0
95.0	3241.0
96.0	5212.0
97.0	5669.0
98.0	2863.0
99.0	3449.0
100.0	2206.0
101.0	2004.0
102.0	11844.0
103.0	20328.0
104.0	1912.0
105.0	2482.0
106.0	3329.0
107.0	2798.0
108.0	2661.0
109.0	6456.0
110.0	4907.0
111.0	7300.0
112.0	2337.0
113.0	3743.0
114.0	3766.0
115.0	4785.0
116.0	3457.0
117.0	4262.0
118.0	2949.0
119.0	3784.0
120.0	3169.0
121.0	2837.0
122.0	2527.0
123.0	2335.0
124.0	2132.0
125.0	1762.0
126.0	1410.0
127.0	29460.0
128.0	52519.0
129.0	131369.0
130.0	1538.0
131.0	1744.0
132.0	2119.0
133.0	2498.0
134.0	2650.0
135.0	2974.0
136.0	3361.0
137.0	3548.0
138.0	3735.0
139.0	4237.0
140.0	4569.0
141.0	3517.0
142.0	4784.0
143.0	6109.0
144.0	3418.0
145.0	4038.0
146.0	7614.0
147.0	9593.0
148.0	3426.0
149.0	3464.0
150.0	4530.0
151.0	3432.0
152.0	2105.0
153.0	18825.0
154.0	26938.0
155.0	2346.0
156.0	3184.0
157.0	4006.0
158.0	4078.0
159.0	5149.0
160.0	11207.0
161.0	3026.0
162.0	4791.0
163.0	6285.0
164.0	3371.0
165.0	4643.0
166.0	4194.0
167.0	3024.0
168.0	2805.0
169.0	2081.0
170.0	42951.0
171.0	95629.0
172.0	2590.0
173.0	3166.0
174.0	3765.0
175.0	4079.0
176.0	5002.0
177.0	5956.0
178.0	5177.0
179.0	9119.0
180.0	4535.0
181.0	3520.0
182.0	10416.0
183.0	19817.0
184.0	4077.0
185.0	6391.0
186.0	8273.0
187.0	6386.0
188.0	4409.0
189.0	4180.0
190.0	3140.0
191.0	26668.0
192.0	65951.0
193.0	4030.0
194.0	4722.0
195.0	6951.0
196.0	9373.0
197.0	4787.0
198.0	8303.0
199.0	17649.0
200.0	5779.0
201.0	9856.0
202.0	5179.0
203.0	4410.0
204.0	73097.0
205.0	4348.0
206.0	5951.0
207.0	9655.0
208.0	8001.0
209.0	15592.0
210.0	9128.0
211.0	7036.0
212.0	15867.0
213.0	47885.0
214.0	7873.0
215.0	11452.0
216.0	15947.0
217.0	10494.0
218.0	14799.0
219.0	43059.0
220.0	11632.0
221.0	16128.0
222.0	11238.0
223.0	45442.0
224.0	12537.0
225.0	18287.0
226.0	14636.0
227.0	37671.0
228.0	20004.0
229.0	39697.0
230.0	15138.0
231.0	23250.0
232.0	37424.0
233.0	24387.0
234.0	42980.0
235.0	40922.0
236.0	27189.0
237.0	44377.0
238.0	45835.0
239.0	48127.0
240.0	48092.0
241.0	62938.0
242.0	54792.0
243.0	74701.0
244.0	85003.0
245.0	80974.0
246.0	104712.0
247.0	111629.0
248.0	136329.0
249.0	167278.0
250.0	200129.0
251.0	275056.0
252.0	398922.0
253.0	690055.0
254.0	1524490.0
255.0	4.5166061E7
