#Position (bp)	mapping quality
179658.5	140.94783948321356
538974.5	139.00097919910658
898290.5	80.44547559635866
1257606.5	113.45276879955955
1616922.5	119.75375329760679
1976238.5	149.49237822055997
2335554.5	116.54023903077385
2694870.5	142.8402206194211
3054186.5	122.38768387060637
3413502.5	170.7063997597769
3772818.5	92.28312732763078
4132134.5	146.37671036687016
4491450.5	173.70927949070003
4850766.5	135.72505121220152
5210082.5	128.45262864602404
5569398.5	107.11556525842471
5928714.5	73.54200623501744
6288030.5	47.304055771925725
6647346.5	122.4489675987305
7006662.5	146.79636538102648
7365978.5	65.26986753147432
7725294.5	141.32901886577704
8084610.5	108.09517878755094
8443926.5	74.43569057749109
8803242.5	95.3021447699084
9162558.5	124.24711742033914
9521874.5	103.02468730942978
9881190.5	184.7513326091217
1.02405065E7	161.55316493813459
1.05998225E7	131.16930306963474
1.09591385E7	142.10861838849834
1.13184545E7	157.18240685041349
1.16777705E7	137.43433525941975
1.20370865E7	112.8179966898697
1.23964025E7	24.394384956399023
1.27557185E7	114.22722202684069
1.31150345E7	144.20911805585786
1.34743505E7	137.25643275294772
1.38336665E7	161.3640495063448
1.41929825E7	77.01881543731919
1.45522985E7	59.598091628216146
1.49116145E7	71.7774183260627
1.52709305E7	148.52344721964243
1.56302465E7	97.6185866593915
1.59895625E7	156.19486013789995
1.63488785E7	74.78903873088181
1.67081945E7	96.01636514356522
1.70675105E7	93.2611983688735
1.74268265E7	109.50832616015128
1.77861425E7	15.54555702264306
1.81454585E7	132.6452755527532
1.85047745E7	96.46358925112129
1.88640905E7	130.5821231188984
1.92234065E7	114.79248442595457
1.95827225E7	104.30179898366237
1.99420385E7	133.96654947635207
2.03013545E7	73.43224746465864
2.06606705E7	107.43527189169964
2.10199865E7	75.9402712449316
2.13793025E7	56.25369574113132
2.17386185E7	141.7426168482131
2.20979345E7	167.87136275597706
2.24572505E7	136.13766091218943
2.28165665E7	38.12727419454019
2.31758825E7	72.80568206275682
2.34346265E7	42.23621880320019
2.36142845E7	69.7697620903527
2.38945145E7	20.039260310018083
2.42538305E7	10.948695453879653
2.46131465E7	13.661656897645228
2.49724625E7	48.31926359912938
2.53317785E7	3.062709241511775
2.56910945E7	11.236147480589427
2.60504105E7	5.772464004612667
2.64097265E7	5.172803239047414
2.67690425E7	10.383836512558803
2.71283585E7	55.49534085843627
2.74876745E7	20.850584598216283
2.78469905E7	10.417640911085241
2.82063065E7	81.98719066667378
2.85656225E7	73.92149219334904
2.89249385E7	62.08435079238685
2.92842545E7	120.04726767563052
2.96435705E7	118.63399706999235
3.00028865E7	86.78410432025119
3.03622025E7	70.05231896820322
3.07215185E7	115.39395451157878
3.10808345E7	127.5029779237855
3.14401505E7	145.66106254568643
3.17994665E7	162.8735220920567
3.21587825E7	109.88634440843398
3.25180985E7	177.5620450817472
3.28774145E7	128.0474646457491
3.32367305E7	165.61873514731502
3.35960465E7	86.20000098675666
3.39553625E7	51.03833588973014
3.43146785E7	138.58382741127284
3.46739945E7	98.01474332084683
3.50333105E7	63.39268285617708
3.53926265E7	158.07592728122535
3.57519425E7	62.37656000776645
3.61112585E7	125.49255229483606
3.64705745E7	136.06755416755672
3.68298905E7	134.36428311028223
3.71892065E7	150.41808135241922
3.75485225E7	65.6228692850362
3.79078385E7	116.39468182785467
3.82671545E7	178.72685553740675
3.86264705E7	103.69589515469785
3.89857865E7	160.96139850070574
3.93451025E7	98.81246934464694
3.97044185E7	108.69382198773144
4.00637345E7	148.40567690368306
4.04230505E7	152.03521802011159
4.07823665E7	76.83964720265567
4.11416825E7	168.34179870353282
4.15009985E7	143.2751032766352
4.18603145E7	106.88390472511244
4.22196305E7	87.07190213267562
4.25789465E7	85.10771834492955
4.29382625E7	85.07694350488234
4.32975785E7	99.52902226459692
4.36568945E7	176.81935048062033
4.40162105E7	86.65133390035844
4.43755265E7	150.6642463351209
4.47348425E7	138.72629395469434
4.50941585E7	53.66025346439447
4.54534745E7	116.02652096781722
4.58127905E7	105.93163471541988
4.61721065E7	102.91379048513238
4.65314225E7	127.73950918040376
4.68907385E7	120.62494154579826
4.72500545E7	140.8709030715135
4.76093705E7	115.92626855490037
4.79686865E7	117.06167535719524
4.83280025E7	149.82846305291116
4.86541545E7	58.01742090925156
4.88338125E7	43.34158781622885
4.90466345E7	153.1329444525528
4.94059505E7	90.0697816936472
4.97652665E7	119.35496764266122
5.01245825E7	138.52921964893181
5.04838985E7	142.5459104770819
5.08432145E7	115.27376466911866
5.12025305E7	84.24203943359706
5.15618465E7	144.01285443701397
5.19211625E7	134.4349059804736
5.22804785E7	63.85717188271417
5.26397945E7	89.9843549586622
5.29991105E7	91.76179116203592
5.33584265E7	83.61455953240441
5.37177425E7	186.95980223619048
5.40770585E7	54.71986516303748
5.44363745E7	105.28924679957426
5.47956905E7	154.00083777756248
5.51550065E7	133.21429529260357
5.55143225E7	122.13477130852539
5.58736385E7	129.08016234535305
5.62329545E7	144.3023016319312
5.65922705E7	88.42840379700974
5.69515865E7	128.58291447799502
