#Mapping quality	mapping quality
0.0	1493190.0
1.0	985094.0
2.0	186161.0
3.0	929232.0
4.0	23514.0
5.0	22058.0
6.0	19772.0
7.0	17885.0
8.0	15406.0
9.0	14327.0
10.0	13480.0
11.0	11921.0
12.0	11022.0
13.0	10452.0
14.0	9634.0
15.0	11419.0
16.0	9378.0
17.0	10157.0
18.0	8764.0
19.0	9383.0
20.0	7894.0
21.0	9017.0
22.0	7679.0
23.0	8056.0
24.0	8726.0
25.0	9182.0
26.0	7870.0
27.0	5950.0
28.0	8583.0
29.0	7895.0
30.0	6212.0
31.0	8092.0
32.0	8651.0
33.0	5803.0
34.0	8874.0
35.0	3737.0
36.0	7121.0
37.0	9689.0
38.0	5661.0
39.0	8303.0
40.0	4378.0
41.0	3791.0
42.0	7331.0
43.0	11429.0
44.0	7168.0
45.0	8722.0
46.0	4273.0
47.0	4828.0
48.0	5327.0
49.0	3015.0
50.0	2882.0
51.0	20360.0
52.0	8281.0
53.0	17655.0
54.0	3353.0
55.0	4122.0
56.0	4513.0
57.0	6370.0
58.0	4811.0
59.0	5246.0
60.0	3584.0
61.0	3193.0
62.0	2822.0
63.0	9694.0
64.0	20628.0
65.0	10977.0
66.0	20684.0
67.0	2702.0
68.0	3113.0
69.0	3689.0
70.0	4790.0
71.0	4114.0
72.0	4301.0
73.0	8561.0
74.0	5293.0
75.0	7276.0
76.0	3960.0
77.0	4705.0
78.0	5040.0
79.0	3455.0
80.0	3497.0
81.0	3136.0
82.0	2569.0
83.0	2264.0
84.0	1517.0
85.0	46357.0
86.0	15337.0
87.0	57757.0
88.0	2101.0
89.0	2426.0
90.0	3124.0
91.0	3818.0
92.0	3475.0
93.0	4769.0
94.0	4226.0
95.0	3837.0
96.0	5090.0
97.0	6711.0
98.0	3342.0
99.0	4256.0
100.0	2638.0
101.0	2234.0
102.0	15087.0
103.0	22100.0
104.0	1978.0
105.0	3016.0
106.0	4088.0
107.0	3651.0
108.0	3555.0
109.0	7383.0
110.0	5086.0
111.0	9383.0
112.0	2976.0
113.0	4915.0
114.0	4379.0
115.0	5117.0
116.0	3946.0
117.0	5403.0
118.0	3575.0
119.0	4430.0
120.0	3734.0
121.0	3283.0
122.0	3089.0
123.0	3003.0
124.0	2534.0
125.0	2130.0
126.0	1788.0
127.0	37951.0
128.0	62997.0
129.0	141684.0
130.0	1771.0
131.0	2302.0
132.0	2649.0
133.0	3158.0
134.0	3441.0
135.0	4034.0
136.0	4031.0
137.0	4664.0
138.0	4503.0
139.0	4421.0
140.0	5623.0
141.0	4840.0
142.0	6014.0
143.0	7132.0
144.0	4377.0
145.0	4588.0
146.0	9292.0
147.0	11371.0
148.0	3854.0
149.0	4487.0
150.0	5029.0
151.0	4207.0
152.0	2697.0
153.0	18488.0
154.0	32065.0
155.0	2910.0
156.0	3910.0
157.0	4739.0
158.0	4616.0
159.0	7171.0
160.0	11542.0
161.0	3450.0
162.0	5423.0
163.0	6916.0
164.0	4341.0
165.0	4976.0
166.0	4753.0
167.0	3792.0
168.0	3104.0
169.0	2222.0
170.0	51143.0
171.0	96144.0
172.0	2720.0
173.0	3550.0
174.0	4125.0
175.0	4987.0
176.0	5593.0
177.0	6592.0
178.0	5590.0
179.0	9641.0
180.0	5599.0
181.0	3952.0
182.0	10919.0
183.0	22532.0
184.0	4869.0
185.0	6662.0
186.0	8988.0
187.0	7782.0
188.0	5279.0
189.0	5418.0
190.0	3738.0
191.0	27954.0
192.0	71277.0
193.0	4718.0
194.0	5414.0
195.0	7669.0
196.0	10088.0
197.0	5729.0
198.0	9219.0
199.0	18700.0
200.0	6802.0
201.0	10636.0
202.0	5973.0
203.0	4552.0
204.0	78085.0
205.0	4956.0
206.0	6938.0
207.0	11417.0
208.0	9253.0
209.0	18817.0
210.0	10529.0
211.0	8092.0
212.0	17854.0
213.0	52978.0
214.0	8639.0
215.0	11721.0
216.0	17267.0
217.0	11399.0
218.0	16440.0
219.0	48234.0
220.0	12719.0
221.0	19427.0
222.0	11896.0
223.0	50362.0
224.0	12936.0
225.0	21078.0
226.0	16957.0
227.0	42788.0
228.0	22751.0
229.0	44919.0
230.0	15858.0
231.0	25434.0
232.0	42084.0
233.0	26515.0
234.0	49313.0
235.0	45045.0
236.0	30147.0
237.0	48905.0
238.0	50773.0
239.0	52327.0
240.0	53240.0
241.0	70350.0
242.0	59972.0
243.0	78316.0
244.0	89344.0
245.0	82972.0
246.0	108386.0
247.0	120070.0
248.0	139460.0
249.0	173916.0
250.0	212281.0
251.0	277375.0
252.0	389132.0
253.0	664602.0
254.0	1609192.0
255.0	4.6021626E7
