#Position (bp)	mapping quality
179658.5	146.90800293589746
538974.5	144.4689141593197
898290.5	83.96308015406352
1257606.5	110.4602295233053
1616922.5	120.07225158477537
1976238.5	141.2112420525291
2335554.5	119.55910086863389
2694870.5	141.9870099931882
3054186.5	119.18557021760992
3413502.5	150.6363265063459
3772818.5	92.64213541663636
4132134.5	134.6650492961386
4491450.5	174.1984563740827
4850766.5	142.92531586262476
5210082.5	123.98807930387704
5569398.5	120.15532919218357
5928714.5	76.33136399950752
6288030.5	40.1454408750929
6647346.5	127.18843641266042
7006662.5	151.34390555961787
7365978.5	60.96365183903717
7725294.5	141.3361824030822
8084610.5	110.15753327438344
8443926.5	75.99347074135684
8803242.5	82.91761827729314
9162558.5	134.9151017797096
9521874.5	106.95266545038848
9881190.5	181.61715477123323
1.02405065E7	159.59467783846856
1.05998225E7	131.30024681305528
1.09591385E7	141.2774017486711
1.13184545E7	153.87754331537707
1.16777705E7	146.2637599469633
1.20370865E7	118.3907018500311
1.23964025E7	25.497040232141796
1.27557185E7	113.2047786574068
1.31150345E7	143.8027895480007
1.34743505E7	143.25561620028628
1.38336665E7	167.8443917172467
1.41929825E7	88.94182925828082
1.45522985E7	73.46835960019617
1.49116145E7	71.86115979168872
1.52709305E7	135.4494633702594
1.56302465E7	98.7427424915576
1.59895625E7	29.228876945653184
1.63488785E7	74.39361738540163
1.67081945E7	94.56026975488075
1.70675105E7	112.36827313642557
1.74268265E7	109.643479190289
1.77861425E7	8.842117248450528
1.81454585E7	105.40262634391489
1.85047745E7	119.47647211449522
1.88640905E7	130.0985607256553
1.92234065E7	116.67766901495722
1.95827225E7	104.03975832382308
1.99420385E7	143.39323361499817
2.03013545E7	58.72938735664162
2.06606705E7	94.2513916081548
2.10199865E7	68.210650755698
2.13793025E7	57.12926191215959
2.17386185E7	145.5420560741352
2.20979345E7	166.4675430734774
2.24572505E7	125.49354066832991
2.28165665E7	38.64077640274329
2.31758825E7	63.1888109774757
2.34346265E7	32.752270328122776
2.36142845E7	25.00876928488869
2.38945145E7	15.881684986102682
2.42538305E7	23.90427922740424
2.46131465E7	13.504710096489719
2.49724625E7	51.1409725169077
2.53317785E7	2.9895147441570473
2.56910945E7	10.9720935159943
2.60504105E7	4.156715426288948
2.64097265E7	7.006631637802382
2.67690425E7	7.107445067083619
2.71283585E7	55.70994381895539
2.74876745E7	19.143605716037207
2.78469905E7	9.996983879683166
2.82063065E7	73.51162894248255
2.85656225E7	70.66595008415919
2.89249385E7	68.37108209139627
2.92842545E7	124.22898437199737
2.96435705E7	111.18817258483679
3.00028865E7	96.1202506846478
3.03622025E7	74.15686677676092
3.07215185E7	119.88816469134993
3.10808345E7	134.1727543546562
3.14401505E7	150.6320076010103
3.17994665E7	141.1210660987321
3.21587825E7	122.95731451881637
3.25180985E7	176.23920325088633
3.28774145E7	135.9989683267401
3.32367305E7	172.8466077457612
3.35960465E7	91.86819366261885
3.39553625E7	46.17364347055047
3.43146785E7	145.64139823546452
3.46739945E7	106.59292363745526
3.50333105E7	70.14968069299145
3.53926265E7	161.6448701546309
3.57519425E7	61.762730020680976
3.61112585E7	132.244950362302
3.64705745E7	148.40775186059025
3.68298905E7	134.90624920362546
3.71892065E7	134.9040435472347
3.75485225E7	72.17590639522625
3.79078385E7	117.3501905044197
3.82671545E7	164.98807301482637
3.86264705E7	102.63634968317633
3.89857865E7	169.68492618257233
3.93451025E7	114.28522685385583
3.97044185E7	107.5745335988808
4.00637345E7	141.26926295572682
4.04230505E7	170.3571788450768
4.07823665E7	80.34699090932665
4.11416825E7	171.32854231208745
4.15009985E7	150.57734017025265
4.18603145E7	114.95223771781595
4.22196305E7	92.86079406424432
4.25789465E7	92.31908235840295
4.29382625E7	90.16468723426364
4.32975785E7	69.79399866168443
4.36568945E7	183.0809789133128
4.40162105E7	81.83514080332753
4.43755265E7	154.0058214624008
4.47348425E7	136.55579494681086
4.50941585E7	51.160567368381805
4.54534745E7	84.55877218202902
4.58127905E7	115.36883907680466
4.61721065E7	102.1898130853145
4.65314225E7	126.99634864850569
4.68907385E7	115.41714135592805
4.72500545E7	144.0685163310399
4.76093705E7	113.08138106199098
4.79686865E7	119.32080942449421
4.83280025E7	155.0421403111932
