#Coverage (X)	Coverage
1.0	33.902681019402465
2.0	28.841592629843007
3.0	25.318055531802813
4.0	23.34019560357632
5.0	21.778643783607095
6.0	20.698645746787008
7.0	19.80312372426529
8.0	19.10184978219877
9.0	18.51403478126386
10.0	18.01590570925363
11.0	17.581774103756104
12.0	17.20106428619644
13.0	16.86487390082692
14.0	16.562335742143574
15.0	16.28858708530693
16.0	16.036961078204882
17.0	15.803729794139798
18.0	15.589735112787707
19.0	15.390336955173893
20.0	15.203914876864076
21.0	15.03023857854194
22.0	14.865559956228353
23.0	14.710286730163105
24.0	14.563860894147709
25.0	14.423886222062976
26.0	14.289796358490477
27.0	14.161582258441967
28.0	14.039153472034897
29.0	13.922000001085365
30.0	13.809520005990251
31.0	13.701361427975954
32.0	13.597252221626505
33.0	13.495592815557444
34.0	13.398687594468782
35.0	13.304347671202848
36.0	13.215311589895862
37.0	13.12794465680605
38.0	13.042902285697721
39.0	12.960477395036676
40.0	12.880448034726498
41.0	12.802837860890307
42.0	12.727193232578728
43.0	12.65301528390107
44.0	12.57924644699986
45.0	12.507290086591254
46.0	12.437767523791521
47.0	12.370140929683657
48.0	12.303112000568944
49.0	12.237293708343714
50.0	12.173294850294354
51.0	12.109876958798282
