Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
HSF4_4H_2_ZKRN250030475-1A_23F5KYLT4_L7_2 - illumina_universal_adapter	(1, 3.475453173510629e-05)	(2, 5.4062604921276446e-05)	(3, 0.00010619440252393587)	(4, 0.0002046655757734037)	(5, 0.0002548665660574461)	(6, 0.00034368370271382887)	(7, 0.00037650742713031814)	(8, 0.0004305700320515946)	(9, 0.00047497860037978596)	(10, 0.0005502800858058496)	(12, 0.0006304085895284557)	(14, 0.0007047446712952108)	(16, 0.0007925964042922851)	(18, 0.0008505206238507956)	(20, 0.000967334466627125)	(22, 0.0010947677496558482)	(24, 0.0011642768131260605)	(26, 0.0012492323351452092)	(28, 0.001324533820571273)	(30, 0.0014094893425904216)	(32, 0.00150120269022473)	(34, 0.0016054662854300488)	(36, 0.001746415219689091)	(38, 0.0019047414198156863)	(40, 0.002050517372371271)	(42, 0.0022194630127502597)	(44, 0.0024308864141388232)	(46, 0.0026963724204486627)	(48, 0.00297633948164813)	(50, 0.003333538835592278)	(52, 0.0037515586200728623)	(54, 0.00421205616556302)	(56, 0.004668692096415945)	(58, 0.00526048453957206)	(60, 0.006015430201151313)	(62, 0.006939321503109556)	(64, 0.007860316594089872)	(66, 0.008882679069297583)	(68, 0.010022820790940929)	(70, 0.011440033362805819)	(72, 0.013091839023882678)	(74, 0.014927071380228151)	(76, 0.017006550862378678)	(78, 0.019477984230208457)	(80, 0.022440808060626267)	(82, 0.0258486829779853)	(84, 0.02977884127503024)	(86, 0.03455083156299219)	(88, 0.03977463076351053)	(90, 0.046048789145356525)	(92, 0.0531377482156589)	(94, 0.061427669438141055)	(96, 0.07076215741999503)	(98, 0.0812908497284136)	(100, 0.09307167058295533)	(102, 0.10645988853024572)	(104, 0.12164858430214648)	(106, 0.13890903632692328)	(108, 0.157896595498203)	(110, 0.17898197682116015)	(112, 0.2024895559253223)	(114, 0.22835658157283448)	(116, 0.2574403322131626)	(118, 0.2884857830892056)	(120, 0.3228029869666451)	(122, 0.3602210673977836)	(124, 0.40079022537290504)	(126, 0.44539670145125465)	(128, 0.4941650327048832)	(130, 0.547061430005715)	(132, 0.6044836396613851)	(134, 0.6674936056971328)	(136, 0.7368260002976919)	(138, 0.8101879897722047)
HSF4_4H_2_ZKRN250030475-1A_23F5KYLT4_L7_2 - polya	(1, 0.004421548759632967)	(2, 0.005622510911812751)	(3, 0.006327255583107962)	(4, 0.007147848693520194)	(5, 0.00797809584052551)	(6, 0.008854682363177635)	(7, 0.00982201682980476)	(8, 0.01257920968078986)	(9, 0.015722563995498363)	(10, 0.01914974698604356)	(12, 0.02242729240939595)	(14, 0.02579751658404195)	(16, 0.029068304181779178)	(18, 0.033029355395921986)	(20, 0.036774156190379687)	(22, 0.04019940837360628)	(24, 0.04371733930812648)	(26, 0.04701805441930226)	(28, 0.05042979095129853)	(30, 0.05414562963597698)	(32, 0.057237817556742135)	(34, 0.06062831520823361)	(36, 0.06401591664874717)	(38, 0.06736876355752561)	(40, 0.07071485264068891)	(42, 0.0741758247593099)	(44, 0.07732110988133703)	(46, 0.08017484309825297)	(48, 0.08364450384980776)	(50, 0.08708037547328673)	(52, 0.09027875779657582)	(54, 0.09363450091633219)	(56, 0.09718139396063165)	(58, 0.10000713047142765)	(60, 0.1029631964762303)	(62, 0.10590767763712125)	(64, 0.10909544052015795)	(66, 0.1123131309166332)	(68, 0.1153309827556316)	(70, 0.11819243920182201)	(72, 0.12080675231122946)	(74, 0.1233882416962204)	(76, 0.12623618249118052)	(78, 0.12862266033699116)	(80, 0.13116649897926905)	(82, 0.13381942823504883)	(84, 0.13634588961145921)	(86, 0.1391262521502677)	(88, 0.14179655867191504)	(90, 0.14455085531192222)	(92, 0.14725495096164534)	(94, 0.15006620641755172)	(96, 0.1529122164051932)	(98, 0.15568871732936446)	(100, 0.15854920837189557)	(102, 0.16137880649732883)	(104, 0.1642228856776517)	(106, 0.1668246485394881)	(108, 0.16938103742933702)	(110, 0.17213340326202559)	(112, 0.17524200304499898)	(114, 0.17826757811327185)	(116, 0.1812024052375697)	(118, 0.1843332093047072)	(120, 0.1870324779361338)	(122, 0.18980125563103062)	(124, 0.19266560828819895)	(126, 0.19531467592934149)	(128, 0.19807186878032657)	(130, 0.20079044548493935)	(132, 0.20378416223245505)	(134, 0.20696613269353586)	(136, 0.21034890711575288)	(138, 0.21326346076320526)
HSF4_4H_3_1 - polya	(1, 0.00982230709165903)	(2, 0.012374667342056465)	(3, 0.01345630781402367)	(4, 0.01476750507680406)	(5, 0.016767372712024)	(6, 0.01830618136908526)	(7, 0.019576525304687033)	(8, 0.02095581144609845)	(9, 0.022667760394535753)	(10, 0.025338789833404412)	(12, 0.02844364269897934)	(14, 0.03156114064201432)	(16, 0.03500838329727671)	(18, 0.0385402507016948)	(20, 0.04200305652921571)	(22, 0.045534923933633814)	(24, 0.04867090314372578)	(26, 0.0520004493087831)	(28, 0.05545839164497322)	(30, 0.05888520763664631)	(32, 0.062128183656015606)	(34, 0.06530307079675388)	(36, 0.06835928874902093)	(38, 0.07151764001923452)	(40, 0.0748919303045351)	(42, 0.0782380123401171)	(44, 0.08125045887040706)	(46, 0.08428527746081865)	(48, 0.08781228137390595)	(50, 0.0905407000104779)	(52, 0.09350451162745999)	(54, 0.09631463691838918)	(56, 0.09943797105102109)	(58, 0.10243193631425407)	(60, 0.10555235235208751)	(62, 0.1084704471505602)	(64, 0.11108603278825788)	(66, 0.11375706222712653)	(68, 0.11690082302334776)	(70, 0.11926156171531214)	(72, 0.12189076512873603)	(74, 0.12465420090288966)	(76, 0.1272999401868382)	(78, 0.1302793149760788)	(80, 0.13281805745075004)	(82, 0.13554744878558816)	(84, 0.1382350140949815)	(86, 0.14107432033389541)	(88, 0.14396907037398032)	(90, 0.14687549279325907)	(92, 0.14984027710850734)	(94, 0.15273697254512453)	(96, 0.15573288320488982)	(98, 0.15856538055594066)	(100, 0.16127920871852025)	(102, 0.16430040953320563)	(104, 0.16749961413059783)	(106, 0.1705208149452832)	(108, 0.17363150400045507)	(110, 0.17680347304639488)	(112, 0.17958052659627471)	(114, 0.1824315052143825)	(116, 0.1852640025654333)	(118, 0.18784165297075084)	(120, 0.19069749508018943)	(122, 0.19353582862083718)	(124, 0.1965083945222147)	(126, 0.19975137054158398)	(128, 0.2030906436893029)	(130, 0.20599803880684786)				
HSF4_4H_3_2 - polya	(1, 0.00767069852691851)	(2, 0.01022500417384826)	(3, 0.011252173542910643)	(4, 0.012742347286664023)	(5, 0.014639108905671263)	(6, 0.016148736614747795)	(7, 0.017384063412767894)	(8, 0.01882754763974571)	(9, 0.020424718192776425)	(10, 0.023045167321804887)	(12, 0.026222972557341635)	(14, 0.029273354320011737)	(16, 0.03258733731281054)	(18, 0.0359275831587956)	(20, 0.03930187344409617)	(22, 0.043051625260133564)	(24, 0.04613994225518381)	(26, 0.04930510241326051)	(28, 0.05257045049275143)	(30, 0.05583677127050851)	(32, 0.059088501574273235)	(34, 0.06225755252541456)	(36, 0.06510464035045774)	(38, 0.06815794020792632)	(40, 0.07157600191520397)	(42, 0.0749123569681244)	(44, 0.07798705618744844)	(46, 0.08095962208882596)	(48, 0.08421427048738914)	(50, 0.08694560721875957)	(52, 0.08984813884497372)	(54, 0.09256488510235178)	(56, 0.09555398687425395)	(58, 0.09845846389700044)	(60, 0.10156915295217231)	(62, 0.10441429538068317)	(64, 0.10702696292358238)	(66, 0.10972911870696808)	(68, 0.11266569477249774)	(70, 0.11523459089341986)	(72, 0.11791145652188545)	(74, 0.1206379297619251)	(76, 0.123174726840064)	(78, 0.12591870864889448)	(80, 0.12853915777792294)	(82, 0.13115571611388677)	(84, 0.13385398110420785)	(86, 0.13669134194658944)	(88, 0.13941100629876596)	(90, 0.14218416905558118)	(92, 0.14507016481127066)	(94, 0.14792989771377388)	(96, 0.15077017665095396)	(98, 0.15340132546091015)	(100, 0.15595660380610607)	(102, 0.15859747959872383)	(104, 0.16153113756945503)	(106, 0.1643120819123995)	(108, 0.16729048400337393)	(110, 0.17030876672326084)	(112, 0.1728971168095061)	(114, 0.17568584273857984)	(116, 0.17859129245959246)	(118, 0.18102401082325253)	(120, 0.1837611837442199)	(122, 0.18655769125942287)	(124, 0.18952539366946958)	(126, 0.1925709119408089)	(128, 0.19594228413131098)	(130, 0.19864541261296287)				
HSF4_4H_3_ZKRN250030476-1A_23F5KYLT4_L7_1 - illumina_universal_adapter	(1, 4.452376729997596e-05)	(2, 5.420284714779682e-05)	(3, 0.00012195640608254285)	(4, 0.0002787574996172408)	(5, 0.00036006177033893604)	(6, 0.0004704032806040938)	(7, 0.000507183784025813)	(8, 0.000596231318625765)	(9, 0.0006794714053170244)	(10, 0.0007665831239474122)	(12, 0.0008798283581669162)	(14, 0.0009833945125385995)	(16, 0.0010608271513211664)	(18, 0.0011295486182406945)	(20, 0.0011837514653884914)	(22, 0.0012456975764145448)	(24, 0.0012960287916232132)	(26, 0.0013560390866797028)	(28, 0.0014160493817361919)	(30, 0.0014683164129144248)	(32, 0.0015457490516969914)	(34, 0.0016473793900991106)	(36, 0.0017354590167142803)	(38, 0.0018622549627207337)	(40, 0.0019706606570163276)	(42, 0.002067451455494536)	(44, 0.0021990869414248992)	(46, 0.002339433599218302)	(48, 0.002483651888950833)	(50, 0.0026849767497855066)	(52, 0.002878558346741924)	(54, 0.0031098883551048426)	(56, 0.003404132382478597)	(58, 0.0037370927292436342)	(60, 0.0041261917391260325)	(62, 0.004629503891212717)	(64, 0.005178307718584161)	(66, 0.005723239914016475)	(68, 0.00634270102427701)	(70, 0.0070734715527874855)	(72, 0.007983305058482645)	(74, 0.008992833086610362)	(76, 0.010186263631846673)	(78, 0.011503586399135093)	(80, 0.013043528002923393)	(82, 0.014910622505568035)	(84, 0.01699452839680387)	(86, 0.019346544799824335)	(88, 0.022228006870520605)	(90, 0.025438557656042787)	(92, 0.029255986748023335)	(94, 0.03357866380806013)	(96, 0.038407556744137955)	(98, 0.04367491199732207)	(100, 0.05001277348167517)	(102, 0.056903310425338846)	(104, 0.06482370146481065)	(106, 0.07360940224267765)	(108, 0.08310554748137469)	(110, 0.09405452260522965)	(112, 0.10578750319675809)	(114, 0.11908752681564874)	(116, 0.13354129675239962)	(118, 0.14924850752944332)	(120, 0.16684313887681207)	(122, 0.18604352957093434)	(124, 0.20695905321409042)	(126, 0.2301675508731953)	(128, 0.2560590894661161)	(130, 0.2834489496194796)	(132, 0.313348595177383)	(134, 0.3464742780485651)	(136, 0.3824862625303674)	(138, 0.42139519561062244)
HSF4_4H_3_ZKRN250030476-1A_23F5KYLT4_L7_1 - polya	(1, 0.006285594453174867)	(2, 0.007301897837196057)	(3, 0.007900064971791387)	(4, 0.008608573616651873)	(5, 0.0094932415147427)	(6, 0.010259824638690112)	(7, 0.011198695383928736)	(8, 0.013742357567936058)	(9, 0.016510574404412823)	(10, 0.019767584773204547)	(12, 0.02279520094960291)	(14, 0.026116093245390246)	(16, 0.029108864734336458)	(18, 0.03279465834038664)	(20, 0.036038117997391414)	(22, 0.039291256734244)	(24, 0.0428628371980899)	(26, 0.04650701076079446)	(28, 0.05005439352502079)	(30, 0.053674369388105804)	(32, 0.05687136946184103)	(34, 0.06027550184431963)	(36, 0.06379287946101772)	(38, 0.06727250866630932)	(40, 0.0705537167347206)	(42, 0.07375652425636453)	(44, 0.07683543955595634)	(46, 0.08001308146999592)	(48, 0.0834133422205354)	(50, 0.0867681112957901)	(52, 0.08979475956420369)	(54, 0.09284270180828247)	(56, 0.09638911666452404)	(58, 0.09912926416944212)	(60, 0.10209783795876878)	(62, 0.10491832182642379)	(64, 0.10804079298533079)	(66, 0.1110451793700944)	(68, 0.11418507287272747)	(70, 0.1171226736065411)	(72, 0.11975247960119403)	(74, 0.1224297130871013)	(76, 0.1255850931174909)	(78, 0.1279554997722222)	(80, 0.13060079229463165)	(82, 0.13337191285506278)	(84, 0.13602010910142653)	(86, 0.13900804105044884)	(88, 0.14155460695841054)	(90, 0.14429572237131338)	(92, 0.14699521774087063)	(94, 0.1498515142039626)	(96, 0.1527562060662936)	(98, 0.15566573746854856)	(100, 0.15863140753392085)	(102, 0.16154093893617583)	(104, 0.16455113276884809)	(106, 0.16738032780836615)	(108, 0.17011273204940597)	(110, 0.17315389893759128)	(112, 0.17635961018318957)	(114, 0.17940077707137486)	(116, 0.18253002358617534)	(118, 0.18572024830401712)	(120, 0.18851072702414387)	(122, 0.19137283093514448)	(124, 0.19422331995032774)	(126, 0.19680763426969589)	(128, 0.19967457772062044)	(130, 0.2025463607114689)	(132, 0.20555945826809552)	(134, 0.20885615286426332)	(136, 0.21228157922240712)	(138, 0.21523466648397727)
HSF4_4H_3_ZKRN250030476-1A_23F5KYLT4_L7_2 - illumina_universal_adapter	(1, 4.452376729997596e-05)	(2, 5.420284714779682e-05)	(3, 0.00012002059011297867)	(4, 0.0002787574996172408)	(5, 0.00036393340227806436)	(6, 0.0004742749125432222)	(7, 0.0005110554159649415)	(8, 0.0006020387665344575)	(9, 0.0006833430372561528)	(10, 0.0007743263878256688)	(12, 0.0008904753459995191)	(14, 0.0009930735923864204)	(16, 0.0010763136790776797)	(18, 0.0011518105018906823)	(20, 0.0012156924288863002)	(22, 0.0012853818037906104)	(24, 0.0013541032707101385)	(26, 0.0014296000935231411)	(28, 0.001517679720138311)	(30, 0.0015989839908600062)	(32, 0.0017141650410490744)	(34, 0.0018283781832533607)	(36, 0.0019212973497924409)	(38, 0.0020751947193727925)	(40, 0.002224252549029234)	(42, 0.0023587917589139437)	(44, 0.0025397905520681938)	(46, 0.002722725161192008)	(48, 0.0029143709421788613)	(50, 0.0031466688585265615)	(52, 0.003386710038752519)	(54, 0.0036596600904610674)	(56, 0.004019721860800004)	(58, 0.0044262432144084795)	(60, 0.004872448795393021)	(62, 0.005452225678277491)	(64, 0.006077494236446718)	(66, 0.006693083714768126)	(68, 0.00740062445164383)	(70, 0.008224314146693387)	(72, 0.009230938450866755)	(74, 0.010314027485837908)	(76, 0.011610056277461122)	(78, 0.012995132603684288)	(80, 0.014621218018118193)	(82, 0.016552194447758455)	(84, 0.018733859045457275)	(86, 0.021205896038590723)	(88, 0.024182213091795638)	(90, 0.027511816559446015)	(92, 0.03139022385446783)	(94, 0.03584163267648065)	(96, 0.040796353650580146)	(98, 0.046180825769922884)	(100, 0.0526425794763281)	(102, 0.05971121148919167)	(104, 0.06780001851801556)	(106, 0.07676381436508246)	(108, 0.0864061137094816)	(110, 0.09747607733143432)	(112, 0.1093271426971062)	(114, 0.12283333071675541)	(116, 0.137497136686204)	(118, 0.15342987002370193)	(120, 0.1712684141832358)	(122, 0.19073788329712743)	(124, 0.21191377418818994)	(126, 0.23543200240242507)	(128, 0.26157326125541963)	(130, 0.28926898033197423)	(132, 0.3194570624693427)	(134, 0.3528518237602942)	(136, 0.3892345170002681)	(138, 0.4286012705573251)
HSF4_4H_3_ZKRN250030476-1A_23F5KYLT4_L7_2 - polya	(1, 0.004845347371819123)	(2, 0.005993286241770677)	(3, 0.006659206935300752)	(4, 0.007387073739856881)	(5, 0.008364660804486787)	(6, 0.00921448401512546)	(7, 0.01016109802424234)	(8, 0.012772513767184407)	(9, 0.01565881537780459)	(10, 0.01902326353290712)	(12, 0.022254140386109723)	(14, 0.025602134105470957)	(16, 0.02866459496932148)	(18, 0.03230102526814778)	(20, 0.035679024135037256)	(22, 0.038929259147935505)	(24, 0.04243502186881622)	(26, 0.045938848773727364)	(28, 0.04949010316989284)	(30, 0.05336367092499075)	(32, 0.05655099191887816)	(34, 0.05983607161922856)	(36, 0.06320923094619413)	(38, 0.06657271119331187)	(40, 0.06990134675297748)	(42, 0.07313996687005833)	(44, 0.07603981919246547)	(46, 0.07914873963958552)	(48, 0.08262062558099886)	(50, 0.08600830352773617)	(52, 0.08913271050261273)	(54, 0.0921448401512546)	(56, 0.095429919851605)	(58, 0.09818265016032524)	(60, 0.10111444344623019)	(62, 0.10387975655875262)	(64, 0.10690253319522705)	(66, 0.10982174367732983)	(68, 0.11294324692825206)	(70, 0.11580051129932878)	(72, 0.11844193218979909)	(74, 0.12118788714262586)	(76, 0.12415839674792209)	(78, 0.12675916550303157)	(80, 0.12946930786042138)	(82, 0.13221042327332427)	(84, 0.13477828315695115)	(86, 0.13755424325730617)	(88, 0.14021308649150255)	(90, 0.14286031482988154)	(92, 0.14557820045114966)	(94, 0.14844901553401332)	(96, 0.1511949704868401)	(98, 0.15400964690658642)	(100, 0.15691337086093265)	(102, 0.1597919292076746)	(104, 0.16268307035821866)	(106, 0.16536707920001942)	(108, 0.1679668800471441)	(110, 0.17064798516499047)	(112, 0.17362236640222584)	(114, 0.17644381817786559)	(116, 0.1794646589983705)	(118, 0.1825329273101297)	(120, 0.1851733802926152)	(122, 0.18799192834430067)	(124, 0.19094211188191645)	(126, 0.1934151167830347)	(128, 0.1961968843312984)	(130, 0.1990464054384969)	(132, 0.20207498952288)	(134, 0.20518681369395442)	(136, 0.2086470847395504)	(138, 0.2114288522878141)
HSF4_6H_1_1 - polya	(1, 0.012469675724286746)	(2, 0.015118346952838948)	(3, 0.016247288787959557)	(4, 0.017861754559163508)	(5, 0.01974266639285222)	(6, 0.021122264894162197)	(7, 0.022302522267242834)	(8, 0.023751199377345156)	(9, 0.025478164597153782)	(10, 0.02825216415880067)	(12, 0.031355767368113886)	(14, 0.03414358265151924)	(16, 0.03741692187100794)	(18, 0.040798813190027455)	(20, 0.04398827124169688)	(22, 0.04732082069729329)	(24, 0.0504974498644727)	(26, 0.053322764964079616)	(28, 0.05674709028564301)	(30, 0.06028194138127416)	(32, 0.06341416287137278)	(34, 0.06672401506979456)	(36, 0.06978123692749005)	(38, 0.07283253776157479)	(40, 0.0763160733192459)	(42, 0.07970881984821851)	(44, 0.08262492397652393)	(46, 0.08579661895736103)	(48, 0.08935614098470372)	(50, 0.09225941622851913)	(52, 0.09542025599940315)	(54, 0.09848537255524636)	(56, 0.10158305474094881)	(58, 0.10483270986599441)	(60, 0.1078613134429045)	(62, 0.11111294224248704)	(64, 0.1140329937198663)	(66, 0.11699350552525253)	(68, 0.12067046118754221)	(70, 0.12355696019779377)	(72, 0.12660234000826773)	(74, 0.1294444313414385)	(76, 0.1322263256012331)	(78, 0.13552137524062793)	(80, 0.13861511007725652)	(82, 0.1417670683127244)	(84, 0.14486277682388993)	(86, 0.14812526083342553)	(88, 0.15129202162792033)	(90, 0.15445582191060972)	(92, 0.15777948983079)	(94, 0.16085250108478086)	(96, 0.1639610384804364)	(98, 0.1670774705742396)	(100, 0.16993041711736345)	(102, 0.17300836255769667)	(104, 0.17655012151420707)	(106, 0.17968530351611106)	(108, 0.18280173560991428)	(110, 0.18652803313562707)	(112, 0.1893474272116232)	(114, 0.19259017447578958)	(116, 0.19579739559829132)	(118, 0.19862369753516668)	(120, 0.2016049329231906)	(122, 0.20478156209037002)	(124, 0.20807661172976488)	(126, 0.211547318402946)	(128, 0.21522526090250413)	(130, 0.21848478440023436)				
HSF4_6H_1_2 - polya	(1, 0.009444032659182032)	(2, 0.011964415042834166)	(3, 0.013160461812210197)	(4, 0.01476703288526645)	(5, 0.016626234299048994)	(6, 0.017988069729526653)	(7, 0.019174248126218065)	(8, 0.020472925971514153)	(9, 0.02191962940707955)	(10, 0.02447553793239632)	(12, 0.02747749690305794)	(14, 0.030150839063321694)	(16, 0.033137008637687926)	(18, 0.03630771678125656)	(20, 0.03945276715584519)	(22, 0.04256229138876918)	(24, 0.045595829152021594)	(26, 0.04831259215209767)	(28, 0.051653036305841796)	(30, 0.055042822323009014)	(32, 0.05813260981056376)	(34, 0.06133588358399164)	(36, 0.06429738222664633)	(38, 0.06719374960958249)	(40, 0.07049965445893044)	(42, 0.07381740135549994)	(44, 0.07672067659931536)	(46, 0.07988941106834707)	(48, 0.08329992066815199)	(50, 0.08619530121381971)	(52, 0.08920614171989749)	(54, 0.0921952718060691)	(56, 0.09530676971353003)	(58, 0.09831070235872857)	(60, 0.101213977602544)	(62, 0.10436494900074339)	(64, 0.1070155939038325)	(66, 0.10981722490899634)	(68, 0.11336194437731209)	(70, 0.11613594393895899)	(72, 0.11900369304110978)	(74, 0.12197308638191215)	(76, 0.12485761171762677)	(78, 0.12806384600286005)	(80, 0.13099573952746085)	(82, 0.13406085608330406)	(84, 0.13721281431877191)	(86, 0.1404841798637237)	(88, 0.1436006119575269)	(90, 0.1466430312561955)	(92, 0.14988084433401955)	(94, 0.152965697635232)	(96, 0.1560258800047329)	(98, 0.15907323348974375)	(100, 0.16178407546620907)	(102, 0.16485017885932074)	(104, 0.1681136497061248)	(106, 0.1711866609601157)	(108, 0.17430111937938197)	(110, 0.17793366736459088)	(112, 0.18096819196511177)	(114, 0.18418725513483503)	(116, 0.18755335705755916)	(118, 0.1903362381546222)	(120, 0.19325628963200148)	(122, 0.19634311660775083)	(124, 0.19936875967285556)	(126, 0.20276742722543895)	(128, 0.20624997594584157)	(130, 0.20931805301349016)				
HSF4_6H_1_ZKRN250030477-1A_23F5KYLT4_L7_1 - illumina_universal_adapter	(1, 5.103853705964122e-05)	(2, 8.440988821402202e-05)	(3, 0.0002002281069262848)	(4, 0.0004770140194420314)	(5, 0.000586943176185874)	(6, 0.0007184655601472572)	(7, 0.0007871712831121589)	(8, 0.0008971004398560014)	(9, 0.0010188077205366844)	(10, 0.0011935165589331484)	(12, 0.0013858925832348733)	(14, 0.0015733610558962476)	(16, 0.0017519959356049918)	(18, 0.0018894073815347951)	(20, 0.0020405599720575785)	(22, 0.002177971417987382)	(24, 0.0022594367752171943)	(26, 0.0023124383329329755)	(28, 0.002377218014585597)	(30, 0.002464572433783829)	(32, 0.002553889873638201)	(34, 0.002645170334148713)	(36, 0.0027472474082679958)	(38, 0.002844416930746928)	(40, 0.0029631796804434007)	(42, 0.0031143322709661844)	(44, 0.003277262985425808)	(46, 0.003473565051039813)	(48, 0.0037081460194485485)	(50, 0.003973153808027455)	(52, 0.004271532947760742)	(54, 0.00459935739733613)	(56, 0.004972331322002739)	(58, 0.0054650495066938904)	(60, 0.006041196069270994)	(62, 0.006720401216295451)	(64, 0.007485979272190069)	(66, 0.00836344950548467)	(68, 0.009433295763080995)	(70, 0.010640553466607125)	(72, 0.01209809630379111)	(74, 0.01379316464036804)	(76, 0.015755203786180016)	(78, 0.01799697337549195)	(80, 0.020575401007331903)	(82, 0.02375843900126299)	(84, 0.027369415498232602)	(86, 0.03158205782630914)	(88, 0.03659659409241889)	(90, 0.042450321689028514)	(92, 0.048792841429017006)	(94, 0.056140427744949206)	(96, 0.06452350745699527)	(98, 0.07376540870610261)	(100, 0.08407813772313436)	(102, 0.09582681635013253)	(104, 0.1090948729649831)	(106, 0.12369287607436856)	(108, 0.13983479492980816)	(110, 0.15789065892498433)	(112, 0.17815099511700574)	(114, 0.20036649988254265)	(116, 0.22464317633702663)	(118, 0.2505589750393875)	(120, 0.2796843125145374)	(122, 0.31140083725579215)	(124, 0.3455377664660676)	(126, 0.3827419154515618)	(128, 0.4236169130640379)	(130, 0.4686888488393415)	(132, 0.5178095147179339)	(134, 0.5719515874349325)	(136, 0.6301531868688288)	(138, 0.6926351528434384)
HSF4_6H_1_ZKRN250030477-1A_23F5KYLT4_L7_1 - polya	(1, 0.00875310910572847)	(2, 0.009899513168914256)	(3, 0.010533568840847492)	(4, 0.01131877710330351)	(5, 0.012215877543159512)	(6, 0.013016789970864652)	(7, 0.013937446658594333)	(8, 0.01637355529286413)	(9, 0.019453534702347865)	(10, 0.022816189086315764)	(12, 0.026108174726662624)	(14, 0.029142023150727066)	(16, 0.03214642626494941)	(18, 0.03591149988342602)	(20, 0.0391337982904799)	(22, 0.042035142820254896)	(24, 0.045446872720626294)	(26, 0.04894890157118014)	(28, 0.05223303512890244)	(30, 0.055674210339115945)	(32, 0.05892497254568386)	(34, 0.06180963139988166)	(36, 0.06529104853354603)	(38, 0.06887552425165776)	(40, 0.07205267318362042)	(42, 0.07540354944365149)	(44, 0.07849628848740013)	(46, 0.08157037883491544)	(48, 0.08506946315448508)	(50, 0.08847235946190385)	(52, 0.09140314930152094)	(54, 0.09459109484709238)	(56, 0.09816084791028304)	(58, 0.10107397056399488)	(60, 0.10424032288234877)	(62, 0.10730754265756759)	(64, 0.11040420774262852)	(66, 0.11364711786657188)	(68, 0.11666918816669948)	(70, 0.11992485792490774)	(72, 0.1228634998471494)	(74, 0.12583453161021735)	(76, 0.12951617685080802)	(78, 0.1324106508082865)	(80, 0.13546118490792813)	(82, 0.13831345392129962)	(84, 0.141107813825315)	(86, 0.14440176248631797)	(88, 0.14749352001973856)	(90, 0.15063926062120297)	(92, 0.15372611060298322)	(94, 0.1569935584851283)	(96, 0.16016285533446642)	(98, 0.16333902275610102)	(100, 0.16666241672694612)	(102, 0.16975908181200705)	(104, 0.17287635861395745)	(106, 0.17599559843656398)	(108, 0.17884786744993547)	(110, 0.18193864347302796)	(112, 0.18549661841228182)	(114, 0.18865610015833922)	(116, 0.19178711810488258)	(118, 0.1955394320890943)	(120, 0.1983799229785289)	(122, 0.20164050028837754)	(124, 0.20486378020575952)	(126, 0.20771703072945907)	(128, 0.21074008253991472)	(130, 0.21393489865778267)	(132, 0.21725632960797164)	(134, 0.2207671920514781)	(136, 0.22453422869061085)	(138, 0.2278654747440805)
HSF4_6H_1_ZKRN250030477-1A_23F5KYLT4_L7_2 - illumina_universal_adapter	(1, 5.103853705964122e-05)	(2, 8.244686755788197e-05)	(3, 0.00019433904495786466)	(4, 0.00046719891616133115)	(5, 0.0005751650522490338)	(6, 0.0007145395188349771)	(7, 0.0007753931591753185)	(8, 0.0008892483572314413)	(9, 0.0010148816792244042)	(10, 0.0011895905176208684)	(12, 0.001381966541922593)	(14, 0.0015684535042558975)	(16, 0.0017461068736365718)	(18, 0.001883518319566375)	(20, 0.0020435045030417886)	(22, 0.0021897495419242225)	(24, 0.002282011512762805)	(26, 0.002342865153103146)	(28, 0.0024154969173803276)	(30, 0.0025048143572346995)	(32, 0.0026137620036504727)	(34, 0.002719765119082035)	(36, 0.002844416930746928)	(38, 0.0029592536391311207)	(40, 0.0030986281057170644)	(42, 0.0032811890267380886)	(44, 0.0034647314580871827)	(46, 0.0036767376889503076)	(48, 0.003930948863920444)	(50, 0.004226383472669521)	(52, 0.004557152453229119)	(54, 0.004937978460520288)	(56, 0.005342360715685137)	(58, 0.0058586351482499705)	(60, 0.006488764778870925)	(62, 0.007204285808033973)	(64, 0.008010105787379462)	(66, 0.008945485130030194)	(68, 0.010091889193215981)	(70, 0.011354111475114032)	(72, 0.012860729828701518)	(74, 0.01460879972299423)	(76, 0.01663071099881848)	(78, 0.018901925897972512)	(80, 0.021529429046215964)	(82, 0.02476350557720669)	(84, 0.028424539100907878)	(86, 0.03265484861488968)	(88, 0.037650736184766095)	(90, 0.0435182049259687)	(92, 0.049913726223672975)	(94, 0.05730351748371218)	(96, 0.06572585760888106)	(98, 0.07494125807913049)	(100, 0.08522944933796048)	(102, 0.09697223890299025)	(104, 0.1102344064558724)	(106, 0.12484811373050697)	(108, 0.1410027922202115)	(110, 0.159021358822921)	(112, 0.17925323121542838)	(114, 0.20145990238801267)	(116, 0.2256227236444405)	(118, 0.25151987365056805)	(120, 0.28054117103094256)	(122, 0.3121261733882359)	(124, 0.34609820886339554)	(126, 0.383081518025074)	(128, 0.4238770133009765)	(130, 0.46873890586607303)	(132, 0.5176681772306917)	(134, 0.571523648931894)	(136, 0.6293208661106253)	(138, 0.6915829737717474)
