Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
HSF4_0H_1	(1, 0.0)	(2, 1.9486094211660585e-07)	(3, 6.820132974081206e-07)	(4, 4.384371197623632e-07)	(5, 2.689081001209161e-05)	(6, 0.0003340890852589207)	(7, 0.0006009024302520833)	(8, 0.0002481066945499684)	(9, 0.0002659364707536378)	(10, 0.0013464403947902174)	(11, 0.000894752730963925)	(12, 0.0020804328485079424)	(13, 0.003448161801224399)	(14, 0.0011355034249489913)	(15, 0.0010511286370125013)	(16, 0.000640410486266225)	(17, 0.0009347479393333583)	(18, 0.0005410314057867562)	(19, 0.000523299060054145)	(20, 0.0008504705818679265)	(21, 0.0013280747509957272)	(22, 0.0013384998113989655)	(23, 0.001979397450020482)	(24, 0.004832356503549709)	(25, 0.005792679941535871)	(26, 0.0068365012932189995)	(27, 0.007041641150032258)	(28, 0.008437235217471388)	(29, 0.011011202117125165)	(30, 0.009946092207515796)	(31, 0.01334919241587573)	(32, 0.013446233165049799)	(33, 0.014294365415612326)	(34, 0.01379761615892157)	(35, 0.01099707469882171)	(36, 0.012374790274821641)	(37, 0.010850344409407905)	(38, 0.012762660980104746)	(39, 0.01264189591122798)	(40, 0.01281814763337245)	(41, 0.015004925841040528)	(42, 0.013688006878980979)	(43, 0.017857202881272346)	(44, 0.01704356101746446)	(45, 0.019709599712268332)	(46, 0.022227495375828053)	(47, 0.021565309179280304)	(48, 0.02817786653477179)	(49, 0.02582185159887544)	(50, 0.03395982912449125)	(51, 0.03708793182828912)	(52, 0.035236265725826076)	(53, 0.04377721567973904)	(54, 0.0399048903227623)	(55, 0.0505864364410617)	(56, 0.0439934138950174)	(57, 0.05158962928631352)	(58, 0.04684875999508755)	(59, 0.043016186270302625)	(60, 0.04755133112188898)	(61, 0.032057645322784475)	(62, 0.03324415359933248)	(63, 0.021647004629262685)	(64, 0.017584689853722274)	(65, 0.01350547089145325)	(66, 0.008288848610049594)	(67, 0.007177800233336235)	(68, 0.00408827999607745)	(69, 0.003171654124360935)	(70, 0.0013993451405748757)	(71, 0.0008796510079498881)	(72, 0.0007235186780789576)	(73, 0.00039663944767835127)	(74, 0.00022813344798301632)	(75, 7.960069485463349e-05)	(76, 3.439295628358094e-05)	(77, 2.2944875934230337e-05)	(78, 1.2763391708637687e-05)	(79, 7.599576742547629e-06)	(80, 9.255894750538777e-07)	(81, 2.9229141317490883e-07)	(82, 1.461457065874544e-07)	(83, 0.0)	(84, 4.871523552915146e-08)	(85, 0.0)	(86, 9.743047105830293e-08)	(87, 0.0)	(88, 4.871523552915146e-08)	(89, 9.743047105830293e-08)	(90, 4.871523552915146e-08)	(91, 0.0)	(92, 0.0)	(93, 0.0)	(94, 0.0)	(95, 0.0)	(96, 0.0)	(97, 0.0)	(98, 0.0)	(99, 0.0)	(100, 8.281590039955749e-07)
HSF4_0H_2	(1, 0.0)	(2, 0.0)	(3, 4.778231523952438e-07)	(4, 2.986394702470274e-07)	(5, 2.1621497645884782e-05)	(6, 0.00026776014902348477)	(7, 0.0005126445146260473)	(8, 0.00020988381968961085)	(9, 0.0003003715791744602)	(10, 0.0014724717719999932)	(11, 0.0008748941920356914)	(12, 0.0017631077044444005)	(13, 0.003295307370493799)	(14, 0.0010995905294495548)	(15, 0.0009941110685583049)	(16, 0.000641656765772763)	(17, 0.0009963210006381329)	(18, 0.0005763144496827135)	(19, 0.0005540359452022853)	(20, 0.0009027871185567637)	(21, 0.0013561218343917515)	(22, 0.0013140733969809703)	(23, 0.001908246486984456)	(24, 0.0044910000814688475)	(25, 0.005355680803622091)	(26, 0.006353913096869805)	(27, 0.006628661409497069)	(28, 0.00776689588639659)	(29, 0.009997732729141885)	(30, 0.009052120710551698)	(31, 0.011833648736432511)	(32, 0.011834066831690856)	(33, 0.01230382671838943)	(34, 0.01225078834847356)	(35, 0.009919728099513362)	(36, 0.010976971552081886)	(37, 0.009822789727471175)	(38, 0.011589779745028788)	(39, 0.011639413624983844)	(40, 0.011982968471556023)	(41, 0.014112745717569724)	(42, 0.013090622266702249)	(43, 0.0171893295400546)	(44, 0.01673557672896127)	(45, 0.019466754140158433)	(46, 0.022182939849949197)	(47, 0.02176245547584138)	(48, 0.028404854300969812)	(49, 0.026468655159570233)	(50, 0.034653586576418614)	(51, 0.038176098855876354)	(52, 0.03649027904633188)	(53, 0.045510684245143346)	(54, 0.04163876378549659)	(55, 0.05259405411203854)	(56, 0.04587813024933529)	(57, 0.05344481823487826)	(58, 0.04839261486092121)	(59, 0.04431797792887077)	(60, 0.04911777122257504)	(61, 0.03305407357377554)	(62, 0.034188903560714246)	(63, 0.02215379263765309)	(64, 0.017754056778291727)	(65, 0.013676493179432866)	(66, 0.008333952512501646)	(67, 0.0071816819805005155)	(68, 0.004111668226361074)	(69, 0.003203684781022011)	(70, 0.0014470276891349466)	(71, 0.0008824199066859165)	(72, 0.0007440901040674934)	(73, 0.0003887688623675803)	(74, 0.0002295342968318653)	(75, 8.122993590719145e-05)	(76, 3.3387892773617665e-05)	(77, 2.436898077215744e-05)	(78, 1.033292567054715e-05)	(79, 8.122993590719145e-06)	(80, 5.375510464446493e-07)	(81, 2.389115761976219e-07)	(82, 0.0)	(83, 0.0)	(84, 0.0)	(85, 0.0)	(86, 1.1945578809881095e-07)	(87, 0.0)	(88, 0.0)	(89, 5.972789404940548e-08)	(90, 0.0)	(91, 0.0)	(92, 5.972789404940548e-08)	(93, 0.0)	(94, 0.0)	(95, 0.0)	(96, 0.0)	(97, 0.0)	(98, 0.0)	(99, 0.0)	(100, 5.972789404940548e-07)
HSF4_0H_3	(1, 6.302800926915116e-08)	(2, 3.151400463457558e-07)	(3, 5.672520834223605e-07)	(4, 3.151400463457558e-07)	(5, 3.390906898680332e-05)	(6, 0.0004012363070074162)	(7, 0.0007224270422430105)	(8, 0.0002957904475001264)	(9, 0.00040142539103522375)	(10, 0.0018563639570043093)	(11, 0.0010296255594208533)	(12, 0.0023698531485200837)	(13, 0.0036975381637747527)	(14, 0.0012494042277423835)	(15, 0.0012882294814521805)	(16, 0.000751356898497551)	(17, 0.001194128663613338)	(18, 0.0006798201079770644)	(19, 0.0006724458308925737)	(20, 0.001091329980495352)	(21, 0.0015310764011662197)	(22, 0.0016041258639091659)	(23, 0.0026222803256430345)	(24, 0.005856310509252449)	(25, 0.006928227862892902)	(26, 0.008438505021000303)	(27, 0.009012690185442268)	(28, 0.010352161438430272)	(29, 0.013339752105797305)	(30, 0.012213189468120495)	(31, 0.015530605707992999)	(32, 0.015651556457780498)	(33, 0.015523609598964122)	(34, 0.01480055227662842)	(35, 0.011619843788860707)	(36, 0.012583668106604566)	(37, 0.011018493552423736)	(38, 0.012876181097622699)	(39, 0.01285878536706441)	(40, 0.013018498342552441)	(41, 0.015249374730634048)	(42, 0.013932215392927326)	(43, 0.018151058221367224)	(44, 0.017346442655037243)	(45, 0.019944772337158002)	(46, 0.022477868029685183)	(47, 0.021749831494617223)	(48, 0.027749719808984795)	(49, 0.025724881983204044)	(50, 0.0330191134959229)	(51, 0.03623102084827885)	(52, 0.03415752539934231)	(53, 0.0422346278151933)	(54, 0.03869863043917538)	(55, 0.048423978325423944)	(56, 0.04272435544721461)	(57, 0.0495708990100947)	(58, 0.04487808555195077)	(59, 0.04115615554858886)	(60, 0.04540172225295888)	(61, 0.030673967327036332)	(62, 0.03159531076653278)	(63, 0.020559736623597103)	(64, 0.01645295759563776)	(65, 0.012516480248723653)	(66, 0.007697358660004354)	(67, 0.006541929194082276)	(68, 0.0037472672630881124)	(69, 0.002883720508091473)	(70, 0.0012736700113110066)	(71, 0.0007693829091485281)	(72, 0.0006437050586658407)	(73, 0.00035730578454681796)	(74, 0.00020421075003204973)	(75, 7.273432269660045e-05)	(76, 2.9812248384308494e-05)	(77, 2.275311134616357e-05)	(78, 1.0084481483064185e-05)	(79, 7.3742770844906855e-06)	(80, 6.302800926915116e-07)	(81, 1.2605601853830232e-07)	(82, 6.302800926915116e-08)	(83, 0.0)	(84, 1.2605601853830232e-07)	(85, 0.0)	(86, 0.0)	(87, 6.302800926915116e-08)	(88, 0.0)	(89, 6.302800926915116e-08)	(90, 6.302800926915116e-08)	(91, 0.0)	(92, 6.302800926915116e-08)	(93, 0.0)	(94, 0.0)	(95, 0.0)	(96, 0.0)	(97, 0.0)	(98, 0.0)	(99, 0.0)	(100, 5.042240741532093e-07)
HSF4_2H_1	(1, 0.0)	(2, 0.0)	(3, 2.9104110292005033e-07)	(4, 0.0)	(5, 2.1420625174915703e-05)	(6, 0.000271657765465575)	(7, 0.0004837685212737076)	(8, 0.00019470649785351363)	(9, 0.00026991151884805465)	(10, 0.0012593348523350578)	(11, 0.0006857510467002224)	(12, 0.0015880948821935467)	(13, 0.0026548769408366994)	(14, 0.0008793515883626401)	(15, 0.0008522847657910753)	(16, 0.0005472154817102786)	(17, 0.0008889559447590016)	(18, 0.0005221277386385703)	(19, 0.0005204979084622181)	(20, 0.000850596727394139)	(21, 0.001238379892924814)	(22, 0.0013086954233902984)	(23, 0.0020708156554967417)	(24, 0.004417014402576436)	(25, 0.005282279601557745)	(26, 0.006558436629641583)	(27, 0.007234292278842522)	(28, 0.008298629592221145)	(29, 0.010933308280515194)	(30, 0.010173691001893862)	(31, 0.012923680175164836)	(32, 0.013093997428593648)	(33, 0.013416645595290815)	(34, 0.013309833510519157)	(35, 0.010906765331928888)	(36, 0.012325648916884716)	(37, 0.010953215491954925)	(38, 0.012723676729238177)	(39, 0.01275394500394186)	(40, 0.01295266786901567)	(41, 0.015365282195781718)	(42, 0.014180919531558867)	(43, 0.01858116996660711)	(44, 0.01797324331082771)	(45, 0.020616653232209355)	(46, 0.023220074106049787)	(47, 0.022620645850475657)	(48, 0.029327804483709384)	(49, 0.027081956708916523)	(50, 0.035210443672370605)	(51, 0.038475517389589486)	(52, 0.03639567945990223)	(53, 0.04500915731726228)	(54, 0.04087171699815084)	(55, 0.05110466396859923)	(56, 0.044558742106383206)	(57, 0.051357404062375)	(58, 0.04630743346916803)	(59, 0.04194012888697035)	(60, 0.04633892411650399)	(61, 0.03122556709940986)	(62, 0.03209153079703817)	(63, 0.020914562905158317)	(64, 0.016541262876240477)	(65, 0.012678216108962062)	(66, 0.0077694586588919114)	(67, 0.00666699496103076)	(68, 0.003771776277402684)	(69, 0.002903658875612758)	(70, 0.001317543072919068)	(71, 0.0008248104856754226)	(72, 0.0006842958411856223)	(73, 0.000358853679900422)	(74, 0.0002036705638234512)	(75, 7.217819352417248e-05)	(76, 3.201452132120553e-05)	(77, 2.0780334748491592e-05)	(78, 1.0710312587457852e-05)	(79, 6.519320705409126e-06)	(80, 6.402904264241107e-07)	(81, 2.9104110292005033e-07)	(82, 0.0)	(83, 0.0)	(84, 0.0)	(85, 0.0)	(86, 0.0)	(87, 0.0)	(88, 0.0)	(89, 0.0)	(90, 5.8208220584010064e-08)	(91, 0.0)	(92, 0.0)	(93, 0.0)	(94, 0.0)	(95, 0.0)	(96, 0.0)	(97, 0.0)	(98, 0.0)	(99, 0.0)	(100, 5.820822058401007e-07)
HSF4_2H_2	(1, 0.0)	(2, 3.679556951906535e-07)	(3, 6.132594919844225e-07)	(4, 4.292816443890957e-07)	(5, 3.489446509391364e-05)	(6, 0.0004186722551777652)	(7, 0.0007630174599270185)	(8, 0.0003194468693746856)	(9, 0.0004270739102179518)	(10, 0.0019412729218766895)	(11, 0.001016293630116585)	(12, 0.0024208418446085077)	(13, 0.003693784572120573)	(14, 0.0012174427434874756)	(15, 0.001218485284623849)	(16, 0.0006962948271991132)	(17, 0.001113495259596116)	(18, 0.0006305534096583831)	(19, 0.0006307373875059785)	(20, 0.0010170908674561646)	(21, 0.0014417117397061785)	(22, 0.001531186299586706)	(23, 0.002500197622871292)	(24, 0.005671853063516328)	(25, 0.006670791450009754)	(26, 0.007973783892629056)	(27, 0.008436733483128097)	(28, 0.009592175691975948)	(29, 0.012510432310533021)	(30, 0.011440601126766193)	(31, 0.014682229475446652)	(32, 0.014893252066638494)	(33, 0.015098142062910488)	(34, 0.014406753311647251)	(35, 0.011380808326297712)	(36, 0.012711520097954714)	(37, 0.01128096968100265)	(38, 0.013320180143749253)	(39, 0.013351272399992863)	(40, 0.013638032538444778)	(41, 0.01626805719576917)	(42, 0.014831496835795661)	(43, 0.01947742809517125)	(44, 0.018468616230856875)	(45, 0.02130144580218052)	(46, 0.023718485437938724)	(47, 0.02262375591879733)	(48, 0.02874003813615477)	(49, 0.026383772516052218)	(50, 0.03377385602421051)	(51, 0.03669303253200556)	(52, 0.03463793864841656)	(53, 0.04276025399000424)	(54, 0.03893977000683969)	(55, 0.0485213976355535)	(56, 0.04247355517750153)	(57, 0.0490095521911731)	(58, 0.04417823258737062)	(59, 0.0403245099397405)	(60, 0.04428757675479144)	(61, 0.029828757712274716)	(62, 0.03061765472276348)	(63, 0.019982692590617218)	(64, 0.016019809753413876)	(65, 0.012384775440625412)	(66, 0.007469684590217861)	(67, 0.006400527991892219)	(68, 0.0036563757431095235)	(69, 0.00281050692581541)	(70, 0.0012425863826588366)	(71, 0.0007562716055151898)	(72, 0.0006376672197654025)	(73, 0.00034575570158081737)	(74, 0.00019746955641898402)	(75, 7.08314713242008e-05)	(76, 3.299336066876193e-05)	(77, 2.078949677827192e-05)	(78, 1.0425411363735182e-05)	(79, 6.193920869042667e-06)	(80, 9.198892379766335e-07)	(81, 1.8397784759532674e-07)	(82, 6.132594919844225e-08)	(83, 0.0)	(84, 6.132594919844225e-08)	(85, 0.0)	(86, 1.226518983968845e-07)	(87, 0.0)	(88, 0.0)	(89, 0.0)	(90, 0.0)	(91, 0.0)	(92, 0.0)	(93, 0.0)	(94, 0.0)	(95, 0.0)	(96, 0.0)	(97, 0.0)	(98, 0.0)	(99, 0.0)	(100, 6.745854411828648e-07)
HSF4_2H_3	(1, 0.0)	(2, 1.2793015218379009e-07)	(3, 3.198253804594752e-07)	(4, 1.9189522827568513e-07)	(5, 3.275011895905026e-05)	(6, 0.0004006772366396306)	(7, 0.0007193512457294516)	(8, 0.0002964781276859335)	(9, 0.0003685667684414992)	(10, 0.00167588499360765)	(11, 0.000916555575320764)	(12, 0.0022839370069372045)	(13, 0.0035619592272532674)	(14, 0.0011837376981566096)	(15, 0.0011956352023097022)	(16, 0.0007195431409577275)	(17, 0.0011149112762817307)	(18, 0.0006309515105704527)	(19, 0.000615599892308398)	(20, 0.000984870276586908)	(21, 0.0013927755668249225)	(22, 0.0013959738206295175)	(23, 0.002239161453672878)	(24, 0.004938295769522574)	(25, 0.005783978040533516)	(26, 0.007007885806475838)	(27, 0.007203810834545312)	(28, 0.00825929855513767)	(29, 0.010761676296928698)	(30, 0.0098264429193891)	(31, 0.012829411346675298)	(32, 0.013193756420094729)	(33, 0.01368814249320899)	(34, 0.013026551711190517)	(35, 0.010455475477676796)	(36, 0.011369280554725608)	(37, 0.010281490470706842)	(38, 0.01214396159127455)	(39, 0.012242659703684341)	(40, 0.012769795895757653)	(41, 0.01522835756042573)	(42, 0.014022935701473968)	(43, 0.018071349332406096)	(44, 0.0177153836839547)	(45, 0.020499527585930523)	(46, 0.023305483578853682)	(47, 0.02261114267787616)	(48, 0.029092531943039613)	(49, 0.027383704935244637)	(50, 0.035044546238466534)	(51, 0.03845215773711006)	(52, 0.03613598233182254)	(53, 0.044473382244868416)	(54, 0.04072630808740521)	(55, 0.05097683946128357)	(56, 0.04505859872603316)	(57, 0.05218974523413808)	(58, 0.046643461416362046)	(59, 0.04218100184788709)	(60, 0.046269393651376646)	(61, 0.03149614760734475)	(62, 0.03202840100550541)	(63, 0.02085440582808836)	(64, 0.01602945617340062)	(65, 0.012186434401799567)	(66, 0.007516152301102036)	(67, 0.0063768063657532)	(68, 0.0037404217895496547)	(69, 0.00281945262397855)	(70, 0.0012890242134038692)	(71, 0.0007649583449829728)	(72, 0.0006244910378851713)	(73, 0.00033959058897187075)	(74, 0.00019925121202625303)	(75, 7.112916461418729e-05)	(76, 2.7632912871698656e-05)	(77, 2.2387776632163264e-05)	(78, 1.0810097859530263e-05)	(79, 6.524437761373295e-06)	(80, 1.6630919783892713e-06)	(81, 6.396507609189504e-07)	(82, 0.0)	(83, 0.0)	(84, 1.2793015218379009e-07)	(85, 6.396507609189504e-08)	(86, 0.0)	(87, 0.0)	(88, 0.0)	(89, 0.0)	(90, 0.0)	(91, 0.0)	(92, 0.0)	(93, 0.0)	(94, 0.0)	(95, 0.0)	(96, 0.0)	(97, 0.0)	(98, 0.0)	(99, 0.0)	(100, 3.198253804594752e-07)
HSF4_4H_1	(1, 0.0)	(2, 3.439976030247021e-07)	(3, 6.879952060494041e-07)	(4, 2.0639856181482125e-07)	(5, 3.3161368931581286e-05)	(6, 0.0004001380118383335)	(7, 0.0007106990478490347)	(8, 0.00029115957120010787)	(9, 0.0003689718290042955)	(10, 0.0017103560822388192)	(11, 0.0008547652439957797)	(12, 0.0022990047805346893)	(13, 0.003374066089507488)	(14, 0.001084142845692651)	(15, 0.0010951507689894418)	(16, 0.0006441011119034523)	(17, 0.0010546966508737366)	(18, 0.0005930518676145864)	(19, 0.0005980054330981422)	(20, 0.0009671836606642525)	(21, 0.001381356774705994)	(22, 0.0014582058392217125)	(23, 0.0023679419001808393)	(24, 0.005232960336732373)	(25, 0.0062966697248053585)	(26, 0.007728043750991143)	(27, 0.0082343394231229)	(28, 0.009406545655189875)	(29, 0.01232171894226241)	(30, 0.011213427464837425)	(31, 0.014191896310866507)	(32, 0.014443564957239377)	(33, 0.014627810073419407)	(34, 0.013889316019245979)	(35, 0.010999529755276665)	(36, 0.012152747319656675)	(37, 0.010870805852224823)	(38, 0.012825881829255413)	(39, 0.012850305659070168)	(40, 0.013134103681565546)	(41, 0.015519039063335807)	(42, 0.014352611990999645)	(43, 0.018690352965620535)	(44, 0.018155092695314103)	(45, 0.020921108621715125)	(46, 0.023416192035973893)	(47, 0.022487467307327806)	(48, 0.028674195398206467)	(49, 0.026578355602018166)	(50, 0.033997214307410706)	(51, 0.03723670853461493)	(52, 0.03508142595262396)	(53, 0.0432438698767147)	(54, 0.03953158534391333)	(55, 0.04903259274089379)	(56, 0.043343697981112476)	(57, 0.05028185443603828)	(58, 0.04500871517927263)	(59, 0.04129739383975973)	(60, 0.04535684075353363)	(61, 0.03084351308240084)	(62, 0.031657273812116075)	(63, 0.02062382589318118)	(64, 0.01629289607110018)	(65, 0.012492135354800848)	(66, 0.007603929415819831)	(67, 0.006485524408865918)	(68, 0.003738428350631253)	(69, 0.002894189433288029)	(70, 0.001303544516901806)	(71, 0.0007914008855186297)	(72, 0.0006600626006837984)	(73, 0.0003567255143366161)	(74, 0.00020227059057852486)	(75, 7.100110526429852e-05)	(76, 3.0065390504358966e-05)	(77, 2.256624275842046e-05)	(78, 9.356734802271899e-06)	(79, 6.4671549368644e-06)	(80, 2.751980824197617e-07)	(81, 1.3759904120988084e-07)	(82, 6.879952060494042e-08)	(83, 0.0)	(84, 1.3759904120988084e-07)	(85, 0.0)	(86, 0.0)	(87, 0.0)	(88, 0.0)	(89, 0.0)	(90, 0.0)	(91, 0.0)	(92, 0.0)	(93, 0.0)	(94, 0.0)	(95, 0.0)	(96, 0.0)	(97, 0.0)	(98, 0.0)	(99, 0.0)	(100, 8.255942472592851e-07)
HSF4_4H_2	(1, 0.0)	(2, 0.0)	(3, 1.4146355506260222e-07)	(4, 2.1219533259390333e-07)	(5, 2.5817098798924906e-05)	(6, 0.0008960301577665225)	(7, 0.001120249892540747)	(8, 0.0003478588818989388)	(9, 0.00050177122980705)	(10, 0.0025196781109975397)	(11, 0.00124381830788793)	(12, 0.0028454686783067123)	(13, 0.005150405112719221)	(14, 0.0016394918713980285)	(15, 0.0014680380426621547)	(16, 0.0008878960033504229)	(17, 0.0015834015718157065)	(18, 0.0009590521715469119)	(19, 0.000915835055475287)	(20, 0.001480133176620007)	(21, 0.0019046653053628763)	(22, 0.001800548128836801)	(23, 0.0027740295830000986)	(24, 0.005945147365060921)	(25, 0.00693829225337792)	(26, 0.008691662286601343)	(27, 0.008979045498711018)	(28, 0.009978414783450773)	(29, 0.012880964006225246)	(30, 0.011199811117861282)	(31, 0.014072723725850137)	(32, 0.014848792788923575)	(33, 0.015033190532947676)	(34, 0.014102360340635752)	(35, 0.01089913033157572)	(36, 0.011141386669620425)	(37, 0.009986619669644403)	(38, 0.01172761164179985)	(39, 0.011850048348706533)	(40, 0.012219480422752517)	(41, 0.014047472481271462)	(42, 0.013064725164251566)	(43, 0.01679115813171063)	(44, 0.016741080033218475)	(45, 0.019243994712941095)	(46, 0.022043629199407524)	(47, 0.02137535536529179)	(48, 0.027693117734387603)	(49, 0.02629722610480738)	(50, 0.033587338219625985)	(51, 0.036576887528763966)	(52, 0.034496665951568396)	(53, 0.04199593193254707)	(54, 0.039185192557008225)	(55, 0.04875583864299104)	(56, 0.043859926465829445)	(57, 0.051071667771143366)	(58, 0.04562772578166924)	(59, 0.042316629811873986)	(60, 0.046409948509387906)	(61, 0.03180454376694954)	(62, 0.03228382229150164)	(63, 0.021127369753267046)	(64, 0.016189938022694573)	(65, 0.012341846397881669)	(66, 0.007680268599681269)	(67, 0.006514679637742957)	(68, 0.0038367745404078975)	(69, 0.002950434636163164)	(70, 0.0013595354959291387)	(71, 0.0008139812958302133)	(72, 0.0006643835863515113)	(73, 0.0003536588876565056)	(74, 0.00020575874083855492)	(75, 6.924641020314379e-05)	(76, 2.7585393237207433e-05)	(77, 1.9239043488513904e-05)	(78, 9.195131079069144e-06)	(79, 4.526833762003271e-06)	(80, 1.343903773094721e-06)	(81, 2.1219533259390333e-07)	(82, 0.0)	(83, 0.0)	(84, 1.4146355506260222e-07)	(85, 0.0)	(86, 7.073177753130111e-08)	(87, 7.073177753130111e-08)	(88, 0.0)	(89, 0.0)	(90, 0.0)	(91, 0.0)	(92, 0.0)	(93, 0.0)	(94, 0.0)	(95, 0.0)	(96, 0.0)	(97, 0.0)	(98, 0.0)	(99, 0.0)	(100, 6.3658599778171e-07)
HSF4_4H_3	(1, 0.0)	(2, 7.013795785620526e-08)	(3, 1.4027591571241052e-07)	(4, 1.4027591571241052e-07)	(5, 1.4097729529097258e-05)	(6, 0.00034837523667177153)	(7, 0.0006299791374644358)	(8, 0.00019729807544950542)	(9, 0.00019708766157593678)	(10, 0.0008353430780674048)	(11, 0.0005885977423292746)	(12, 0.001601810681520016)	(13, 0.0024336468616946104)	(14, 0.0008965735152758719)	(15, 0.0007083933743476731)	(16, 0.0004414483067469559)	(17, 0.0006703786011896099)	(18, 0.0004376608570227209)	(19, 0.00045821127867458903)	(20, 0.0007251563462753063)	(21, 0.0009733044411705604)	(22, 0.0010955549017139263)	(23, 0.0017302332823547276)	(24, 0.0036815414078722143)	(25, 0.004910148015639362)	(26, 0.0060022661574183345)	(27, 0.0067409591295598875)	(28, 0.008014524168312864)	(29, 0.010463461104820125)	(30, 0.009637656789021164)	(31, 0.012061203784784482)	(32, 0.012085962483907722)	(33, 0.01264917028549305)	(34, 0.012645032145979535)	(35, 0.01036653044706285)	(36, 0.011518335990977452)	(37, 0.010395707837531031)	(38, 0.012309983121300442)	(39, 0.012408316538214842)	(40, 0.012698757821697389)	(41, 0.014908173632125708)	(42, 0.013776988647820832)	(43, 0.017811955225330463)	(44, 0.017593615762524096)	(45, 0.020247495811887194)	(46, 0.0230778429632165)	(47, 0.022436010510874366)	(48, 0.028987316602391074)	(49, 0.027264167253779826)	(50, 0.03510173335442148)	(51, 0.03862574490894866)	(52, 0.036480926157705894)	(53, 0.04482797438421503)	(54, 0.04128376309782526)	(55, 0.05146463837044274)	(56, 0.045666824360175245)	(57, 0.05328100106504489)	(58, 0.047635456561283214)	(59, 0.043900259615651006)	(60, 0.048185829116580856)	(61, 0.03288333988538756)	(62, 0.03356494055983417)	(63, 0.021863193809062736)	(64, 0.017029426029528782)	(65, 0.012981203377984326)	(66, 0.00805394170062805)	(67, 0.006835785648581478)	(68, 0.003974297243964015)	(69, 0.003038727024120093)	(70, 0.0013957453613384848)	(71, 0.0008309243867224635)	(72, 0.0006927526097457395)	(73, 0.0003732742117107244)	(74, 0.0002097124939900537)	(75, 7.420595941186518e-05)	(76, 2.9528080257462415e-05)	(77, 2.090111144114917e-05)	(78, 1.0099865931293556e-05)	(79, 5.6811745863526264e-06)	(80, 9.117934521306685e-07)	(81, 7.013795785620526e-08)	(82, 0.0)	(83, 0.0)	(84, 1.4027591571241052e-07)	(85, 7.013795785620526e-08)	(86, 0.0)	(87, 0.0)	(88, 0.0)	(89, 0.0)	(90, 0.0)	(91, 0.0)	(92, 0.0)	(93, 0.0)	(94, 0.0)	(95, 0.0)	(96, 0.0)	(97, 0.0)	(98, 0.0)	(99, 0.0)	(100, 3.506897892810263e-07)
