#Coverage (X)	Coverage
1.0	38.899668968736776
2.0	32.67907848713415
3.0	28.458093477059208
4.0	26.12715477885483
5.0	24.3242082250364
6.0	23.056393790178603
7.0	22.038458288153024
8.0	21.226460470249478
9.0	20.537976837343578
10.0	19.95590818702378
11.0	19.44820325552503
12.0	19.00216287933756
13.0	18.601044089433415
14.0	18.24010313735711
15.0	17.91400626311163
16.0	17.62058475682079
17.0	17.35113594824682
18.0	17.106837773167825
19.0	16.874171452984513
20.0	16.660487084306396
21.0	16.461143196622103
22.0	16.273882021709582
23.0	16.096143132124382
24.0	15.929250574993347
25.0	15.771492064463018
26.0	15.62062513921451
27.0	15.478046902049044
28.0	15.342518189575713
29.0	15.213864363944353
30.0	15.089759471636839
31.0	14.970437986579455
32.0	14.857130027174861
33.0	14.74871471064779
34.0	14.643803283416972
35.0	14.542327560186322
36.0	14.445763961346358
37.0	14.353027784074825
38.0	14.26334255091848
39.0	14.175589466407018
40.0	14.091146847596818
41.0	14.009022528853151
42.0	13.928779567666496
43.0	13.849971976539038
44.0	13.773863270753154
45.0	13.700300381276833
46.0	13.627765837388253
47.0	13.556622830154254
48.0	13.487438410761584
49.0	13.419825036251936
50.0	13.353466827804723
51.0	13.288512679841986
