#Insert size (bp)	insert size
23.0	1.0
25.0	7.0
26.0	3.0
27.0	2.0
28.0	8.0
29.0	6.0
30.0	3.0
31.0	59.0
32.0	80.0
33.0	71.0
34.0	80.0
35.0	104.0
36.0	103.0
37.0	90.0
38.0	116.0
39.0	125.0
40.0	114.0
41.0	127.0
42.0	135.0
43.0	136.0
44.0	149.0
45.0	146.0
46.0	198.0
47.0	173.0
48.0	220.0
49.0	216.0
50.0	242.0
51.0	287.0
52.0	250.0
53.0	280.0
54.0	294.0
55.0	290.0
56.0	313.0
57.0	300.0
58.0	368.0
59.0	368.0
60.0	420.0
61.0	429.0
62.0	443.0
63.0	479.0
64.0	436.0
65.0	457.0
66.0	550.0
67.0	515.0
68.0	586.0
69.0	637.0
70.0	722.0
71.0	805.0
72.0	834.0
73.0	862.0
74.0	929.0
75.0	1010.0
76.0	1097.0
77.0	1071.0
78.0	1187.0
79.0	1279.0
80.0	1369.0
81.0	1504.0
82.0	1659.0
83.0	1735.0
84.0	1880.0
85.0	2126.0
86.0	2155.0
87.0	2287.0
88.0	2444.0
89.0	2596.0
90.0	2767.0
91.0	2878.0
92.0	3081.0
93.0	3396.0
94.0	3555.0
95.0	3649.0
96.0	3712.0
97.0	4232.0
98.0	4314.0
99.0	4531.0
100.0	4686.0
101.0	5140.0
102.0	5300.0
103.0	5498.0
104.0	5883.0
105.0	6121.0
106.0	6309.0
107.0	6947.0
108.0	7186.0
109.0	7338.0
110.0	7770.0
111.0	7909.0
112.0	8539.0
113.0	8820.0
114.0	9384.0
115.0	9457.0
116.0	9873.0
117.0	10362.0
118.0	10653.0
119.0	11305.0
120.0	11541.0
121.0	11930.0
122.0	12522.0
123.0	12873.0
124.0	13585.0
125.0	13659.0
126.0	14353.0
127.0	14717.0
128.0	15713.0
129.0	15939.0
130.0	16558.0
131.0	17071.0
132.0	18177.0
133.0	18821.0
134.0	18854.0
135.0	19893.0
136.0	20380.0
137.0	21287.0
138.0	21596.0
139.0	22509.0
140.0	23036.0
141.0	23686.0
142.0	24710.0
143.0	25166.0
144.0	26227.0
145.0	26689.0
146.0	28235.0
147.0	28582.0
148.0	29018.0
149.0	30447.0
150.0	31273.0
151.0	32272.0
152.0	33597.0
153.0	33813.0
154.0	35086.0
155.0	35706.0
156.0	36524.0
157.0	37621.0
158.0	38283.0
159.0	40157.0
160.0	40486.0
161.0	41283.0
162.0	42985.0
163.0	44941.0
164.0	45648.0
165.0	46504.0
166.0	47853.0
167.0	50145.0
168.0	50290.0
169.0	51666.0
170.0	53095.0
171.0	55177.0
172.0	55828.0
173.0	55595.0
174.0	59415.0
175.0	60193.0
176.0	61382.0
177.0	61158.0
178.0	63514.0
179.0	64343.0
180.0	64777.0
181.0	66441.0
182.0	67841.0
183.0	71340.0
184.0	73406.0
185.0	73894.0
186.0	74420.0
187.0	76496.0
188.0	81284.0
189.0	82001.0
190.0	82058.0
191.0	83747.0
192.0	88821.0
193.0	88120.0
194.0	87792.0
195.0	92742.0
196.0	92395.0
197.0	95090.0
198.0	95344.0
199.0	97580.0
200.0	98477.0
201.0	102004.0
202.0	103679.0
203.0	104838.0
204.0	106889.0
205.0	109499.0
206.0	111038.0
207.0	114382.0
208.0	116684.0
209.0	118698.0
210.0	121588.0
211.0	123800.0
212.0	125211.0
213.0	126582.0
214.0	130066.0
215.0	134307.0
216.0	138348.0
217.0	142756.0
218.0	144146.0
219.0	149430.0
220.0	149899.0
221.0	159033.0
222.0	155260.0
223.0	157202.0
224.0	157084.0
225.0	164828.0
226.0	160303.0
227.0	164382.0
228.0	164922.0
229.0	173545.0
230.0	175292.0
231.0	175398.0
232.0	180465.0
233.0	181474.0
234.0	185959.0
235.0	188237.0
236.0	185968.0
237.0	190048.0
238.0	195490.0
239.0	197949.0
240.0	206597.0
241.0	200659.0
242.0	207000.0
243.0	204493.0
244.0	207937.0
245.0	209410.0
246.0	209329.0
247.0	216376.0
248.0	214600.0
249.0	212684.0
250.0	213050.0
251.0	217904.0
252.0	219851.0
253.0	227886.0
254.0	221136.0
255.0	220083.0
256.0	225101.0
257.0	221617.0
258.0	226412.0
259.0	225650.0
260.0	227345.0
261.0	231842.0
262.0	232669.0
263.0	231431.0
264.0	231631.0
265.0	230668.0
266.0	233060.0
267.0	233948.0
268.0	232291.0
269.0	236364.0
270.0	233110.0
271.0	232023.0
272.0	230499.0
273.0	231916.0
274.0	238890.0
275.0	235024.0
276.0	231384.0
277.0	232219.0
278.0	230869.0
279.0	233464.0
280.0	233742.0
281.0	231898.0
282.0	232087.0
283.0	230805.0
284.0	230325.0
285.0	230230.0
286.0	231357.0
287.0	231009.0
288.0	229630.0
289.0	228444.0
290.0	225310.0
291.0	226664.0
292.0	223356.0
293.0	226046.0
294.0	221259.0
295.0	218718.0
296.0	218061.0
297.0	217877.0
298.0	219148.0
299.0	220063.0
300.0	217015.0
301.0	212606.0
302.0	209532.0
303.0	208619.0
304.0	210990.0
305.0	207792.0
306.0	211126.0
307.0	203847.0
308.0	203271.0
309.0	201512.0
310.0	202071.0
311.0	199403.0
312.0	198065.0
313.0	194897.0
314.0	192751.0
315.0	189504.0
316.0	192212.0
317.0	189892.0
318.0	187183.0
319.0	189023.0
320.0	184597.0
321.0	184658.0
322.0	183633.0
323.0	178571.0
324.0	176725.0
325.0	181157.0
326.0	175980.0
327.0	173536.0
328.0	169029.0
329.0	169770.0
330.0	170343.0
331.0	164304.0
332.0	165282.0
333.0	162634.0
334.0	162498.0
335.0	161523.0
336.0	159299.0
337.0	155403.0
338.0	155022.0
339.0	152625.0
340.0	150252.0
341.0	147643.0
342.0	149243.0
343.0	146819.0
344.0	141453.0
345.0	138814.0
346.0	140585.0
347.0	137944.0
348.0	138265.0
349.0	136135.0
350.0	133213.0
351.0	131787.0
352.0	129195.0
353.0	129860.0
354.0	126928.0
355.0	128178.0
356.0	124124.0
357.0	122903.0
358.0	121423.0
359.0	119323.0
360.0	115968.0
361.0	114645.0
362.0	112920.0
363.0	113014.0
364.0	111920.0
365.0	108749.0
366.0	107584.0
367.0	105819.0
368.0	105704.0
369.0	104330.0
370.0	102198.0
371.0	101742.0
372.0	100780.0
373.0	99364.0
374.0	97859.0
375.0	96205.0
376.0	96128.0
377.0	93726.0
378.0	92195.0
379.0	91512.0
380.0	90254.0
381.0	88579.0
382.0	87616.0
383.0	85814.0
384.0	86394.0
385.0	83993.0
386.0	83349.0
387.0	81332.0
388.0	80225.0
389.0	77585.0
390.0	77961.0
391.0	78138.0
392.0	76411.0
393.0	76127.0
394.0	73999.0
395.0	73215.0
396.0	72199.0
397.0	71334.0
398.0	70577.0
399.0	70215.0
400.0	69480.0
401.0	69011.0
402.0	68939.0
403.0	66520.0
404.0	65148.0
405.0	64912.0
406.0	64644.0
407.0	63768.0
408.0	62731.0
409.0	61208.0
410.0	60026.0
411.0	60877.0
412.0	59310.0
413.0	59447.0
414.0	58210.0
415.0	58497.0
416.0	56402.0
417.0	56781.0
418.0	56020.0
419.0	55221.0
420.0	55098.0
421.0	54166.0
422.0	52936.0
423.0	51876.0
424.0	52100.0
425.0	51044.0
426.0	50734.0
427.0	49537.0
428.0	48821.0
429.0	48187.0
430.0	48912.0
431.0	49132.0
432.0	46578.0
433.0	45994.0
434.0	44983.0
435.0	45258.0
436.0	44730.0
437.0	44202.0
438.0	43484.0
439.0	42571.0
440.0	42753.0
441.0	42464.0
442.0	41364.0
443.0	41562.0
444.0	41609.0
445.0	40393.0
446.0	39928.0
447.0	39618.0
448.0	38688.0
449.0	39255.0
450.0	38309.0
451.0	37390.0
452.0	37603.0
453.0	37166.0
454.0	36899.0
455.0	36707.0
456.0	36539.0
457.0	35853.0
458.0	35335.0
459.0	35193.0
460.0	36006.0
461.0	34374.0
462.0	34080.0
463.0	34205.0
464.0	34570.0
465.0	35138.0
466.0	35478.0
467.0	33628.0
468.0	33067.0
469.0	32540.0
470.0	32946.0
471.0	32929.0
472.0	31522.0
473.0	31854.0
474.0	31840.0
475.0	31794.0
476.0	33267.0
477.0	31875.0
478.0	31727.0
479.0	30745.0
480.0	30029.0
481.0	30049.0
482.0	29655.0
483.0	29933.0
484.0	30029.0
485.0	29228.0
486.0	29069.0
487.0	28045.0
488.0	28139.0
489.0	28340.0
490.0	27205.0
491.0	28273.0
492.0	28524.0
493.0	28204.0
494.0	27629.0
495.0	26881.0
496.0	27133.0
497.0	26336.0
498.0	26526.0
499.0	26769.0
500.0	27675.0
501.0	26249.0
502.0	26528.0
503.0	26217.0
504.0	25601.0
505.0	24777.0
506.0	24289.0
507.0	24745.0
508.0	24758.0
509.0	25468.0
510.0	24545.0
511.0	23775.0
512.0	23365.0
513.0	23315.0
514.0	23983.0
515.0	23096.0
516.0	23161.0
517.0	23161.0
518.0	22829.0
519.0	22514.0
520.0	23390.0
521.0	22895.0
522.0	22729.0
523.0	21969.0
524.0	21952.0
525.0	21587.0
526.0	21829.0
527.0	21946.0
528.0	20755.0
529.0	21318.0
530.0	20830.0
531.0	21552.0
532.0	20649.0
533.0	20137.0
534.0	20295.0
535.0	20629.0
536.0	20111.0
537.0	20607.0
538.0	20407.0
539.0	25859.0
540.0	19791.0
541.0	18437.0
542.0	18316.0
543.0	18126.0
544.0	18515.0
545.0	18082.0
546.0	18318.0
547.0	17718.0
548.0	17449.0
549.0	17665.0
550.0	17687.0
551.0	17048.0
552.0	17395.0
553.0	16961.0
554.0	16498.0
555.0	16729.0
556.0	16705.0
557.0	16399.0
558.0	16090.0
559.0	16112.0
560.0	16226.0
561.0	15846.0
562.0	15523.0
563.0	15909.0
564.0	15559.0
565.0	15479.0
566.0	15395.0
567.0	15081.0
568.0	15373.0
569.0	14850.0
570.0	15046.0
571.0	14557.0
572.0	14617.0
573.0	14734.0
574.0	14516.0
575.0	14491.0
576.0	14399.0
577.0	14856.0
578.0	13972.0
579.0	14207.0
580.0	14245.0
581.0	14284.0
582.0	13673.0
583.0	14067.0
584.0	14426.0
585.0	14269.0
586.0	14007.0
587.0	14303.0
588.0	13935.0
589.0	14030.0
590.0	14146.0
591.0	13677.0
592.0	13722.0
593.0	13372.0
594.0	13188.0
595.0	13160.0
596.0	12625.0
597.0	13250.0
598.0	12960.0
599.0	12502.0
600.0	12778.0
601.0	12834.0
602.0	12869.0
603.0	12642.0
604.0	12482.0
605.0	12433.0
606.0	11886.0
607.0	12442.0
608.0	12128.0
609.0	12066.0
610.0	12024.0
611.0	12355.0
612.0	12267.0
613.0	12258.0
614.0	12573.0
615.0	12417.0
616.0	12141.0
617.0	12158.0
618.0	12431.0
619.0	12504.0
620.0	12337.0
621.0	12016.0
622.0	12124.0
623.0	11995.0
624.0	12272.0
625.0	11618.0
626.0	11744.0
627.0	11974.0
628.0	11990.0
629.0	11642.0
630.0	11670.0
631.0	12257.0
632.0	11535.0
633.0	11626.0
634.0	11599.0
635.0	12089.0
636.0	11918.0
637.0	12061.0
638.0	11853.0
639.0	10765.0
640.0	10428.0
641.0	11120.0
642.0	11120.0
643.0	10781.0
644.0	11176.0
645.0	11010.0
646.0	10330.0
647.0	10683.0
648.0	10524.0
649.0	11267.0
650.0	10858.0
651.0	11023.0
652.0	11399.0
653.0	10739.0
654.0	10727.0
655.0	10490.0
656.0	10627.0
657.0	10308.0
658.0	10017.0
659.0	10625.0
660.0	10498.0
661.0	10747.0
662.0	10253.0
663.0	10516.0
664.0	10257.0
665.0	10417.0
666.0	10702.0
667.0	10662.0
668.0	10202.0
669.0	10351.0
670.0	10869.0
671.0	10278.0
672.0	10449.0
673.0	10300.0
674.0	10417.0
675.0	10549.0
676.0	10754.0
677.0	10196.0
678.0	10205.0
679.0	10332.0
680.0	10415.0
681.0	10037.0
682.0	10337.0
683.0	10051.0
684.0	9656.0
685.0	10155.0
686.0	10031.0
687.0	10047.0
688.0	9827.0
689.0	9851.0
690.0	9475.0
691.0	9657.0
692.0	9957.0
693.0	9480.0
694.0	9760.0
695.0	9474.0
696.0	9753.0
697.0	9491.0
698.0	9669.0
699.0	9834.0
700.0	9686.0
701.0	10205.0
702.0	9706.0
703.0	9338.0
704.0	9353.0
705.0	9245.0
706.0	9485.0
707.0	8806.0
708.0	8703.0
709.0	8744.0
710.0	8620.0
711.0	8848.0
712.0	8955.0
713.0	9036.0
714.0	9002.0
715.0	8991.0
716.0	8922.0
717.0	9255.0
718.0	9406.0
719.0	9051.0
720.0	8991.0
721.0	8858.0
722.0	8697.0
723.0	8936.0
724.0	8443.0
725.0	8443.0
726.0	8645.0
727.0	8686.0
728.0	8492.0
729.0	8286.0
730.0	8266.0
731.0	8640.0
732.0	8150.0
733.0	8488.0
734.0	8318.0
735.0	8145.0
736.0	8826.0
737.0	7937.0
738.0	8216.0
739.0	8008.0
740.0	7962.0
741.0	8167.0
742.0	7927.0
743.0	8216.0
744.0	8017.0
745.0	7820.0
746.0	8074.0
747.0	8184.0
748.0	8045.0
749.0	8362.0
750.0	8262.0
751.0	8345.0
752.0	8319.0
753.0	7958.0
754.0	8410.0
755.0	8188.0
756.0	8055.0
757.0	7933.0
758.0	7919.0
759.0	7883.0
760.0	8196.0
761.0	7762.0
762.0	7627.0
763.0	7463.0
764.0	7965.0
765.0	7766.0
766.0	7322.0
767.0	7460.0
768.0	7174.0
769.0	7525.0
770.0	7146.0
771.0	7268.0
772.0	7370.0
773.0	7280.0
774.0	7327.0
775.0	7523.0
776.0	7458.0
777.0	7383.0
778.0	7106.0
779.0	7389.0
780.0	7210.0
781.0	7307.0
782.0	6945.0
783.0	6983.0
784.0	7131.0
785.0	7365.0
786.0	7285.0
787.0	7204.0
788.0	7139.0
789.0	7300.0
790.0	7361.0
791.0	7181.0
792.0	7269.0
793.0	7239.0
794.0	7386.0
795.0	7365.0
796.0	7483.0
797.0	7243.0
798.0	7097.0
