#Mapping quality	mapping quality
0.0	1466113.0
1.0	1014618.0
2.0	201266.0
3.0	979674.0
4.0	9455.0
5.0	9513.0
6.0	9149.0
7.0	8144.0
8.0	7556.0
9.0	7207.0
10.0	7087.0
11.0	7359.0
12.0	7069.0
13.0	6571.0
14.0	6516.0
15.0	7011.0
16.0	6002.0
17.0	6169.0
18.0	5823.0
19.0	5984.0
20.0	5341.0
21.0	5892.0
22.0	5676.0
23.0	5686.0
24.0	6014.0
25.0	6974.0
26.0	5886.0
27.0	4790.0
28.0	6767.0
29.0	6308.0
30.0	5244.0
31.0	5859.0
32.0	6500.0
33.0	4616.0
34.0	6798.0
35.0	3129.0
36.0	6568.0
37.0	8483.0
38.0	5794.0
39.0	6967.0
40.0	3833.0
41.0	3602.0
42.0	6286.0
43.0	9862.0
44.0	7122.0
45.0	8557.0
46.0	3309.0
47.0	4551.0
48.0	4667.0
49.0	2655.0
50.0	2558.0
51.0	17182.0
52.0	8490.0
53.0	16182.0
54.0	2757.0
55.0	3152.0
56.0	4052.0
57.0	5425.0
58.0	4266.0
59.0	4681.0
60.0	3300.0
61.0	3362.0
62.0	2450.0
63.0	8815.0
64.0	16739.0
65.0	11066.0
66.0	18846.0
67.0	2646.0
68.0	2838.0
69.0	3364.0
70.0	3950.0
71.0	4278.0
72.0	4049.0
73.0	5975.0
74.0	5154.0
75.0	6914.0
76.0	3089.0
77.0	4098.0
78.0	4720.0
79.0	2939.0
80.0	3544.0
81.0	3076.0
82.0	2404.0
83.0	2197.0
84.0	1467.0
85.0	42894.0
86.0	16353.0
87.0	53839.0
88.0	2191.0
89.0	2151.0
90.0	2794.0
91.0	3292.0
92.0	2730.0
93.0	3945.0
94.0	4165.0
95.0	4049.0
96.0	4761.0
97.0	7116.0
98.0	2759.0
99.0	3813.0
100.0	2472.0
101.0	2120.0
102.0	12565.0
103.0	21571.0
104.0	1898.0
105.0	2703.0
106.0	3756.0
107.0	3239.0
108.0	3210.0
109.0	6799.0
110.0	5819.0
111.0	8972.0
112.0	3044.0
113.0	4885.0
114.0	4038.0
115.0	5399.0
116.0	3528.0
117.0	4693.0
118.0	3228.0
119.0	4109.0
120.0	3954.0
121.0	3387.0
122.0	3091.0
123.0	3145.0
124.0	2283.0
125.0	2270.0
126.0	1788.0
127.0	36545.0
128.0	58977.0
129.0	137032.0
130.0	1749.0
131.0	2316.0
132.0	2332.0
133.0	2890.0
134.0	3158.0
135.0	3847.0
136.0	3764.0
137.0	4363.0
138.0	4823.0
139.0	4310.0
140.0	5786.0
141.0	4085.0
142.0	5974.0
143.0	7583.0
144.0	3931.0
145.0	4930.0
146.0	8549.0
147.0	11093.0
148.0	3807.0
149.0	4384.0
150.0	5502.0
151.0	4131.0
152.0	2584.0
153.0	20714.0
154.0	32633.0
155.0	3194.0
156.0	3891.0
157.0	4912.0
158.0	4745.0
159.0	6950.0
160.0	11380.0
161.0	3501.0
162.0	5593.0
163.0	7458.0
164.0	4077.0
165.0	5502.0
166.0	4467.0
167.0	3596.0
168.0	2967.0
169.0	2120.0
170.0	49236.0
171.0	99718.0
172.0	3020.0
173.0	3787.0
174.0	4659.0
175.0	4822.0
176.0	5645.0
177.0	7553.0
178.0	6486.0
179.0	10231.0
180.0	5933.0
181.0	3999.0
182.0	13121.0
183.0	22561.0
184.0	4857.0
185.0	7337.0
186.0	10022.0
187.0	8785.0
188.0	5575.0
189.0	5589.0
190.0	3721.0
191.0	29157.0
192.0	74289.0
193.0	4716.0
194.0	5648.0
195.0	8531.0
196.0	11344.0
197.0	5846.0
198.0	10458.0
199.0	19765.0
200.0	7509.0
201.0	10864.0
202.0	6319.0
203.0	4897.0
204.0	80099.0
205.0	5037.0
206.0	7317.0
207.0	11500.0
208.0	8532.0
209.0	18146.0
210.0	10672.0
211.0	9084.0
212.0	17729.0
213.0	52936.0
214.0	9133.0
215.0	12262.0
216.0	17962.0
217.0	11860.0
218.0	16579.0
219.0	49766.0
220.0	13239.0
221.0	19793.0
222.0	13003.0
223.0	51029.0
224.0	13738.0
225.0	22383.0
226.0	16218.0
227.0	42672.0
228.0	23849.0
229.0	45380.0
230.0	16301.0
231.0	26444.0
232.0	43092.0
233.0	26528.0
234.0	48526.0
235.0	45758.0
236.0	30363.0
237.0	51257.0
238.0	50966.0
239.0	52658.0
240.0	55546.0
241.0	74745.0
242.0	63803.0
243.0	79669.0
244.0	91263.0
245.0	83981.0
246.0	109502.0
247.0	118166.0
248.0	144991.0
249.0	174275.0
250.0	208811.0
251.0	276475.0
252.0	397151.0
253.0	705924.0
254.0	1680761.0
255.0	4.5598801E7
