#Read position (bp)	Clipping profile
0.0	7.762919779670484
1.0	4.335641519136404
2.0	2.166776240536914
3.0	1.9238048121172902
4.0	1.7312631247891717
5.0	1.603868029065644
6.0	1.4845845594608156
7.0	1.381346230466664
8.0	1.308214804070871
9.0	1.248145903248436
10.0	1.1897403838891212
11.0	1.1321741023641934
12.0	1.085040935787619
13.0	1.0382971997169292
14.0	0.9920908173675379
15.0	0.9510194837817892
16.0	0.9090153282865958
17.0	0.8705341603911501
18.0	0.8363940860419231
19.0	0.805725678993219
20.0	0.7723735221791541
21.0	0.7429639718820307
22.0	0.7151936523189801
23.0	0.6893523722385679
24.0	0.6619714831814021
25.0	0.6376396236664345
26.0	0.6138270048259798
27.0	0.5906241918939648
28.0	0.5694168329494675
29.0	0.5507120933024775
30.0	0.5326382914518434
31.0	0.5152769361080991
32.0	0.49822652140083645
33.0	0.48045762250442214
34.0	0.4606600623680502
35.0	0.443190028743594
36.0	0.4277305433123099
37.0	0.4136144421842717
38.0	0.3945746111717529
39.0	0.3813581247007196
40.0	0.36895974417615734
41.0	0.3573492811867572
42.0	0.345494292065755
43.0	0.33420986391849083
44.0	0.32250279801290216
45.0	0.3106055451160675
46.0	0.2983098051899555
47.0	0.2860382159928905
48.0	0.2736760615618989
49.0	0.2643055786916185
50.0	0.2563660265173798
51.0	0.24831477722129805
52.0	0.23792090720764622
53.0	0.22895494904890507
54.0	0.21981087926344142
55.0	0.21190453434164236
56.0	0.20382007779312086
57.0	0.19754692592313292
58.0	0.19129490594106122
59.0	0.18495232072506285
60.0	0.179467086390237
61.0	0.1733026128009611
62.0	0.16802869734529752
63.0	0.16461136918513086
64.0	0.15985065672171847
65.0	0.15519862253901806
66.0	0.15063413474911347
67.0	0.14749453997298861
68.0	0.14367268710128278
69.0	0.1401255487724879
70.0	0.1307641224256002
71.0	0.12903432645760066
72.0	0.12784792189316116
73.0	0.125861524429036
74.0	0.12560190409177954
75.0	0.12418606760139245
76.0	0.12456946042501539
77.0	0.12554756495142352
78.0	0.12773320593018736
79.0	0.13043808758346417
80.0	0.13284108512365203
81.0	0.13620709298459358
82.0	0.13927725441470798
83.0	0.14390211902723038
84.0	0.14832170244285228
85.0	0.15337524249596093
86.0	0.15796086217378177
87.0	0.16224761657964454
88.0	0.16745813637155943
89.0	0.17273205182722304
90.0	0.1782625687790122
91.0	0.18411308289067563
92.0	0.19078170294881006
93.0	0.19748051141825337
94.0	0.2043815822434663
95.0	0.21145170817200898
96.0	0.21871805877405948
97.0	0.2269685515847799
98.0	0.23484470809527003
99.0	0.2433638777666396
100.0	0.25234191128990435
101.0	0.2615644709447711
102.0	0.27041269429940756
103.0	0.2796563858421906
104.0	0.2893951673304394
105.0	0.2989075357338715
106.0	0.31019800156339744
107.0	0.32156393842119557
108.0	0.33182497942508826
109.0	0.3428618625996195
110.0	0.35487986914168973
111.0	0.36822616578135126
112.0	0.3801264375193168
113.0	0.39312254858779516
114.0	0.40626054518942534
115.0	0.4215962581343429
116.0	0.43544670124286294
117.0	0.450088080727676
118.0	0.46559888645818515
119.0	0.4810191269547676
120.0	0.4972061530985959
121.0	0.5135229894110525
122.0	0.5302896330520115
123.0	0.5474306129932008
124.0	0.5659602598545994
125.0	0.5854498981956205
126.0	0.6047614249099194
127.0	0.626391421612741
128.0	0.6487006575700128
129.0	0.672990253309148
130.0	0.6967938156262099
131.0	0.7218652912182455
132.0	0.7491676904060082
133.0	0.7746618037563682
134.0	0.8019219391682983
135.0	0.8297677297596211
136.0	0.8608044354262939
137.0	0.8959346896664524
138.0	0.9304309872691242
139.0	0.9679974463019105
140.0	1.0093646263184863
141.0	1.0539710228685064
142.0	1.1400170516222436
143.0	1.2449459316496934
144.0	1.3470069126027984
145.0	1.4406664586886382
146.0	1.5623016055344294
147.0	1.7455573375439324
148.0	3.7610503924885923
149.0	6.908581701946555
