#Position (bp)	insert size	chromosomes
179658.5	476.0895340574561	0.0
538974.5	525.1253638678737	38146.17220518064
898290.5	814.686302294197	0.0
1257606.5	629.3484622508164	0.0
1616922.5	569.7466762804701	38146.17220518064
1976238.5	450.63379604967673	0.0
2335554.5	609.6385135135135	0.0
2694870.5	543.6575441968577	38146.17220518064
3054186.5	675.2223432208046	0.0
3413502.5	403.61261954490493	0.0
3772818.5	742.9018719341854	38146.17220518064
4132134.5	480.27437221460406	0.0
4491450.5	392.21606662609173	0.0
4850766.5	525.7321450587385	38146.17220518064
5210082.5	568.1001029165998	0.0
5569398.5	661.6489887123224	0.0
5928714.5	1074.8689099784146	38146.17220518064
6288030.5	459.07839842391934	0.0
6647346.5	583.4380334666074	0.0
7006662.5	441.8278135118261	38146.17220518064
7365978.5	1185.9150231544538	0.0
7725294.5	499.1097495170346	0.0
8084610.5	664.198225375588	38146.17220518064
8443926.5	773.021374641821	0.0
8803242.5	997.9229215752272	0.0
9162558.5	496.34018316255674	38146.17220518064
9521874.5	667.4195142834903	0.0
9881190.5	387.6964622119066	0.0
1.02405065E7	418.6872356679872	38146.17220518064
1.05998225E7	503.1871469514443	0.0
1.09591385E7	470.9256830859785	0.0
1.13184545E7	398.61210957315745	38146.17220518064
1.16777705E7	531.3718431700851	0.0
1.20370865E7	942.3079281589067	0.0
1.23964025E7	2240.1376747395807	38146.17220518064
1.27557185E7	633.5066592537682	0.0
1.31150345E7	465.24622282748345	0.0
1.34743505E7	527.4050222849144	38146.17220518064
1.38336665E7	456.4039261557239	0.0
1.41929825E7	794.4574080771549	0.0
1.45522985E7	1288.0827223162248	38146.17220518064
1.49116145E7	1112.662143227529	0.0
1.52709305E7	374.59535106429286	0.0
1.56302465E7	719.4154946653734	38146.17220518064
1.59895625E7	594.343087790111	0.0
1.63488785E7	868.2785950389468	0.0
1.67081945E7	688.2843252504283	38146.17220518064
1.70675105E7	649.3964390263463	0.0
1.74268265E7	642.6304419164296	0.0
1.77861425E7	3834.1642282370153	38146.17220518064
1.81454585E7	1386.6789039544021	0.0
1.85047745E7	484.59386535054716	0.0
1.88640905E7	537.967591628834	38146.17220518064
1.92234065E7	581.0921310067284	0.0
1.95827225E7	674.2940530741729	0.0
1.99420385E7	2152.3225289461634	38146.17220518064
2.03013545E7	5081.889776006418	0.0
2.06606705E7	766.5904977207321	0.0
2.10199865E7	922.9724092672906	38146.17220518064
2.13793025E7	1202.3428014020237	0.0
2.17386185E7	484.5874140326058	0.0
2.20979345E7	1916.9316844927596	38146.17220518064
2.24572505E7	594.4859733542833	0.0
2.28165665E7	1950.0460964186357	0.0
2.31758825E7	1040.2484207770106	38146.17220518064
2.34346265E7	451.3265498652291	0.0
2.36142845E7	3553.27371541502	0.0
2.38945145E7	1953.3576167555614	38146.17220518064
2.42538305E7	2704.44449594438	0.0
2.46131465E7	4065.219564671711	0.0
2.49724625E7	1645.5944168220426	38146.17220518064
2.53317785E7	9967.912557342957	0.0
2.56910945E7	2807.5145762711863	0.0
2.60504105E7	9667.869833036148	38146.17220518064
2.64097265E7	3114.7133336218462	0.0
2.67690425E7	2174.5651500484028	0.0
2.71283585E7	1513.5425582382463	38146.17220518064
2.74876745E7	3685.741505376344	0.0
2.78469905E7	6515.176876829895	0.0
2.82063065E7	788.7815193199312	38146.17220518064
2.85656225E7	879.4197933423185	0.0
2.89249385E7	1001.055685212281	0.0
2.92842545E7	542.5608660483599	38146.17220518064
2.96435705E7	658.3747809213821	0.0
3.00028865E7	751.265434497173	0.0
3.03622025E7	892.3769041093099	38146.17220518064
3.07215185E7	585.580531708063	0.0
3.10808345E7	534.83436462569	0.0
3.14401505E7	411.72361437456806	38146.17220518064
3.17994665E7	515.5690958824325	0.0
3.21587825E7	589.3299524226572	0.0
3.25180985E7	385.3839249413604	38146.17220518064
3.28774145E7	521.0185288495834	0.0
3.32367305E7	400.0401768055139	0.0
3.35960465E7	729.5401269623936	38146.17220518064
3.39553625E7	1489.7767027540995	0.0
3.43146785E7	479.6947836003605	0.0
3.46739945E7	741.3727208186871	38146.17220518064
3.50333105E7	971.1523437832864	0.0
3.53926265E7	428.6832494444593	0.0
3.57519425E7	1072.3730723212727	38146.17220518064
3.61112585E7	537.9985401022357	0.0
3.64705745E7	454.94456933401256	0.0
3.68298905E7	509.50131403213993	38146.17220518064
3.71892065E7	636.5707678540906	0.0
3.75485225E7	919.8807757362816	0.0
3.79078385E7	493.92147785082113	38146.17220518064
3.82671545E7	390.27870748765247	0.0
3.86264705E7	676.5428633657616	0.0
3.89857865E7	418.4133083801206	38146.17220518064
3.93451025E7	726.5162249607461	0.0
3.97044185E7	626.4064218800612	0.0
4.00637345E7	525.8586255010963	38146.17220518064
4.04230505E7	410.1471972547922	0.0
4.07823665E7	896.030103700364	0.0
4.11416825E7	401.57577392521523	38146.17220518064
4.15009985E7	474.44028510881355	0.0
4.18603145E7	549.9221402787613	0.0
4.22196305E7	608.4783209956886	38146.17220518064
4.25789465E7	752.4323561567212	0.0
4.29382625E7	731.9176468263898	0.0
4.32975785E7	386.39497041420117	38146.17220518064
4.36568945E7	385.4025009026814	0.0
4.40162105E7	873.257402709213	0.0
4.43755265E7	459.4396447790161	38146.17220518064
4.47348425E7	836.9448171812752	0.0
4.50941585E7	830.866953333106	0.0
4.54534745E7	798.0498600223964	38146.17220518064
4.58127905E7	608.2826397633081	0.0
4.61721065E7	624.8309680872175	0.0
4.65314225E7	697.6505242555571	38146.17220518064
4.68907385E7	557.3306576892818	0.0
4.72500545E7	484.60539519685835	0.0
4.76093705E7	567.1343065719545	38146.17220518064
4.79686865E7	585.930557450408	0.0
4.83280025E7	419.45617373202657	0.0
4.86541545E7	549.577057368901	38146.17220518064
4.88338125E7	2979.936231884058	0.0
4.90466345E7	433.39058505092055	0.0
4.94059505E7	787.5916795981947	38146.17220518064
4.97652665E7	570.221345585619	0.0
5.01245825E7	529.730447829108	0.0
5.04838985E7	476.9493588378579	38146.17220518064
5.08432145E7	518.2024263996631	0.0
5.12025305E7	903.0287706007979	0.0
5.15618465E7	457.6643273609397	38146.17220518064
5.19211625E7	458.5011126804087	0.0
5.22804785E7	1207.120989162771	0.0
5.26397945E7	556.7298485091026	38146.17220518064
5.29991105E7	689.2510439766149	0.0
5.33584265E7	787.5968768342035	0.0
5.37177425E7	413.9060559796438	38146.17220518064
5.40770585E7	870.0896519395288	0.0
5.44363745E7	571.865174335142	0.0
5.47956905E7	437.0833333333333	38146.17220518064
5.51550065E7	501.98045759212647	0.0
5.55143225E7	510.9815925163017	0.0
5.58736385E7	545.5581291832899	38146.17220518064
5.62329545E7	456.7237128603377	0.0
5.65922705E7	823.8411230003936	0.0
5.69515865E7	493.0612690865151	38146.17220518064
5.73109025E7	518.6610432885007	0.0
5.76702185E7	435.09267069582734	0.0
5.80295345E7	666.9365759038269	38146.17220518064
5.83888505E7	614.9445786709896	0.0
5.87481665E7	508.86405593934853	0.0
5.91074825E7	1554.4370586015418	38146.17220518064
5.94667985E7	358.28885295045757	0.0
5.98261145E7	471.02051383230594	0.0
6.01854305E7	935.6306259125246	38146.17220518064
6.05447465E7	521.6486197792163	0.0
6.09040625E7	558.1983331930297	0.0
6.12633785E7	604.4646281231842	38146.17220518064
6.16226945E7	564.6946785511972	0.0
6.19820105E7	696.5175232178079	0.0
6.23413265E7	472.4937655001378	38146.17220518064
6.27006425E7	471.62237687245306	0.0
6.30599585E7	1258.8820214372536	0.0
6.34192745E7	558.8954902684741	38146.17220518064
6.37785905E7	639.8238607270865	0.0
6.41379065E7	499.9793093399388	0.0
6.44972225E7	488.46560292162235	38146.17220518064
6.48565385E7	536.2480047715073	0.0
6.52158545E7	618.6994158741722	0.0
6.55751705E7	659.8563818747838	38146.17220518064
6.59344865E7	778.1337938122155	0.0
6.62938025E7	617.8862446187965	0.0
6.66531185E7	494.71782138947503	38146.17220518064
6.70124345E7	618.0828856485034	0.0
6.73717505E7	478.2024922711058	0.0
6.77310665E7	485.51934762348554	38146.17220518064
6.80903825E7	733.1651603973294	0.0
6.84496985E7	456.58126528938476	0.0
6.88090145E7	588.5788340284275	38146.17220518064
6.91683305E7	557.0625295239428	0.0
6.95276465E7	538.5178495235386	0.0
6.98869625E7	590.2002701190979	38146.17220518064
7.02462785E7	474.60519357752224	0.0
7.06055945E7	652.9267637913387	0.0
7.09649105E7	356.8679723779827	38146.17220518064
7.13242265E7	522.5199920031987	0.0
7.16835425E7	636.6470839064649	0.0
7.20428585E7	703.7673390335633	38146.17220518064
7.24021745E7	9084.825672945166	0.0
7.27614905E7	1155.1674191918369	0.0
7.31208065E7	1220.7365560640733	38146.17220518064
7.34801225E7	3050.1939589665653	0.0
7.38394385E7	1353.1557024793387	0.0
7.41987545E7	2868.44155569647	38146.17220518064
7.45580705E7	18599.873066496573	0.0
