#Mapping quality	mapping quality
0.0	1613749.0
1.0	1100376.0
2.0	214984.0
3.0	1105203.0
4.0	27409.0
5.0	23110.0
6.0	19633.0
7.0	16998.0
8.0	15090.0
9.0	14158.0
10.0	12107.0
11.0	10926.0
12.0	10824.0
13.0	9854.0
14.0	9621.0
15.0	10732.0
16.0	8655.0
17.0	9635.0
18.0	8910.0
19.0	8933.0
20.0	8539.0
21.0	9101.0
22.0	8421.0
23.0	8321.0
24.0	9114.0
25.0	9631.0
26.0	7644.0
27.0	6770.0
28.0	10032.0
29.0	8252.0
30.0	7122.0
31.0	9127.0
32.0	9206.0
33.0	6404.0
34.0	9637.0
35.0	4431.0
36.0	8494.0
37.0	11644.0
38.0	6587.0
39.0	9400.0
40.0	5153.0
41.0	5124.0
42.0	8662.0
43.0	12200.0
44.0	8694.0
45.0	10297.0
46.0	5102.0
47.0	5216.0
48.0	6255.0
49.0	3739.0
50.0	3081.0
51.0	21844.0
52.0	9710.0
53.0	18585.0
54.0	3623.0
55.0	3833.0
56.0	4996.0
57.0	6717.0
58.0	5001.0
59.0	6269.0
60.0	4008.0
61.0	3929.0
62.0	2885.0
63.0	11100.0
64.0	21528.0
65.0	11754.0
66.0	22398.0
67.0	3103.0
68.0	3698.0
69.0	4565.0
70.0	4802.0
71.0	5589.0
72.0	5145.0
73.0	8250.0
74.0	5955.0
75.0	8406.0
76.0	3901.0
77.0	4847.0
78.0	6147.0
79.0	3664.0
80.0	4723.0
81.0	3688.0
82.0	2877.0
83.0	2460.0
84.0	2052.0
85.0	49049.0
86.0	16060.0
87.0	60164.0
88.0	2344.0
89.0	2920.0
90.0	3509.0
91.0	4263.0
92.0	3577.0
93.0	4853.0
94.0	5251.0
95.0	5116.0
96.0	6235.0
97.0	8047.0
98.0	3633.0
99.0	4619.0
100.0	2579.0
101.0	2521.0
102.0	17665.0
103.0	24362.0
104.0	2128.0
105.0	3431.0
106.0	4736.0
107.0	3566.0
108.0	3685.0
109.0	9125.0
110.0	7007.0
111.0	10795.0
112.0	3464.0
113.0	6042.0
114.0	5128.0
115.0	6509.0
116.0	4802.0
117.0	5958.0
118.0	3931.0
119.0	4914.0
120.0	4434.0
121.0	3775.0
122.0	3481.0
123.0	3571.0
124.0	2803.0
125.0	2508.0
126.0	2043.0
127.0	40328.0
128.0	68488.0
129.0	146213.0
130.0	2300.0
131.0	2593.0
132.0	3101.0
133.0	3310.0
134.0	3888.0
135.0	4450.0
136.0	4627.0
137.0	5015.0
138.0	5577.0
139.0	5082.0
140.0	5852.0
141.0	4835.0
142.0	7359.0
143.0	8993.0
144.0	4517.0
145.0	6434.0
146.0	10038.0
147.0	13536.0
148.0	4558.0
149.0	5136.0
150.0	5879.0
151.0	4636.0
152.0	2811.0
153.0	20734.0
154.0	35066.0
155.0	3517.0
156.0	4306.0
157.0	5503.0
158.0	5411.0
159.0	8753.0
160.0	14278.0
161.0	4141.0
162.0	5678.0
163.0	8671.0
164.0	4929.0
165.0	5540.0
166.0	5492.0
167.0	3868.0
168.0	3411.0
169.0	2516.0
170.0	59061.0
171.0	107463.0
172.0	2995.0
173.0	3736.0
174.0	4959.0
175.0	5892.0
176.0	6335.0
177.0	7699.0
178.0	6686.0
179.0	11625.0
180.0	6550.0
181.0	4094.0
182.0	13078.0
183.0	24839.0
184.0	4961.0
185.0	7515.0
186.0	11000.0
187.0	8950.0
188.0	6162.0
189.0	5859.0
190.0	3792.0
191.0	32180.0
192.0	79888.0
193.0	4716.0
194.0	5689.0
195.0	9248.0
196.0	12089.0
197.0	6149.0
198.0	10614.0
199.0	20563.0
200.0	8043.0
201.0	13298.0
202.0	6941.0
203.0	5196.0
204.0	86529.0
205.0	5650.0
206.0	7889.0
207.0	12901.0
208.0	9851.0
209.0	21133.0
210.0	12278.0
211.0	9144.0
212.0	20108.0
213.0	58192.0
214.0	9650.0
215.0	12864.0
216.0	19546.0
217.0	12432.0
218.0	17364.0
219.0	52588.0
220.0	13956.0
221.0	20488.0
222.0	12711.0
223.0	55124.0
224.0	13201.0
225.0	22504.0
226.0	19147.0
227.0	46215.0
228.0	24875.0
229.0	50020.0
230.0	18712.0
231.0	28816.0
232.0	47569.0
233.0	29572.0
234.0	51587.0
235.0	50646.0
236.0	33299.0
237.0	52951.0
238.0	53229.0
239.0	55111.0
240.0	58579.0
241.0	74376.0
242.0	63157.0
243.0	80788.0
244.0	95985.0
245.0	92304.0
246.0	118467.0
247.0	125750.0
248.0	151728.0
249.0	185884.0
250.0	221213.0
251.0	293766.0
252.0	413874.0
253.0	712637.0
254.0	1874773.0
255.0	4.783669E7
