#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	2.9104110292005033E-7
4.0	0.0
5.0	2.1420625174915703E-5
6.0	2.71657765465575E-4
7.0	4.837685212737076E-4
8.0	1.9470649785351363E-4
9.0	2.6991151884805465E-4
10.0	0.0012593348523350578
11.0	6.857510467002224E-4
12.0	0.0015880948821935467
13.0	0.0026548769408366994
14.0	8.793515883626401E-4
15.0	8.522847657910753E-4
16.0	5.472154817102786E-4
17.0	8.889559447590016E-4
18.0	5.221277386385703E-4
19.0	5.204979084622181E-4
20.0	8.50596727394139E-4
21.0	0.001238379892924814
22.0	0.0013086954233902984
23.0	0.0020708156554967417
24.0	0.004417014402576436
25.0	0.005282279601557745
26.0	0.006558436629641583
27.0	0.007234292278842522
28.0	0.008298629592221145
29.0	0.010933308280515194
30.0	0.010173691001893862
31.0	0.012923680175164836
32.0	0.013093997428593648
33.0	0.013416645595290815
34.0	0.013309833510519157
35.0	0.010906765331928888
36.0	0.012325648916884716
37.0	0.010953215491954925
38.0	0.012723676729238177
39.0	0.01275394500394186
40.0	0.01295266786901567
41.0	0.015365282195781718
42.0	0.014180919531558867
43.0	0.01858116996660711
44.0	0.01797324331082771
45.0	0.020616653232209355
46.0	0.023220074106049787
47.0	0.022620645850475657
48.0	0.029327804483709384
49.0	0.027081956708916523
50.0	0.035210443672370605
51.0	0.038475517389589486
52.0	0.03639567945990223
53.0	0.04500915731726228
54.0	0.04087171699815084
55.0	0.05110466396859923
56.0	0.044558742106383206
57.0	0.051357404062375
58.0	0.04630743346916803
59.0	0.04194012888697035
60.0	0.04633892411650399
61.0	0.03122556709940986
62.0	0.03209153079703817
63.0	0.020914562905158317
64.0	0.016541262876240477
65.0	0.012678216108962062
66.0	0.0077694586588919114
67.0	0.00666699496103076
68.0	0.003771776277402684
69.0	0.002903658875612758
70.0	0.001317543072919068
71.0	8.248104856754226E-4
72.0	6.842958411856223E-4
73.0	3.58853679900422E-4
74.0	2.036705638234512E-4
75.0	7.217819352417248E-5
76.0	3.201452132120553E-5
77.0	2.0780334748491592E-5
78.0	1.0710312587457852E-5
79.0	6.519320705409126E-6
80.0	6.402904264241107E-7
81.0	2.9104110292005033E-7
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	5.8208220584010064E-8
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	5.820822058401007E-7
